id,name,expires,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16,t_17,t_18,t_19,t_20,t_21,t_22,t_23,t_24,t_25,t_26,t_27,t_28,t_29,t_30,t_31,t_32,t_33,t_34,t_35,t_36,t_37,t_38,t_39,t_40,t_41,t_42,t_43,t_44,t_45,t_46,t_47,t_48,t_49,t_50,t_51,t_52,t_53,t_54,t_55,t_56,t_57,t_58,t_59,t_60,t_61,t_62,t_63,t_64,t_65,t_66,t_67,t_68,t_69,t_70,t_71,t_72,t_73,t_74,t_75,t_76,t_77,t_78,t_79,t_80,t_81,t_82,t_83,t_84,t_85,t_86,t_87,t_88,t_89,t_90,t_91,t_92,t_93,t_94,t_95,t_96,t_97,t_98,t_99,t_100,Astrogation Buffer Length,AutoTerrain Tread Count,Cranial Uplink Bandwidth,Arakyd Vocabulator Model,Axial Piston Model,Nanochip Model,Polarity Sinks,Repulsorlift Motor HP,Sonoreceptors,InfoCore Size,Productivity
30,Wallminer Boterson I,81.0,63.36113992296547,71.3462708285438,78.15190114928642,83.86704862419275,88.57673920599416,92.36209128248431,95.3003998978492,97.46522097399736,98.92645553189018,99.75043391287191,100.0,99.73459543937518,99.01034386147171,97.88013510246753,96.39370942557451,94.59774174236856,92.53592583411981,90.24905857312298,87.7751241440272,85.14937826516662,82.4044324098903,79.57033802789262,76.67467076654309,73.74261469221705,70.79704651162552,67.85861979314538,64.94584918814974,62.07519465233804,59.26114566706613,56.516305460676634,53.851475229829006,51.275738360829884,48.79654465096303,46.419794529819654,44.14992328062881,41.989985261587,39.94173812718913,38.00572704955798,36.18136893977488,34.46703666920969,32.86014329085115,31.35722626063654,29.95403165878288,28.64559841111605,27.426342510401525,26.290141237674476,25.230417383570057,24.240223469653543,23.31232596974982,22.439289531275787,21.613561196566867,20.827554624210933,20.07373431037595,19.344699810142068,18.633269958829494,17.93256709333063,17.23610127343985,16.53785450318372,15.832364952149627,15.114811176819549,14.381096341895077,13.627932441632781,12.85292452117068,12.054654897861369,11.232767382599226,10.388051501152756,9.52252671549378,8.639526645128583,7.743783288426805,6.841511243952676,5.940491931795063,5.0501578148951705,4.181676620383399,3.3480355608992753,2.5641255559328577,1.8468254531461832,1.2150862497088155,0.690015313623342,0.2949606050625268,0.055594897689939096,0.0,0.1587509766411348,0.5650003697492799,1.2545624202744678,2.265997289318126,3.6406952794562963,5.422961056073198,7.660097868689878,10.402491772295098,13.703695848677503,17.620514427752017,22.213087308891197,27.54497398225797,33.683237850132656,40.698530448244284,48.66517566710273,57.66125397332465,67.76868663096828,79.07331992286034,91.66500937192936,13.278071892609262,-0.18584187255867873,0.1880052281662695,model B,gamma,windows 2000,0.926854245726532,-0.9061636258835516,50.0,11.0,-100.0
31,Excapulverizer Botski,35.0,36.40075079323563,42.43947499528166,48.105094295223594,53.40919957861927,58.36321109945951,62.978378480168196,67.26578071160225,71.23632615305156,74.90075253223914,78.26962694532097,81.35334585688602,84.16213509995637,86.70604987598713,88.99497475486636,91.03862367491526,92.84653994288792,94.42809623397159,95.79249459178648,96.94876642838582,97.90577252425594,98.67220302831615,99.25657745791875,99.66724469884916,99.91238300532578,100.0,99.93793267395631,99.73384738671224,99.3952398662182,98.92943520885787,98.34358787944772,97.64468171123745,96.8395299059096,95.93477503357994,94.9368890327971,93.85217321054282,92.68675824223189,91.44660417171198,90.13750041126404,88.76506574160184,87.3347483118723,85.85182563965525,84.32140461096375,82.74842148024358,81.13764187037386,79.49366077266662,77.8209025468668,76.12362092115256,74.40589899213504,72.6716492248583,70.92461345279958,69.16836287786893,67.40629807040976,65.6416489691982,63.87747488144364,62.116664482788245,60.36193581730749,58.615836297509695,56.88074270433633,55.158861187161726,53.45222726379338,51.76270582047175,50.09199111187041,48.44160676109595,46.81290575968778,45.207070467618664,43.62511261329418,42.067873293553006,40.53602297366691,39.03006148734041,37.55031803671155,36.09695119235084,34.669948893262266,33.26912844688264,31.894136529081784,30.54444918416262,29.219371824861074,27.918039232346114,26.63941555621981,25.38229431451698,24.1452983937058,22.926880048687384,21.72532090279584,20.538731947798397,19.3650535438949,18.20205541971871,17.047336672336417,15.89832576724659,14.752280538381859,13.606288188107648,12.457265287222125,11.301957774956668,10.13694095897587,8.958619515376991,7.763227488690408,6.546828291879896,5.305314706341802,4.034408881905588,2.7296623368339294,1.3864559578228506,0.0,12.399396934335911,-0.3076365084719824,0.20007047379276824,model A,alpha,v0.5,0.8573030090628498,-0.9527383217971224,93.0,85.0,61.710934671203376
32,Firevator Botberg I,74.0,70.83689515875047,71.40475672572555,72.09795141009778,72.90365245801567,73.80937925043236,74.8029973031055,75.87271826659736,77.00709992627472,78.19504620230899,79.42580714967613,80.68897895815664,81.97450395233561,83.27267059160275,84.57411347015224,85.8698133169829,87.15109699589811,88.40963750550583,89.6374539792185,90.8269116852533,91.97072202663179,93.06194254118026,94.09397690152946,95.06057491511476,95.95583252417612,96.774191805758,97.51044097170943,98.15971436868416,98.71749247814033,99.17960191634069,99.54221543435267,99.80185191804811,99.95537638810355,100.0,99.9332800440231,99.7531199452631,99.4577692636147,99.04582369377725,98.51622506525467,97.86826134235544,97.10156662419259,96.21612114468373,95.21225127255106,94.09062951132132,92.85227449932584,91.49855100970052,90.03116995038582,88.45218836412676,86.76400942847293,84.96938245577854,83.07140289320228,81.07351232270753,78.97949846106214,76.79349515983853,74.51998240541374,72.16378631896937,69.7300791564916,67.22437930877109,64.65255130140321,62.02080579478779,59.33569958412925,56.60413559943669,53.83336290552359,51.03097670200818,48.20491832331301,45.36347523866558,42.515281052097635,39.66931550244557,36.83490446335048,34.021719943257864,31.239780085417912,28.499449167885192,25.811437603519156,23.18680193998352,20.63694485974672,18.173615180081832,15.808907853066328,13.555263965582393,11.42547073931655,9.432661530760214,7.590315831209267,5.91225926676393,4.4126635983292735,3.106046721614892,2.0072726671348446,1.1315516002077235,0.4944398209569195,0.11183976431026711,0.0,0.1755152325631506,0.6553263013412394,1.4567201804804635,2.5973299789313087,4.095134940449192,5.96846044359383,8.235978001729706,10.916705263025468,14.030006010455018,17.595590161796157,21.633513769631637,26.164179021348776,-35.32144917357559,-0.31880178386073965,0.04366704849645464,model B,gamma,windows 2000,0.9090596620426767,-0.9574362783251533,91.0,86.0,62.13906581720582
33,Wallpulverizer Botberg I,54.0,50.31854530364257,55.45968576351068,60.28086438871569,64.78878004415866,68.99013159474059,72.89161790536252,76.49993784092553,79.8217902663306,82.8638740464788,85.63288804627113,88.13553113060868,90.37850216439244,92.36850001252344,94.11222353990274,95.61637161143139,96.88764309201036,97.93273684654078,98.75835173992363,99.37118663705994,99.77794040285075,99.98531190219707,100.0,99.82870356116051,99.4781214505797,98.95495253315856,98.26589567379813,97.41764973739947,96.41691358886358,95.27038609309152,93.98476611498431,92.56675251944301,91.02304417136861,89.3603399356622,87.58533867722474,85.70473926095735,83.72524055176099,81.65354141453679,79.49634071418569,77.26033731560877,74.95223008370708,72.57871788338161,70.14649957953347,67.66227403706357,65.13274012087304,62.56459669586292,59.964542626934225,57.33927677898798,54.69549801692521,52.03990520564693,49.379197210054265,46.720072895048176,44.069231125529775,41.433370766399975,38.81919068255983,36.233389738910546,33.682666800352955,31.173720731788183,28.713250398117257,26.307954664241212,23.964532395061074,21.689682455477886,19.490103710392685,17.372495024706502,15.343555263320374,13.409983291135335,11.578477973052424,9.855738173972671,8.248462758797118,6.763350592426712,5.407100539762736,4.186411465705972,3.107982235157476,2.1785117130185094,1.4046987641897797,0.7932422535725866,0.3508410460678635,0.08419400657665574,0.0,0.10495789123882876,0.4057665451943674,0.9091248267675673,1.6217316008594556,2.5502857323710586,3.701486086203338,5.0820315272575005,6.698620920434392,8.557953130635255,10.666727022761012,13.031641461712606,15.659395312391275,18.556687439697843,21.730216708533558,25.18668198379946,28.932782130396145,32.97521601322531,37.32068249718731,41.97588044718377,46.94750872811559,52.2422662048834,57.866851742388725,-59.977118450839484,-0.09446753765901478,0.053838075657016815,model B,gamma,windows 2000,1.008453578203662,-0.88940381618361,63.0,18.0,-100.0
34,Pullwalker Botski Jr.,29.0,27.26537754481269,39.29146165354678,50.022153699590376,59.52016828383586,67.84768592927621,75.06625605253532,81.23670370894997,86.41904011120386,90.67237692151306,94.0548443173637,96.62351283080113,98.4343189612709,99.54199456201171,100.0,99.8604610894464,99.17410979884394,97.99022873156812,96.3565993800286,94.31945415337293,91.92343217874198,89.21153887607692,86.22510930647846,83.00377529411759,79.58543632169794,76.00623419947037,72.30053150779922,68.50089381327975,64.6380756584087,60.74101032480519,56.8368033699842,52.95072993768192,49.106235841732506,45.324942423496786,41.626655182842846,38.02937618267826,34.54932022703439,31.20093481270193,27.996923854419048,24.948275183610548,22.06429182067912,19.352627020848587,16.819323093558854,14.468853995412243,12.304171696672332,10.326756321313773,8.536670060624637,6.932614860360396,5.511993881449176,4.270976734249175,3.2045684863583874,2.3066824439749483,1.570216706810565,0.9871344965548022,0.5485482588913794,0.24480753906611902,0.06559063100801138,0.0,0.03666147890256447,0.16382723792938556,0.36948252797497966,0.6414561974921329,0.9675349829246697,1.3355815726886295,1.7336564447066045,2.1501434774943444,2.5738793347984377,2.994286623786864,3.401510826788297,3.7865610065885167,4.141454285272485,4.459364096623032,4.734772212069834,4.963624540189074,5.143490699753469,5.273727366341623,5.355645392489777,5.392680701401438,5.390568954203955,5.357523990763287,5.304420044045644,5.244977728032181,5.1959537991848865,5.177334691467618,5.212533824912192,5.328592687743215,5.556385692053619,5.9308288030239344,6.49109194170758,7.280815161355384,8.348328597294165,9.746876190367765,11.534843183911473,13.775987394298097,16.53967425501821,19.90111563432344,23.94161242642179,28.74880091621199,34.41690291758957,41.04697968528441,48.74718960026712,-63.15079734487228,-0.14517718354043269,0.47990074078281775,model B,gamma,windows 2000,1.0367101129822518,-1.0673808147887653,16.0,97.0,-30.609932248034355
35,Wallwaller Botsky Jr.,57.0,94.2638330865068,90.48284440326314,87.44098027128945,85.06160501051619,83.2719788022517,82.00317588773845,81.19000276670934,80.77091639594391,80.68794238782473,80.88659320889361,81.31578637840789,81.92776266689673,82.67800429471738,83.52515313061153,84.4309288902614,85.36004733484626,86.2801384695986,87.16166474236036,87.97783924213927,88.70454389766513,89.32024767594612,89.80592478082498,90.14497285153541,90.32313116125826,90.32839881567786,90.15095295153829,89.78306693519956,89.21902856119424,88.45505825078321,87.48922725051237,86.32137583076867,84.95303148433673,83.3873271249545,81.62891928587021,79.68390631839836,77.55974659047571,75.26517668521826,72.81012959947675,70.20565294239375,67.46382713395897,64.5976836035665,61.621122988570455,58.548833332841596,55.396208285323326,52.17926529858825,48.91456382739446,45.61912352724114,42.31034245292602,39.00591525710093,35.72375138882777,32.48189329213561,29.29843460457621,26.191438355781067,23.178855166017243,20.278441444743027,17.507677589166004,14.883686182797023,12.42315019400807,10.142231174589188,8.05648745830182,6.180792359438552,4.529252371376938,3.115125365136585,1.95073878793693,1.0474078617496905,0.4153537818602399,0.06362191541841795,0.0,0.23093634215970632,0.7614580159874206,1.595089061667274,2.7337686840301356,4.177769451112737,5.9256154927141695,7.974000698948015,10.317706918805241,12.949522158702923,15.860158781048666,19.03817170279065,22.4698765939751,26.139268076302763,30.027937921689762,34.11499325081706,38.37697473168921,42.78777477819326,47.31855574865129,51.937668144378065,56.610568808237204,61.29973912320038,65.96460321089705,70.56144613017865,75.04333207566832,79.36002257631868,83.45789469397418,87.27985922191657,90.76527888343063,93.84988653035484,96.46570334163975,98.54095702190688,100.0,-80.79232613702139,0.32299177071484053,0.35663733013832133,model E,kappa,v2.0,1.4895257394528658,-1.4442599727823673,25.0,2.0,-100.0
36,Wallpulverizer Botchik Jr.,63.0,75.3352719523689,71.54181048379873,68.43859156249749,65.97899234044526,64.11699298558841,62.807254621737094,62.005194111924176,61.66705568522608,61.749979407045075,62.21206649285341,63.01244146539901,64.11131115537285,65.47002054553805,67.05110545832055,68.81834208686158,70.73679336953165,72.7728522079063,74.89428152820349,77.07025118618265,79.27137171550544,81.46972491955812,83.6388913067356,85.75397436918716,87.79162170502393,89.73004298398784,91.54902475658238,93.22994210666504,94.75576714750125,96.11107436128036,97.2820427820927,98.25645502236893,99.0236931427806,99.57473136560263,99.90212563153726,100.0,99.86402989286674,99.49142218168305,98.88089211833469,98.03263710918041,96.9483073326454,95.63097320027764,94.08508966126483,92.3164573504137,90.3321805795908,88.14062217262449,85.75135514366958,83.17511121903277,80.42372620245978,77.5100821838848,74.44804659164151,71.25240808813447,67.93880930897406,64.52367644557204,61.024145671198745,57.45798641050251,53.843521452489476,50.19954390696753,46.545231004448965,42.900054739516925,39.283689357652804,35.71591568552482,32.21652230473918,28.805203569052505,25.50145446504607,22.32446231626033,19.292995330794323,16.425287992362488,13.738923294817553,11.25071182013184,8.976567659841205,6.931381179950462,5.128888629302155,3.581538591404912,2.3003552797234583,1.294798676431599,0.5726215146265975,0.13972310400516985,0.0,0.15519351637793438,0.6047340813039526,1.345582436860454,2.3720676820328603,3.6757221591545,5.2451131838149445,7.065671618227644,9.119517288063019,11.385281242738676,13.83792485917517,16.448555789008275,19.18424074927271,22.007815156533656,24.877689604493515,27.74765318505385,30.56667365283266,33.278694433159664,35.82242847351747,38.13114893845137,40.13247674794405,41.74816495924262,42.893879992155206,-3.252021710345062,-0.41153796611040666,-0.041317399086092374,model A,alpha,v0.5,0.6760591413666805,-0.6157507351855277,48.0,63.0,-20.73448411610005
37,Pullborer Botski I,36.0,98.84907270723406,99.4561297156572,99.83594137804867,100.0,99.95956965879004,99.725686203385,99.30915725443842,98.72056220429121,97.97025221697164,97.0683502281953,96.02475094536516,94.84912084757146,93.55089818559192,92.13929298189149,90.62328703062254,89.01163389762475,87.31285892042517,85.53525920823823,83.68690364196561,81.77563287419646,79.80905932920717,77.79456720296157,75.73931246311079,73.65022284899331,71.53399787163495,69.39710881374891,67.24579872973575,65.08608244568333,62.92374655936687,60.76434944024898,58.61322122947955,56.47546383989589,54.35595095602264,52.25932803407175,50.19001230194255,48.152192759221734,46.14983017718331,44.18665709878867,42.26617783868649,40.391668483212904,38.566176890391276,36.792522689932426,35.07329728323443,33.41086384338275,31.807357315150252,30.264684414997085,28.78452363107069,27.368325223206035,26.0173112229253,24.73247543343802,23.5145834296411,22.364172558118785,21.28155193714277,20.266802456671936,19.319776778352633,18.440099335518504,17.62716633319044,16.880145748077,16.197977328573746,15.579372594763738,15.022814838417412,14.526559122992458,14.088632283634103,13.70683292717469,13.378731432133964,13.101669948719158,12.872762398824758,12.688894476032686,12.546723645611896,12.442679144519108,12.37296198139824,12.333544936580438,12.320172562084384,12.32836118161584,12.353398890568139,12.390345556022066,12.43403281674559,12.479064083193824,12.519814537509665,12.550431133523062,12.56483259675146,12.556709424399381,12.519523885359126,12.446510020210033,12.330673641218967,12.164792332339793,11.941415449214405,11.652864119171188,11.291231241226491,10.848381486084074,10.315951296134248,9.685348885455841,8.94775423981391,8.09411911666191,7.11516704513938,6.001393326074688,4.743065031982188,3.33022100706481,1.7526718672118085,0.0,-18.480335633258022,0.04791856342840706,0.5347753969417924,model C,beta,v1.5,1.2280594747513618,-1.179793626429527,97.0,93.0,72.23435428382817
38,Wallhauler Botsky,68.0,29.205718823650017,36.086502472419674,42.56093582312803,48.63764482366831,54.32525542193374,59.63239356581755,64.56768520321299,69.1397562820133,73.35723275011169,77.22874055540144,80.76290564577569,83.96835396912778,86.85371147335091,89.42760410633828,91.69865781598313,93.67549855017876,95.36675225681832,96.78104488379503,97.92700237900223,98.8132506903331,99.44841576568086,99.84112355293875,100.0,99.93367105475788,99.65076266510555,99.15990077893632,98.4697113441434,97.58882030862,96.5258536202594,95.28943722695476,93.88819707659938,92.3307591170865,90.62574929630928,88.781793562161,86.80751786253495,84.7115481453243,82.50251035842224,80.18903044972208,77.77973436711702,75.28324805850033,72.70819747176517,70.0632085548049,67.35690725551262,64.59791952178159,61.79487130150516,58.95638854257642,56.09109719288872,53.20762320033513,50.31459251280904,47.42063107820369,44.534364844412195,41.664419759327906,38.81942177084393,36.00799682685354,33.238770875250054,30.52036986392675,27.861419740776665,25.27054645369318,22.75637595056938,20.327534179298716,17.992647087774294,15.760340623889363,13.639240735537046,11.637973370610803,9.765164477003745,8.029440002609114,6.4394258953201415,5.003748103029994,3.73103257363204,2.629905255019387,1.7089920950853834,0.9769190417231427,0.44231204282603576,0.11379704628721994,0.0,0.10954685185734214,0.4510635497528821,1.0331760415795934,1.864510275230766,2.953692198599558,4.309347759579361,5.940102906063408,7.854583585944773,10.061415747116778,12.569225337472572,15.386638304905627,18.522280597308928,21.98477816257589,25.7827569485995,29.92484290327322,34.419661974490296,39.27584011014378,44.50200325812693,50.10677736633331,56.09878838265572,62.4866622549875,69.2790249312222,76.48450235925256,84.1117204869724,92.16930526227426,32.95240807015131,-0.18041867118552862,0.44417231577705674,model B,gamma,windows 2000,1.051501867033126,-0.9943224484701587,51.0,4.0,-100.0
39,Fireborer Boterson I,32.0,66.12833129200042,69.2055249643106,72.11766843708129,74.86750248655667,77.45776788898081,79.89120542059787,82.17055585765198,84.29855997638728,86.27795855304787,88.11149236387789,89.80190218512148,91.35192879302274,92.76431296382583,94.04179547377481,95.18711709911392,96.2030186160872,97.09224080093881,97.85752442991289,98.50161027925351,99.02723912520487,99.43715174401109,99.73408891191623,99.9207914051645,100.0,99.97445547266683,99.84689859940916,99.62007015647104,99.2967109200967,98.87956166653021,98.37136317201572,97.77485621279737,97.09278156511925,96.32788000522552,95.48289230936025,94.56055925376766,93.56362161469181,92.49482016837685,91.35689569106685,90.1525889590061,88.88464074843854,87.55579183560842,86.1687829967598,84.72635500813686,83.23124864598373,81.68620468654447,80.09396390606328,78.45726708078425,76.7788549869515,75.06146840080919,73.30784809860143,71.52073485657232,69.70286945096608,67.85699265802671,65.9858452539985,64.09216801512541,62.17870171765166,60.24818713782136,58.30336505187864,56.346976236067626,54.38176146663244,52.41046151981724,50.435817171866084,48.46056919902321,46.48745837753261,44.51922548363855,42.55861129358505,40.608356583616334,38.671202129976386,36.7498887089095,34.847157096659714,32.965748069471154,31.108402403587977,29.27786087525431,27.47686426071425,25.70815333621197,23.97446887799158,22.27855166229715,20.623142465372947,19.010982063462905,17.444811232811322,15.927370749662243,14.461401390259828,13.049643930848214,11.694839147671482,10.399727816973806,9.167050714999265,7.999548617992039,6.899962302196254,5.87103254385599,4.915500119215417,4.0361058045186295,3.2355903760097884,2.5166946099330305,1.882159282532337,1.3347251700520806,0.8771330487362915,0.5121236948289923,0.24243788457446588,0.07081639421674278,0.0,99.00398909631323,0.03754441709110545,0.26516400238579874,model C,beta,v1.5,1.2266874149127371,-1.3170417687566744,83.0,75.0,36.82240836406836
40,Waterminer Botsky II,89.0,75.78072218750353,80.33703243430821,84.35928598225561,87.86895572328082,90.8873126019317,93.43541825390406,95.5341176445771,97.20403170754852,98.46554998316995,99.33882325708221,99.84375619875055,100.0,99.8269450135506,99.34371339155282,98.5691517241227,97.5218236778772,96.22000263446957,94.68166432912447,92.92447948917345,90.96580647259015,88.82268390652554,86.51182332584332,84.04960181165517,81.45205462985598,78.73486786965927,75.91337108213236,73.00252991873174,70.01693876983828,66.97081340329268,63.87798360293054,60.75188580711781,57.605555747286175,54.451621086467995,51.30229405783194,48.16936410321818,45.06419051167358,41.99769505798711,38.98035464122508,36.02219392326647,33.13277796733825,30.321204876550535,27.596098432431926,24.965600733464953,22.437364833621228,20.01854738089673,17.715801255847133,15.535268210123112,13.482571505005621,11.562808549941336,9.780543541077314,8.139800099797355,6.644053911256348,5.2962253629160045,4.098672183080173,3.053182079429799,2.160965377558686,1.4226476595082815,0.8382624023035203,0.4072436164876192,0.12841848465780054,0.0,0.019579604824902057,0.18411982910255295,0.48994692899833037,0.9327435254071046,1.507541242490046,2.208713346209154,3.0299673828620297,3.964337817618402,5.004178673053176,6.141156167685447,7.36624135450971,8.669702759534491,10.041099020314729,11.469271524490097,12.942337048317498,14.447680395208327,15.971947034262005,17.50103573880376,19.020091224917355,20.513496789982412,21.964866951207167,23.35704008416688,24.67207106133743,25.89122389062961,26.994964353927,27.962952645619225,28.77403601113782,29.40624138549197,29.836768031802386,30.041980179839197,29.997399664554386,29.67769856461861,29.056691840956876,28.107329975282457,26.801691608633355,25.11097617990699,23.00549656439563,20.45467171232186,17.427019287373998,-91.17928580919738,-0.15396779609901523,0.08014077698600394,model B,gamma,windows 2000,0.9874541466601844,-0.9437850997687398,97.0,57.0,6.468047666671367
41,Thumpminer Botski II,61.0,74.26669630409141,78.52787065211064,82.34341198077055,85.73198105293588,88.71190357483131,91.30117019604155,93.51743650951117,95.37802305154473,96.89991530180683,98.09976368332187,98.99388356247431,99.59825524900863,99.92852399602907,100.0,99.82765840074572,99.4261392814504,98.8097476686583,97.99245353227347,96.98789178556005,95.80936228514211,94.46982983100368,92.9819241664887,91.35793997830109,89.60983689650475,87.74923949452352,85.78743728914122,83.73538474050159,81.60370125210832,79.40267117082513,77.14224378687562,74.83203333384336,72.48131898867194,70.09904487166483,67.69382004648547,65.2739185201573,62.84727924306372,60.421506108947995,58.00386795491341,55.6012985614233,53.22039665230077,50.867425894729,48.54831489925113,46.26865721977021,44.03371135354927,41.84840074121131,39.717313766739295,37.64470375747608,35.63448898412452,33.69025266074742,31.815242944767665,30.012372936967875,28.284220681490734,26.633029165838867,25.060706320874964,23.56882502082155,22.158623083261116,20.83100326913612,19.586533282749023,18.42544577176219,17.347638327198087,16.35267348343883,15.439778718226794,14.607846452664166,13.855434051212962,13.180763821695571,12.581723015293955,12.055863826550116,11.600403393366152,11.212223797004047,10.88787206208558,10.623560156592665,10.415164991867206,10.258228422610884,10.147957246885458,10.079223206112742,10.046562985074358,10.044178211911754,10.065935458126695,10.105366238580704,10.155667011495115,10.209699178451608,10.259989084391377,10.298728017615936,10.317772209786256,10.308642835923983,10.262526014410193,10.1702728069862,10.022399218753094,9.809086198171885,9.520179637063812,9.14519037060967,8.673294177350668,8.093331779187517,7.393808841380873,6.5628959725520755,5.588428724681611,4.457907593110655,3.15849801653954,1.6770303770292188,0.0,-47.423387963997854,-0.05755047740513025,0.3587956628005513,model B,gamma,windows 2000,1.1219515178101807,-1.1629968752428024,83.0,92.0,72.80662124492108
42,Stonewaller Botski,90.0,38.25177849692663,45.37345858772691,52.03294117678894,58.23221464469142,63.97422762622112,69.26285554879573,74.10286717088636,78.49989112044031,82.46038243330376,85.99158909164444,89.10151856237421,91.7989043355719,94.09317246290586,95.9944080960567,97.51332202513996,98.66121721712877,99.44995535427653,99.89192337253961,100.0,99.78752229528803,99.26825218600497,98.45634300714582,97.36630603952186,96.01297704818347,94.4114828208426,92.57720770629577,90.52576015284633,88.27293924672759,85.83470125052511,83.22712614159961,80.46638415050958,77.5687022994339,74.55033094059468,71.42751029467973,68.21643698926539,64.93323059723907,61.5939001752222,58.214310801992575,54.81015011690722,51.396894858324934,47.98977740202927,44.603752299650864,41.25346281709026,37.9532074729407,34.71690657691043,31.55806876824589,28.489757554154053,25.52455784822515,22.674542508855257,19.951238877669557,17.365595317943995,14.92794775302869,12.647986204770788,10.534721331936339,8.596450968633745,6.840726662735803,5.2743202143030805,3.9031902140060066,2.7324485815476964,1.7663271040867512,1.0081439746599907,0.4602703306049714,0.12409679198259171,0.0,0.08730915543296879,0.3842725570491763,0.8880241400301282,1.5945500143941211,2.498655003419319,3.593929182065747,4.8727144153986,6.326070897010491,7.943743687444204,9.71412925261551,11.624242002235867,13.65968082823475,15.804595643183081,18.04165391871461,20.352007223950437,22.715257763919443,25.109424917983475,27.510911778257473,29.894471688034507,32.23317478020614,34.498374515687516,36.659674221838145,38.68489363088553,40.540035418347145,42.18925174145388,43.594810777572796,44.71706326262873,45.51440902952765,45.94326354658017,45.95802445592204,45.51103811193924,44.552566119689466,43.03075187332425,40.8915870945125,38.07887837086422,34.53421369435009,86.73443117415846,0.16431020876446067,0.7954728059227686,model E,kappa,v2.0,1.401377072224178,-1.3892836545408016,81.0,0.0,-91.61046802640371
43,Stonewalker Boterson I,47.0,100.0,96.25226566748407,92.89551851788877,89.90742134658403,87.26614517054028,84.95036922832854,82.93928098012017,81.21257610768717,79.75045851440201,78.53364032523767,77.54334188676762,76.76129176716582,76.16972675620681,75.75139186526552,75.4895403273175,75.36793359693876,75.37084135030577,75.48304148519559,75.6898201209857,75.9769715986542,76.33079848077955,76.73811155154084,77.1862298167176,77.66298050368988,78.15669906143825,78.65622916054376,79.15092269318801,79.63063977315304,80.08574873582144,80.50712613817632,80.88615675880125,81.21473359788034,81.48525787719822,81.69063904013998,81.82429475169121,81.88015089843807,81.85264158856715,81.73670915186565,81.52780413972116,81.22188532512182,80.81541970265631,80.30538248851383,79.68925712048392,78.96503525795684,78.13121678192329,77.18680979497434,76.13133062130177,74.96480380669779,73.687762118555,72.30124654586669,70.80680629922655,69.20649881082872,67.50288973446811,65.69905294553978,63.798570541039425,61.805532839563504,59.72453838130852,57.56069392807181,55.319614463251256,53.00742319184505,50.630751540451755,48.19673915727097,45.71303391210221,43.18779189634594,40.6296774230029,38.04786302667442,35.45202946356202,32.85236571146857,30.259568969796486,27.68484465954889,25.139906423330054,22.636976125344386,20.18878385139602,17.80856790889112,15.510074826835037,13.30755935583417,11.215784468095526,9.250021357426649,7.42604943923484,5.760156350528918,4.269137949917688,2.9702983176106006,1.8814497554175267,1.0209127867486618,0.4075161566151376,0.06059683162837747,0.0,0.24607907154276962,0.8196956776695652,1.7422196713936224,3.0355291273290637,4.722010341690304,6.824557832292453,9.366574338550574,12.371970821480941,15.865166463700023,19.871088669424562,24.41517306447224,29.52336349626115,35.22211203380972,17.503461880564444,0.1291595561170591,0.6663617369906479,model E,kappa,v2.0,1.4071425983523367,-1.3928848757480796,42.0,82.0,-3.2919952339554612
44,Thumppulverizer Botsky,30.0,100.0,96.85561640358944,94.0236149262086,91.48587784664444,89.22470317482019,87.22280465179546,85.46331174976615,83.92976967206445,82.60613935315891,81.47679745865437,80.52653638529202,79.7405642609493,79.10450494464003,78.60439802651435,78.22669882785864,77.9582784010957,77.78642352978457,77.69883672862065,77.6836362434356,77.72935605119751,77.82494586001066,77.95977110911572,78.12361296888965,78.30666834084573,78.4995498576336,78.69328588303914,78.8793205119846,79.04951357052855,79.19614061586583,79.31189293632764,79.38987755138149,79.42361721163121,79.40705039881692,79.33453132581508,79.20082993663847,79.00113190643616,78.73103864149356,78.38656727923245,77.96415068821076,77.46063746812297,76.87329194979968,76.19979419520787,75.43823999745092,74.58714088076835,73.64542410053618,72.61243264326667,71.4879252266084,70.27207629934618,68.96547604140135,67.56913036383128,66.08446090882995,64.51330504972745,62.85791589099029,61.12096226822125,59.30552874815949,57.415115628680255,55.45363893879552,53.4254304386533,51.3352376195378,49.18822370386999,46.989967645206676,44.74646412824118,42.46412356880324,40.14977211385896,37.81065164151025,35.454419760996046,33.08914981269116,30.723330868106608,28.365867729890397,26.02608093182604,23.71370673883372,21.43889714697004,19.212219883427824,17.044658406536175,14.947611905760635,12.932895301702773,11.012739246100832,9.199790121829192,7.507110042898581,5.948176854455865,4.536884132784585,3.2875411853045855,2.214873050571288,1.3340204982775736,0.6605400292516741,0.21040387545876002,0.0,0.046132097113023754,0.3660195921715426,0.9772976416858562,1.898017133302641,3.146644685804598,4.742062649110752,6.7035691042767676,9.050877863494662,11.80411847009183,14.98383619853346,18.610992054420013,22.706962774488044,27.293540826611938,-78.6807793626812,0.08177900097215618,0.35808721994620707,model C,beta,v1.5,1.2816561514376001,-1.3218835604219943,54.0,78.0,17.268666347141775
