id,name,expires,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16,t_17,t_18,t_19,t_20,t_21,t_22,t_23,t_24,t_25,t_26,t_27,t_28,t_29,t_30,t_31,t_32,t_33,t_34,t_35,t_36,t_37,t_38,t_39,t_40,t_41,t_42,t_43,t_44,t_45,t_46,t_47,t_48,t_49,t_50,t_51,t_52,t_53,t_54,t_55,t_56,t_57,t_58,t_59,t_60,t_61,t_62,t_63,t_64,t_65,t_66,t_67,t_68,t_69,t_70,t_71,t_72,t_73,t_74,t_75,t_76,t_77,t_78,t_79,t_80,t_81,t_82,t_83,t_84,t_85,t_86,t_87,t_88,t_89,t_90,t_91,t_92,t_93,t_94,t_95,t_96,t_97,t_98,t_99,t_100,InfoCore Size,Arakyd Vocabulator Model,Axial Piston Model,Nanochip Model,Astrogation Buffer Length,Sonoreceptors,Repulsorlift Motor HP,Cranial Uplink Bandwidth,Polarity Sinks,AutoTerrain Tread Count,Productivity
35,Wallvator Boterson,54.0,49.81878338625228,40.580330162643705,32.44864040326229,25.36642444312337,19.27760472422144,14.127315795530148,9.861904313002313,6.428929039569911,3.777160845144087,1.8565827066151313,0.6183897078525205,0.01498903970488985,0.0,0.5282539935448307,1.5557945321255038,3.03987723450725,4.938969826434544,7.212752140631003,9.822116116799336,12.729165801621537,15.897217348758671,19.290799018850954,22.875651179517824,26.618726305357836,30.488188977948766,34.45341588584754,38.48499582459012,42.554729696691844,46.63563051164706,50.701923385929206,54.72904554299123,58.6936463132648,62.57358713416099,66.34794155007003,69.99699521236134,73.50224587938347,76.84640341646389,80.0133897959096,82.98833909700666,85.75759750602023,88.30872331619447,90.63048692775307,92.71287084789851,94.54706969081292,96.12549017765699,97.4417511365711,98.49068350267427,99.26833031806517,99.77194673182139,100.0,99.95216948563642,99.62934665874623,99.03363509632351,98.16835048234152,97.03802060775327,95.6483853704903,94.00639677546368,92.12021893456331,89.99922806665859,87.6540124975979,85.09637266020884,82.33932109429827,79.39708244665174,76.2850934710349,73.02000302819125,69.61967208584485,66.10317371869809,62.49079310843248,58.804027543708685,55.06558642016714,51.29939124042732,47.530575614087375,43.78548525772467,40.091677994895505,36.477923756136455,32.97420457896217,29.611714607867114,26.42286009432457,23.44125939678665,20.701742980685385,18.24035341843078,16.094345389414553,14.302185680004964,12.903553183549912,11.9393389003769,11.451645937793401,11.483789510084438,12.08029693851537,13.286907651330266,15.150573183752543,17.719457177983543,21.04293538320585,25.17159565558096,30.157237958248277,36.05287436132555,42.912729041913046,50.79223828408795,59.748050478904545,69.83802612440114,81.12123782559263,52.23866407629518,model C,kappa,v1.5,1.8217053885299026,-1.8521278824862075,0.6472397398357828,-0.6969296398629964,80.0,23.0,18.922366452382505
36,Thumpvator Botberg,64.0,58.76588156228289,62.843426829678506,66.68051947388585,70.28174650144025,73.65169491887697,76.79495173273133,79.71610394953862,82.41973857583412,84.91044261815313,87.19280308303095,89.27140697700288,91.15084130660424,92.83569307837027,94.33054929883632,95.63999697453765,96.76862311200958,97.72101471778737,98.50175879840634,99.11544236040181,99.56665241030905,99.85997595466334,100.0,99.99131155285431,99.8384976197616,99.54614520725711,99.11884132187619,98.56117297015408,97.87772715862614,97.07309089382761,96.15185118229384,95.11859503056009,93.97790944516166,92.73438143263382,91.39259799951192,89.95714615233123,88.43261289762704,86.82358524193464,85.13465019178936,83.37039475372644,81.53540593428121,79.63427073998899,77.67157617738503,75.65190925300467,73.57985697338317,71.46000634505585,69.29694437455795,67.0952580684249,64.8595344331918,62.594360475394076,60.30432320156706,57.99400961824595,55.66800673196604,53.33090154926272,50.98728107667125,48.64173232072686,46.29884228796489,43.963197984920676,41.63938641812943,39.33199459412648,37.04560951944721,34.78481820062677,32.55420764420058,30.35836485670386,28.201876844671926,26.089330614640087,24.02531317314365,22.014411526717844,20.06121268189802,18.170303645219487,16.3462714232175,14.593703022427365,12.917185449384439,11.321305710623902,9.810650812681184,8.389807762091408,7.063363565390035,5.835905229112312,4.712019759793514,3.696294163968917,2.7933154481738645,2.007670618943614,1.3439466828134587,0.8067306463187343,0.40060951599474187,0.1301702983767826,0.0,0.014685627399931697,0.1788141871116861,0.49697268567070446,0.9737481296120777,1.6137275254713084,2.4214978797836366,3.40164619908431,4.558759489908579,5.897424758791883,7.422229012269479,9.137759256876496,11.048602499148442,13.15934574562056,15.474576002828147,-92.74292855778066,model E,alpha,windows 2000,1.074793323087974,-1.1214209899973173,0.02565974065808707,-0.011623720038149848,71.0,19.0,11.724192645676794
37,Pushwaller Botski,61.0,47.5863515805116,50.22503631652402,52.60863154874208,54.745313283335825,56.64319011149088,58.31030320940843,59.75462633830535,60.984065844414026,62.006460658982554,62.82958229827451,63.46113486356918,63.9087550411614,64.1800121023616,64.2824079034959,64.2233768859059,64.01028607594891,63.65043508499776,63.15105610944094,62.51931393068255,61.762305915142235,60.88706201425529,59.900544764472606,58.809649287260704,57.62120328910167,56.34196706149316,54.978633480948545,53.537828008996705,52.02610869218216,50.44996616206503,48.815823635221015,47.13003691324149,45.39889438273335,43.62861701531916,41.82535836763701,39.99520458134068,38.144174383099525,36.278219084598454,34.403222582538085,32.52500135863453,30.649304479619566,28.781813597240564,26.92814294826052,25.093839354457952,23.28438222262709,21.505183544577708,19.7615878971352,18.058872442140526,16.40224692645031,14.796853681936742,13.247767625487686,11.75999625900647,10.33847966941213,8.988090528639304,7.713634093638208,6.519848206374687,5.411403293830088,4.392902368001548,3.4688810259016454,2.6438074495586554,1.922082406016411,1.308039247334352,0.8059439105875541,0.41999491786662063,0.15432337627788753,0.012992977943212655,0.0,0.11927330460140365,0.3746743389160878,0.7699971351282748,1.308968310437979,1.9952470670605813,2.832425192227098,3.824027058184488,4.973509622194835,6.284262426536181,7.759607598501839,9.402799850401172,11.21702647955873,13.205407368315022,15.370994984025756,17.71677437906263,20.245663190812657,22.96051164167869,25.864102539078893,28.959151275447446,32.24830582823385,35.73414675990325,39.419187217936106,43.30587293482927,47.396582228094566,51.69362600025925,56.19924773886695,60.91562351647614,65.84486199066146,70.98900440401243,76.35002458413528,81.92982894365059,87.7302564801957,93.75307877642294,100.0,-95.97130662538245,model E,alpha,windows 2000,1.1171413058686854,-1.1493132386261975,0.04714261118833199,-0.047644402653521864,65.0,9.0,23.09145253379016
38,Waterhauler Botsky II,79.0,81.74873372114682,83.41912394658928,84.97367330526791,86.41124196290674,87.73084777631725,88.93166629339834,90.01303075313636,90.97443208560514,91.81551891196587,92.53609754446725,93.13613198644542,93.61574393232395,93.97521276761383,94.21497556891352,94.33562710390892,94.33791983137337,94.22276390116764,93.99122715423997,93.64453512262601,93.18407102944889,92.61137578891915,91.92814800633481,91.13624397808127,90.23767769163145,89.23462082554563,88.12940274947162,86.92451052414462,85.62258890138726,84.22644032410966,82.73902492630937,81.16346053307133,79.503022660568,77.76114451605925,75.94141699789236,74.04758869550211,72.08356588941066,70.0534125512277,67.96135034365028,65.81175862046292,63.60917442653763,61.358292497833766,59.0639652613982,56.731202835365245,54.365173028956626,51.97120134248151,49.55477096733654,47.12152278600577,44.677255372060756,42.227924990160396,39.77964559605111,37.3386888365667,34.91148404962851,32.50461826424524,30.124836200513027,27.779040269615546,25.474290573823755,23.217804906496223,21.016958752078864,18.87928528610509,16.81247537519569,14.824377577058929,12.922998140490535,11.11650100537368,9.413207802678897,7.821597854464294,6.350308173875306,5.00813346514488,3.804026123593364,2.747096235628587,1.846611578745793,1.1119976215276817,0.5528375236443789,0.1788721358534819,0.0,0.026277349016427434,0.2679181069226279,0.7352938888259641,1.438934000921327,2.3895254404908037,3.59791289590424,5.075098746618607,6.832243063178545,8.880663607216082,11.231835831450557,13.897392879689049,16.88912558682571,20.218982478842495,23.89906977280844,27.941651376880337,32.3591488903024,37.16414160340592,42.36936649761011,47.987718245421256,54.03224921043337,60.51616944732763,67.45284670187294,74.85580641092551,82.73873170242886,91.11546339541427,100.0,71.42030979827959,model D,beta,v1.0,1.5240113757411458,-1.4961673156690738,0.37583481881448283,-0.3233797898967271,86.0,42.0,-0.5157314916657754
39,Excawaller Botberg,84.0,55.8382119070583,56.77142760308945,57.56338631743926,58.21814935143779,58.73977800641514,59.13233358370138,59.399877384626585,59.54647071052087,59.57617486271428,59.493051142536935,59.30116085131889,59.00456529039022,58.60732576108104,58.11350356472141,57.52716000264142,56.85235637617113,56.093153986640665,55.25361413538007,54.33779812371945,53.349767252988876,52.293582824518424,51.17330613963821,49.99299849967827,48.75672120596871,47.46853555983962,46.13250286262107,44.75268441564314,43.33314152023593,41.8779354777295,40.391127589453944,38.876779156739346,37.338951480915796,35.78170586331335,34.209103605262115,32.62520600809217,31.034074373133585,29.439770001716447,27.846354195170854,26.25788825482686,24.67843348201457,23.112051178064057,21.562802644305414,20.0347491820687,18.531952092684026,17.058472677481458,15.618372237791089,14.215712074942985,12.854553490267264,11.538957785093954,10.272986260753155,9.060700218574981,7.9061609598894815,6.8134297860267505,5.786567998316892,4.829636898089938,3.94669778667601,3.1418119654051933,2.419040735607547,1.7824453986131477,1.2360872557521074,0.7840276083545036,0.4303277577504215,0.17904900526991982,0.034252652243084096,0.0,0.08035234987076229,0.27937100318543845,0.6011172612741233,1.049652425466948,1.629037797093898,2.3433346774850863,3.1966043679706173,4.192908169880558,5.336307384545003,6.630863313294083,8.080637257457775,9.689690518366202,11.462084397349468,13.401880195737656,15.513139214860827,17.799922756049067,20.26629212063252,22.916308609941183,25.754033525305147,28.783528168054517,32.00885383951938,35.43407184102983,39.06324347391597,42.90043003950779,46.94969283913543,51.21509317412898,55.700692345818496,60.41055165553407,65.3487324046059,70.51929589436386,75.92630342613813,81.5738163012588,87.46589582105595,93.60660328685967,100.0,25.6441481375213,model D,beta,v1.0,1.4602911089016228,-1.3796216634406122,0.3165177856295,-0.2984072393784284,25.0,55.0,59.96218446646871
40,Pullwidget Botchik,64.0,60.36508782298614,50.29771046134071,41.323061611455756,33.386841676174875,26.435880678967983,20.418138263931333,15.282703695787466,10.979795859885275,7.460763262199937,4.678084029332958,2.585365908512177,1.1373462675917279,0.289892095052066,0.0,0.22579621216857101,0.9265365819172521,2.062606580231704,3.595521298724009,5.487925449632558,7.703593365821951,10.20742900078327,12.96546592863376,15.944867344117103,19.113926062603262,22.442064520088408,25.899834773195206,29.458918499172583,33.09212699589564,36.77340118186599,40.4778115962115,44.18155839868626,47.861971369670854,51.497509910172056,55.06776304182287,58.55344940688296,61.936417268237896,65.19964450939972,68.32723863450697,71.30443676832432,74.11760565624277,76.75424166427956,79.20297077907846,81.45354860790941,83.49686037866879,85.32492093987898,86.93087476068914,88.30899593087442,89.4546881608363,90.36448478160291,91.03604874482822,91.4681726227926,91.66077860840328,91.61491851519324,91.33277377732165,90.81765544957473,90.07400420736434,89.1073903467287,87.92451378433316,86.53320405746841,84.94242032405138,83.16225136262658,81.20391557236343,79.07976097305834,76.80326520513418,74.38903552963968,71.85280882825002,69.21145160326716,66.48295997761876,63.686459694858385,60.842206119168,57.97158423535386,55.097108648848504,52.242423585711684,49.43230289262978,46.69265003691487,44.05049810650478,41.534009809964004,39.17247747648451,36.996323055883565,35.03709811860464,33.327483855717496,31.901291078919108,30.79346022053165,30.04006133350406,29.678294091412184,29.746487788457,30.284101339466524,31.331723279895556,32.931071765823404,35.12499457395887,37.957469101634025,41.47360236680731,45.719631008067054,50.742921284622945,56.591969076315976,63.31639988360831,70.96696882759201,79.59556064998608,89.25518971313183,100.0,24.47151696463827,model C,kappa,v1.5,1.8874981729974232,-1.8767919722836155,0.634667120575851,-0.6022886854990889,33.0,73.0,18.118827147492375
41,Stonewaller Botsky,62.0,17.75602881780821,12.878535234506504,8.868311031484224,5.671728518210271,3.236616043074288,1.51224737842467,0.4493311056065821,0.0,0.11780041605770038,0.7576816723433067,1.8759854365692967,3.4304351106350257,5.380125215664754,7.6855107770456605,10.308396709465859,13.211927201952406,16.36057510290939,19.72013130515583,23.25769413096385,26.941658717096566,30.74170639984615,34.62879410007184,38.575143708238116,42.55423146945236,46.54077736850329,50.510734514898694,54.44127852790358,58.310796921578145,62.09887848981579,65.7863026913813,69.35502903494847,72.78818646413863,76.07006274255839,79.18609383883756,82.12285331166734,84.86804169483841,87.41047588227862,89.74007851309153,91.84786735659387,93.72594469735405,95.36748672022973,96.76673289540628,97.91897536343426,98.82054832026824,99.46881740230401,99.86216907141696,100.0,99.88270645600214,99.51167368796541,98.88926531006368,98.01881268714098,96.9046043197483,95.5518752291828,93.96679634252538,92.15646387767859,90.12888872840456,87.89298584936355,85.45856364115146,82.83631333533843,80.03779837950572,77.07544382228497,73.96252569839591,70.71316041368388,67.34229413015802,63.865692151029684,60.29992830575001,56.66237433504892,52.971189275971,49.245308846916345,45.50443483267552,41.769024469470594,38.06027982999183,34.40013720843364,30.811256505537248,27.317010613623577,23.941474801636133,20.709416100174423,17.64628268653609,14.778193269751494,12.131926475623619,9.734910231766948,7.615211152643154,5.801523924599803,4.323160690910443,3.210040436808263,2.4926783745312804,2.2021753283509042,2.370207119618558,3.0290139517991683,4.211389795508943,5.950671773555638,8.280729545976852,11.235954695073252,14.851250110453911,19.162019374067864,24.204156145245065,30.01403354573617,36.62849354474449,44.0848363439727,52.4208097626533,68.58033581529924,model D,beta,v1.0,1.6205475105403826,-1.5737133144088251,0.22617592590285346,-0.17473964756765842,92.0,47.0,-13.450700192261678
42,Firelift Botchik,85.0,100.0,96.13785053644564,92.71408131867456,89.70509497975122,87.08743264476203,84.83780928280287,82.9331480417128,81.35061356555413,80.06764429483836,79.06198374949854,78.31171079460776,77.79526888884385,77.49149431570015,77.37964339744259,77.43941869181293,77.65099417147819,77.99503938622608,78.45274260790704,79.00583295812199,79.63660151865656,80.32792142466145,81.0632669405789,81.82673151881542,82.60304484116071,83.37758884295265,84.13641271998864,84.86624691818307,85.55451610597086,86.18935112945736,86.75959995031425,87.25483756642195,87.66537491525767,87.9822667600303,88.19731855856088,88.30309231490978,88.29291141374954,88.16086443748452,87.90180796611592,87.51136835985409,86.98594252447562,86.32269765942807,85.51956998867986,84.57526247431669,83.48924151288419,82.26173261447677,80.89371506457249,79.38691556861416,77.74380087933702,75.96756940684178,74.06214181141476,72.03215057909344,69.88292857997882,67.62049660929357,65.25154991118647,62.783443685283046,60.22417757598239,57.582379144500464,54.86728632365882,52.08872885542011,49.25710871116984,46.38337949474424,43.47902482820365,40.55603572035311,37.62688691800838,34.704512240009265,31.8022788939767,28.933960775819095,26.113710751982833,23.35603192444909,20.675747878478266,18.087971913098503,15.608075254342193,13.251654251227835,11.034496554487895,8.972546278043163,7.081868143224089,5.378610605736657,3.87896796537517,2.599141458481798,1.5552993331522205,0.7635359071864614,0.23982960878638176,0.0,0.05966378291101304,0.4341897885762399,1.138652948706631,2.1877872500953415,3.595937671795002,5.377011105036683,7.544426255896476,10.111062530711402,13.089207904235447,16.490505770549092,20.325900776707563,24.60558363914133,29.33893494279925,34.53446792304026,40.19977023026689,46.34144467731261,52.9650489695672,18.81287167292058,model B,zeta,v0.5,1.4313538587199057,-1.495078064037708,-0.005189226436550121,-0.04879799827579081,28.0,90.0,-5.7792778337115465
43,Pullhauler Boterson,48.0,85.68467441920208,87.6494238013496,89.45615477579257,91.10802342529489,92.60818583262038,93.95979808053296,95.1660162517965,96.22999642917485,97.15489469543189,97.94386713333152,98.60006982563758,99.12665885511394,99.52679030452451,99.80362025663312,99.96030479420367,100.0,99.92586195678601,99.74104674732558,99.44871045438254,99.05200916072081,98.55409894910426,97.9581359022967,97.26727610306207,96.48467563416425,95.61349057836703,94.65687701843436,93.61799103713008,92.49998871721807,91.30602614146221,90.03925939262636,88.70284455347438,87.29993770677017,85.8336949352776,84.30727232176052,82.72382594898279,81.08651189970836,79.39848625670102,77.66290510272466,75.8829245205432,74.06170059292046,72.20238940262031,70.30814703240665,68.38212956504336,66.42749308329428,64.44739366992331,62.4449874076943,60.42343037937113,58.38587866771767,56.33548835549783,54.27541552547541,52.208816260414345,50.13884664307846,48.0686627562317,46.00142068263782,43.94027650506083,41.888386306264486,39.84890616901273,37.82499217606941,35.8198004101984,33.83648695416356,31.87820789072879,29.94811930265794,28.04937727271489,26.18513788366351,24.358557218267674,22.57279135929125,20.830996389498114,19.136328391652142,17.4919434485172,15.900997642857199,14.366647057435934,12.892047775017328,11.480355878365279,10.134727450243574,8.85831857341615,7.654285330646887,6.525783804699606,5.475970078338214,4.508000234326604,3.625030355428597,2.8302165244081143,2.1267148240290483,1.51768133705515,1.0062721462503974,0.5956433343786404,0.28895098420374327,0.08935117848955608,0.0,0.024053531498925064,0.16466785575019555,0.42499905551768985,0.808203213565244,1.3174364126568074,1.9558547355562017,2.7266142650273197,3.6328710838340115,4.677781274740212,5.864500920509701,7.196186103906384,8.675992907694141,91.91461272504006,model E,alpha,windows 2000,1.1318072211773154,-1.1816626185759413,0.04724950062327918,-0.03873149781840289,40.0,8.0,34.83051480002531
44,Pullwaller Botberg,31.0,62.95639209440503,66.12348708285109,69.16105651258547,72.06638956488096,74.83697536401269,77.47050297725806,79.96486141489692,82.31813963021135,84.52862651948584,86.5948109220072,88.51538162006453,90.28922733894936,91.91543674695548,93.39329845537905,94.72230101851858,95.90213293367489,96.93268264115116,97.81403852425288,98.54648890928792,99.13052206556645,99.56682620540103,99.85628948410647,100.0,99.99924579440116,99.85551485163184,99.57049509901623,99.14607440688089,98.58434058855471,97.88758140036896,97.05828454165716,96.09913765475524,95.01302832500146,93.80304408073634,92.4724723933029,91.02480067704631,89.4637162893142,87.79310653045657,86.01705864382559,84.13985981577596,82.16599717566457,80.10015779585073,77.94722869169613,75.71229682156462,73.40064908682258,71.01777233183866,68.56935334398379,66.06127885363138,63.49963553415697,60.89071000193865,58.24098881635672,55.55715847979384,52.84610543763504,50.114916078267655,47.3708767330814,44.62147367646831,41.87439312582267,39.137521241541265,36.41894412702309,33.72694782866956,31.070018335884352,28.456841581073594,25.896303439645603,23.39748973001112,20.96968621358324,18.622378594777377,16.365252521011275,14.208193582705023,12.161287313280983,10.234819189163979,8.439274629781139,6.785338997561821,5.283897597937882,3.946035679343395,2.7830384332147555,1.806390993990861,1.0277784391128304,0.45908578902408204,0.11239800717038169,0.0,0.13437661696333034,0.5282126505131532,1.1943928361047538,2.146001852195598,3.396324320245404,4.9588448047165485,6.847247813073297,9.075417795782647,11.65743914631388,14.607596201138378,17.940373239729944,21.670454484564996,25.81272410112197,30.382266197881684,35.394364826327354,40.8645039809447,46.80836759922151,53.24183956164802,60.18100369171678,67.64214375592266,75.64174346376306,-21.10931503278259,model B,zeta,v0.5,1.2063441916291286,-1.2102346080947524,0.125349129247308,-0.16125438471095252,57.0,39.0,32.623696140733436
45,Pullpulverizer Botchik,85.0,51.46857249747953,42.50543214155434,34.544946831739374,27.539373227141123,21.44180243326052,16.206165510530468,11.787238982853204,8.140650346137795,5.22288357683755,2.991284640487484,1.4040670002417233,0.42031712541097804,0.0,0.10396463124494372,0.6939495581509161,1.7325883600293395,3.1834151650354228,5.010870158705593,7.180305092494926,9.657988792314622,12.411112667069418,15.40779621719503,18.61709254319564,22.008993854181302,25.554436976405242,29.225308861801697,32.994452096522814,36.83567040947654,40.72373418086388,44.63438595071632,48.544345927433355,52.431317496319885,56.27399272812346,60.052057887572154,63.74619894191176,67.33810706944293,70.81048416805939,74.14704836378444,77.33253951930917,80.35272474252952,83.1944038950838,85.84541510089008,88.29464025468371,90.53201053055496,92.5485118904856,94.33619059288793,95.8881587011403,97.19859959212613,98.26277346477059,99.07702284857804,99.63877811216972,99.94656297182128,100.0,99.79981613390171,99.34784818398951,98.64704834252997,97.70148969213146,96.51637171428116,95.09802579788223,93.45392074779214,91.59266829335911,89.52402859696,87.25891576253771,84.8094033441392,82.18872985445171,79.41130427334113,76.49271155638948,73.44971814343158,70.3002774670936,67.06353546132928,63.7598360699581,60.410726755202035,57.03896400622537,53.66851884766801,50.324582348186986,47.03357112899167,43.82313287238065,40.722151830281774,37.76075433278742,34.97031429669199,32.38345873402981,30.034073260614246,27.957307604572435,26.18958111488358,24.768588269916982,23.733304185968553,23.1239901258013,22.982199007177346,23.350780911399745,24.273888591848134,25.79698298251702,27.966838706552515,30.831549584790157,34.4405341442933,38.8445411268867,44.095654997698205,50.247301453697006,57.35425293222403,65.47263411953989,74.65992745935125,50.73955954549248,model C,kappa,v1.5,1.8718914536724478,-1.6912417887105915,0.30113038246930296,-0.31617802606773254,79.0,22.0,18.734928460209417
46,Pushwaller Botsky,30.0,25.083436604605897,34.34210344189423,42.86328300971496,50.67444661106328,57.80263402256467,64.27445349447486,70.11608175067991,75.35326398869617,80.01131387967025,84.115113568379,87.68911367322966,90.75733328625972,93.34335997313687,95.47034977315923,97.16102719925503,98.437685237983,99.32218534953198,99.83595746772114,100.0,99.83487982744826,99.36073230477601,98.59726126032356,97.56373899606156,96.27900628759085,94.76147238414266,93.02911500857843,91.09948035738992,88.98968310069924,86.7164063822586,84.29590181945072,81.74398950328843,79.07605799841497,76.30706434310382,73.45153404925865,70.52356110241352,67.53680796173283,64.50450556001121,61.439453303673396,58.35401907277473,55.260139221000635,52.16931857566697,49.09263043771953,46.04071658173477,43.02378725591943,40.05162118211015,37.1335655557744,34.27853604600941,31.4950167955431,28.791060420733356,26.174288011568702,23.65188913166766,21.230621818279037,18.916812582282024,16.716356408186318,14.634716754131356,12.676925551887408,10.84758320685482,9.15085859806398,7.590489078175912,6.169780473481811,4.891607083903281,3.7584116829918455,2.7722055179295566,1.9345683095287443,1.2466482522322921,0.7091620141129873,0.32239473687362546,0.08620003584795029,0.0,0.0627851919235644,0.2731146478426952,0.6291158776124411,1.1284848647174268,1.768486066272992,2.5459524130244766,3.4572853093476392,4.498454633248695,5.664998736364137,6.9520244439598144,8.354207054933099,9.865790341811518,11.48058655075174,13.191976401542355,14.99290908760092,16.87590227597561,18.833042107345726,20.855983196019505,22.93594862993613,25.063729970665268,27.229687253407036,29.42374898699115,31.635412153877386,33.85374221015711,36.067373085551054,38.264507183410615,40.43291538071651,42.559937028080874,44.63247994974598,46.63702044358457,48.559603281097665,65.69843796762399,model D,beta,v1.0,1.6959086012161007,-1.6811868920149842,0.5336410332886756,-0.5283720482167409,34.0,56.0,44.831226949043696
47,Fireminer Botson,54.0,42.82656829812312,48.59156754539405,54.005517288873364,59.075807636309506,63.80982869545091,68.21497057404602,72.29862337984329,76.06817722059115,79.53102220403807,82.6945484379324,85.5661460300227,88.1532050880573,90.46311571978472,92.50326803295339,94.28105213531171,95.80385813460819,97.07907613859118,98.11409625500916,98.91630859161062,99.49310325614394,99.8518703563576,100.0,99.9448822948196,99.69390734856484,99.25446526898418,98.63394616382601,97.83974014083884,96.87923730777108,95.75982777237112,94.4889016423875,93.07384902556856,91.52206002966282,89.84092476241867,88.03783333158461,86.12017584490901,84.09534241014033,81.97072313502704,79.75370812731755,77.45168749476032,75.0720513451038,72.62218978609638,70.10949292548658,67.54135087102277,64.92515373045342,62.26829161152693,59.57815462199182,56.862132869596515,54.1276164620894,51.381995507218946,48.63266011273357,45.88700038638172,43.15240643591194,40.4362683690725,37.745976293612024,35.08892031727876,32.472490547821295,29.90407709298799,27.39107006052735,24.94085955818775,22.56083569371765,20.25838857486547,18.04090830937972,15.915785005008779,13.890408769501148,11.972169710605202,10.16845793606946,8.486663553642213,6.934176671072115,5.518387396107397,4.246685836496572,3.126462099988217,2.165106294330631,1.37000852727226,0.7485589065615434,0.3081475399469894,0.056164535176974666,0.0,0.14704404216444195,0.5046867694186693,1.0803182895113383,1.8813287101907477,2.915108139205414,4.1890466843036895,5.710534453234031,7.486961553744945,9.5257180935848,11.834194180502035,14.419779922244997,17.28986542656248,20.451840801202575,23.913096153913894,27.6810215924448,31.763007224543806,36.166443157959286,40.898719500439654,45.96722635973346,51.37935384358905,57.14249205975478,63.264031115979336,69.75136112001101,-25.983825640890657,model B,zeta,v0.5,1.3051479700011266,-1.3632197795679444,-0.03395478129872917,0.08211156932734498,23.0,94.0,7.750821033335299
48,Pushdigger Botsky I,72.0,76.28674984424906,68.56938977528146,61.786478129170966,55.88726488101482,50.82211436121084,46.542505255457385,43.00103060475324,40.15139780539778,37.94842860899087,36.34805912243287,35.307339807924706,34.784435482967766,34.73862532036399,35.130302848215806,35.920975949926174,37.07326686419856,38.550912185036964,40.318762861745874,42.3427841989303,44.59005585649581,47.0287718496484,49.62824054889466,52.35888468004162,55.192241324196935,58.100961917768736,61.05881225246551,64.04067247529652,67.02253708857134,69.9815149499002,72.89582927219371,75.7448176236632,78.50893192782019,81.169738463477,83.7099178647464,86.11326512104156,88.36468957707645,90.45021493286511,92.35697924372246,94.07323492026387,95.5883487284051,96.89280178936241,97.97818957965279,98.83722193109362,99.46372303080268,99.85263142119854,100.0,99.90299602022644,99.5599010901979,98.97011117353493,98.13413658915856,97.05360201128993,95.7312464694513,94.17092334846538,92.37760038845478,90.3573596848433,88.1173976883551,85.66602520501453,83.0126673961469,80.16786377837771,77.14326822363314,73.95164895913993,70.60688856742492,67.12398398631623,63.51904650894181,59.8093017837303,56.01308981441092,52.149864960013794,48.24019593486873,44.305765808606424,40.36937200615864,36.45492630775682,32.58745484893338,28.793098120521076,25.09911096865356,21.53386259476431,18.126836555587506,14.908630763158673,11.910957484813128,9.166643343186193,6.70962931621472,4.574970737135795,2.7988372944868014,1.4185130321047132,0.4723963491302062,0.0,0.04195109445528812,0.6399910975344597,1.8369758295804894,3.676875466231803,6.204774538431469,9.466871932422109,13.510480889744356,18.38402900724337,24.137058237061442,30.820224886643505,38.48529961873321,47.185167451377616,56.97382775792072,67.90639426700945,80.0390950625907,7.838035802933078,model D,beta,v1.0,1.631864908104811,-1.6883775001890677,0.24953926720529535,-0.23450301865844467,84.0,78.0,-85.15234756402299
49,Excaborer Botson,30.0,72.85941020183616,76.19206558424908,79.2815889064698,82.13320282803255,84.75213000847154,87.14359310732104,89.31281478411529,91.26501769838856,93.00542450967507,94.53925787750906,95.87174046142479,97.0080949209565,97.95354391563845,98.71331010500484,99.29261614858996,99.69668470592802,99.93073843655328,100.0,99.90969205580241,99.66503726349475,99.27125828261129,98.73357777268626,98.05721839325385,97.24740280384842,96.30935366400412,95.24829363325522,94.06944537113596,92.77803153718061,91.37927479092342,89.87839779189858,88.28062319964039,86.59117367368309,84.81527187356087,82.95814045880802,81.0250020889588,79.02107942354739,76.95159512210815,74.82177184417517,72.63683224928286,70.40199899696532,68.12249474675686,65.80354215819175,63.450363890804184,61.06818260412844,58.662220957698764,56.23770161104936,53.799847223714515,51.35388045522846,48.905023965125416,46.45850041293972,44.019532458205475,41.59334276045706,39.1851539792286,36.80018877405444,34.443669804468755,32.120819730005834,29.83686121019989,27.597016904585203,25.406509472695976,23.2705615740665,21.194395868231016,19.18323501472367,17.24230167307886,15.376818502830677,13.592008163513583,11.893093314661538,10.285296615809083,8.773840726490157,7.363948306239249,6.06084201459048,4.869744511078179,3.7958784552364824,2.84446650659974,2.0207313247021115,1.3298955690779166,0.7771818992614016,0.367812974786741,0.10701145518816721,0.0,0.052001268756355266,0.2682379209917566,0.6539326162401452,1.2143080140359281,1.9545867739133527,2.8799915554065922,3.9957450180499383,5.307069821377594,6.819188624923863,8.537324088222922,10.466698870809083,12.61253563221659,14.980057031979586,17.574485729632414,20.40104438470917,23.464955656744337,26.771442205272045,30.32572668982653,34.13303176994204,38.19858010515282,42.52759435499316,28.436343197513423,model D,beta,v1.0,1.5861261677954512,-1.549763489272323,0.38349557865553124,-0.412226329108406,70.0,63.0,-37.06462059644393
