id,name,expires,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16,t_17,t_18,t_19,t_20,t_21,t_22,t_23,t_24,t_25,t_26,t_27,t_28,t_29,t_30,t_31,t_32,t_33,t_34,t_35,t_36,t_37,t_38,t_39,t_40,t_41,t_42,t_43,t_44,t_45,t_46,t_47,t_48,t_49,t_50,t_51,t_52,t_53,t_54,t_55,t_56,t_57,t_58,t_59,t_60,t_61,t_62,t_63,t_64,t_65,t_66,t_67,t_68,t_69,t_70,t_71,t_72,t_73,t_74,t_75,t_76,t_77,t_78,t_79,t_80,t_81,t_82,t_83,t_84,t_85,t_86,t_87,t_88,t_89,t_90,t_91,t_92,t_93,t_94,t_95,t_96,t_97,t_98,t_99,t_100,Nanochip Model,Polarity Sinks,Arakyd Vocabulator Model,Axial Piston Model,InfoCore Size,Repulsorlift Motor HP,Astrogation Buffer Length,Sonoreceptors,Cranial Uplink Bandwidth,AutoTerrain Tread Count,Productivity
32,Rockhauler Botski,25.0,0.0,8.722113135224824,16.948315595411017,24.69282479984585,31.969686181541462,38.79277318723496,45.17578727738833,51.13225792618849,56.67554262154727,61.818826865101414,66.5751241722126,70.9572760719674,74.9779521071773,78.64964983437874,81.98469482383301,84.99524065952639,87.69326893917001,90.09058927419997,92.19883928977724,94.02948462478778,95.59381893184235,96.90296387727676,97.96786914115161,98.79931241725248,99.40789941308992,99.80406384989928,99.99806746264088,100.0,99.81977922438676,99.46715091193624,98.9516888525085,98.28279484968829,97.46969872078556,96.52145829683502,95.44695942259625,94.25491595655394,92.95386977091748,91.55219075162132,90.05807679832478,88.47955382441205,86.8244757569923,85.10052453689961,83.31521011869296,81.4758704706563,79.58967157479832,77.66360742685285,75.7045000362785,73.71899942625885,71.7135836337024,69.69455870924246,67.66805871723741,65.64004573577049,63.616309856649856,61.60246918540855,59.60396984130444,57.626085957320605,55.673919680164715,53.752401170269614,51.866288601792895,50.020168162617054,48.21845405434952,46.46538849232291,44.76504170559433,43.12131193694615,41.5379254428854,40.018436493644124,38.566227373179345,37.18450837917292,35.8763178230318,34.644522029887426,33.491815338596574,32.42072010174104,31.43358668562683,30.53259347028565,29.719746849473776,28.99688123067231,28.365659035087454,27.827570697650128,27.383934667016653,27.035897405567606,26.784433389409042,26.63034510837104,26.574263066009806,26.616645779605978,26.75777978016477,26.99777961241664,27.336587834816626,27.773975019545244,28.30953975250759,28.94270863333356,29.672736275378416,30.498705305721668,31.41952636516819,32.43393810824787,33.54050720321545,34.73762833205017,36.023524190456115,37.39624548786357,38.85367094742618,40.39350730602363,model B,0.7793381712816609,alpha,v0.5,0.16431388294875635,0.1955324073252946,0.7196819119893006,-0.6892671907880112,98.0,93.0,-100.0
33,Wallwidget Boterson,89.0,0.0,9.758105776277604,18.884714091722834,27.40138459831638,35.329343993488784,42.68948602012046,49.50237146654165,55.788228166532484,61.56695099932289,66.85810188959269,71.68090980747161,76.05427076853911,79.99674783382461,83.52657110980734,86.66163774841637,89.41951194703067,91.81742494847906,93.87227504104013,95.60062755844241,97.0187148798643,98.14243642993398,98.98735867872955,99.56871514177891,99.90140638005987,100.0,99.87873065347691,99.5515000378178,99.03187689579997,98.33309701565042,97.46806323104612,96.44934542111375,95.28918051043,93.99947246902126,92.59179231236395,91.07737810138426,89.46713494245806,87.77163498741143,86.00111743351998,84.1654885235093,82.27432154555498,80.33685683328227,78.36200176576631,76.358330767532,74.3340853085544,72.29717390425819,70.25517211551794,68.215322548658,66.18453485545274,64.1693857331263,62.176118924352544,60.21064521725561,58.27854244540899,56.385055487836134,54.53509626901082,52.73324375885595,50.983743972744854,49.290509971500484,47.657121861395765,46.086826794153055,44.58253896694523,43.14683962239451,41.781977048573246,40.48986657900353,39.27209059265724,38.1298985139562,37.064206812772156,36.07559900442664,35.16432564969094,34.33030435478638,33.573119771383844,32.89202359660468,32.285934573019176,31.7534384886484,31.29278817696253,30.901903516882268,30.578371432777594,30.319445894468693,30.12204791722526,29.982765561767305,29.89785393426446,29.863235186335974,29.874498515051673,29.926900162930014,30.015363417940794,30.13447861350242,30.27850312848403,30.441361387203585,30.61664485943048,30.797612060382235,30.977188550727437,31.14796693658397,31.30220686951973,31.431835046552454,31.528445210149876,31.583298148229883,31.587321694158334,31.53111072675384,31.40492717028239,31.198699994461887,30.902025214457545,model D,0.8606896589268866,gamma,windows 2000,0.42810812807435833,0.364794127066148,0.5930231476126031,-0.5885197068857524,71.0,10.0,37.638484793302396
34,Wallpulverizer Botson,71.0,27.970242142277975,33.17277901470922,38.093280972198265,42.73566262625957,47.10392123878001,51.202136722018956,55.034471638608174,58.60517120155192,61.9185632742269,64.97905837038223,67.79114965413955,70.35941293999286,72.68850669280869,74.78317202782596,76.64823271065609,78.2885951572829,79.7092484340627,80.91526425772425,81.91179699536872,82.70408366446978,83.29744393287352,83.69728011879847,83.90907719083566,83.93840276794852,83.79090711947292,83.47232316511727,82.98846647496234,82.34523526946134,81.54861041944002,80.60465544609653,79.51951652100144,78.29942246609781,76.95068475370113,75.47969750649938,73.89293749755294,72.19696415029463,70.39841953852984,68.5040283864362,66.52059806856401,64.45501860983588,62.314262685546886,60.10538562136465,57.8355253933291,55.51190262785275,53.141820601720454,50.7326652420896,48.291905126489944,45.82709148282379,43.34585818936583,40.85592177476319,38.36508141803549,35.881218948574784,33.412298846145575,30.966368240884794,28.55155691330195,26.176077294278734,23.84822446506959,21.57637615730111,19.368992752972723,17.23461728445589,15.181875434494863,13.219475536206101,11.356208573078547,9.600948178973821,7.962650638125764,6.4503548851407455,5.073182504997503,3.8403377330473107,2.7611074550139647,1.8448612069934682,1.1010511754546128,0.5392121972382999,0.16896175955822204,0.0,0.04210970652241115,0.3051563174561509,0.7990879215045383,1.5339352577433532,2.519811715620718,3.7669133349574087,5.2855188059464435,7.085989469153506,9.178769315516414,11.574384986345802,14.283445773324441,17.316643618507804,20.68475311432367,24.39863150357227,28.469218679426316,32.90753718543106,37.72469221550406,42.93187161393529,48.540345875387395,54.5614681448953,61.006674217866305,67.88748254008031,75.21549420768982,83.00239296721918,91.25994521556622,100.0,model B,0.6909913035420792,gamma,v0.5,0.29354755652237163,0.23255521511223617,0.6316489015998628,-0.6438052311780356,79.0,88.0,-100.0
35,Pullwalker Botchik,85.0,0.0,7.320914369786129,14.161604064727792,20.542908041866966,26.485234440927396,32.00856058431461,37.1324329771159,41.87596730710036,46.25784844471883,50.296330443103955,54.00923653807015,57.413959148113555,60.527459874412195,63.36626950082576,65.9464879938958,68.28378450284556,70.39339735958016,72.29013407868642,73.98837135743295,75.50205507577017,76.84470029633023,78.02939126442712,79.06878140805654,79.97509333789598,80.76011884730474,81.43521891232388,82.01132369167622,82.49893252676641,82.90811394168077,83.24850564318753,83.52931452073659,83.75931664645968,83.94685727517029,84.09985084436367,84.22578097421693,84.33170046758882,84.42423131002,84.50956466973281,84.59346089763139,84.68124952730173,84.77782927501147,84.88766803971014,85.01480290302894,85.16284012928097,85.33495516546105,85.5338926412457,85.76196636899331,86.02105934374408,86.31262374321986,86.6376809278244,86.99682144064317,87.3902050074433,87.81756053667398,88.27818611946593,88.77094902963175,89.29428572366575,89.84620184074419,90.42427220272482,91.0256408141473,91.64702086223336,92.28469471688601,92.93451393069024,93.59189923891302,94.25184055950278,94.90889699308984,95.55719682298644,96.19043751518637,96.80188571836548,97.38437726388096,97.93031716577221,98.43167962076028,98.88000800824773,99.26641489031931,99.58158201174149,99.81576029996198,99.95876986511092,100.0,99.92840918012261,99.73252506365363,99.40044449145074,98.91983348705226,98.27792725667891,97.46153018923283,96.45701585629797,95.25032701214093,93.82697559370853,92.17204272063088,90.27017869521873,88.10560300246507,85.66210431004492,82.92304046831457,79.87133851031253,76.48949465175868,72.75957429105516,68.6632120092853,64.18161157021486,59.295545920290984,53.985357188642325,48.230956687079704,42.01182491009589,model B,0.7542736344056615,gamma,v0.5,0.26933577449711177,0.3869529220850977,0.5381751450736026,-0.5501367975186247,80.0,81.0,-89.67832995420268
36,Stonewaller Botberg II,63.0,38.2700283280197,33.01924562410334,28.577381579186863,24.89815773386884,21.93632839534969,19.6476806374317,17.989034300519037,16.918241991617712,16.394189084335604,16.37679371888246,16.8270068020699,17.706812007311385,18.97922577462225,20.608297310619726,22.559108588522843,24.79777434815256,27.29144209593165,30.00829210488478,32.91753741463847,35.989423831421114,39.19522992806297,42.50726704399613,45.89887928525461,49.344443524474194,52.81936940089265,56.3000993203495,59.764108455286205,63.189904744746094,66.5570288943743,69.84605437641778,73.03858742972555,76.11726705974827,79.06576503853861,81.86878590475104,84.51206696364196,86.98237828706952,89.26752271349375,91.3563358479766,93.23868606218205,94.90547449437557,96.34863504942483,97.56113439879903,98.53697198056966,99.27117999940972,99.75982342659414,100.0,99.98984022410579,99.72850736999213,99.21619747534154,98.45413934443842,97.44459454816855,96.19085742402049,94.69725507608368,92.96914737505027,91.01292695821341,88.83601922946904,86.44688235931459,83.8550072848489,81.07091770977321,78.10617010439024,74.9733537056055,71.68609051692486,68.25903530845714,64.70787561691307,61.04933174560468,57.301156764445885,53.48213650995284,49.612089585243766,45.711867360037836,41.80335397065659,37.90946632002407,34.05415407766565,30.262399679707542,26.560218328879397,22.97465799451284,19.533799412539647,16.2667560854944,13.203674282514028,10.37573303933718,7.815144158302928,5.555152208354608,3.6300345250361463,2.0751012104926874,0.9266951334721057,0.22219192932408288,0.0,0.2995605140527442,1.161347406637842,2.6268673795127877,4.738659901035981,7.540297206167747,11.076384296470996,15.39255894011089,20.535491671852608,26.552885793064924,33.49347737171787,41.40703524238341,50.34436100623469,60.35728903104849,71.49868645120188,model B,0.8510467132228752,gamma,windows 2000,0.4698376119032432,0.4908031203876461,0.7309250032592021,-0.7384952944128019,67.0,50.0,10.299005915733218
37,Pulldigger Botchik II,33.0,0.0,6.607673734586456,12.93516933796365,18.988184441147258,24.77238127431953,30.29338666682928,35.55679204719187,40.56815344308925,45.33299148136993,49.856791388048975,54.14500298830802,58.203040706495266,62.036283566125505,65.65007518988003,69.04972379960677,72.24050221632018,75.22764786020129,78.0163627505977,80.61181350602355,83.01913134415958,85.24341208185308,87.28971613511791,89.1630685191345,90.8684588482498,92.4108413359774,93.79513479499741,95.02622263715651,96.10895287346794,97.04813811411152,97.84855556843364,98.51494704494722,99.05201895133183,99.46444229443345,99.75685268026479,99.93385031400504,100.0,99.95983114176192,99.8178377419698,99.57847840246907,99.24617632427174,98.82531930755648,98.32025975166836,97.73531465511914,97.07476561558715,96.34285882991723,95.54380509412083,94.68177980337586,93.76092295202697,92.78533913358524,91.75909754072839,90.68623196530066,89.57074079831276,88.41658702994226,87.2276982495329,86.00796664559542,84.7612490058067,83.49136671701058,82.20210576521711,80.89721673560304,79.58041481251189,78.25537977945348,76.92575601910418,75.59515251330724,74.26714284307202,72.94526518857485,71.63302232915841,70.33388164333208,69.05127510877158,67.78859930231938,66.54921539998462,65.33644917694272,64.15359100753575,63.00389586527256,61.890583322828284,60.816837552044824,59.785807323930506,58.80060600866036,57.864311575575854,56.979966593185004,56.15057822916264,55.37911825034973,54.668523022754336,54.02169351155054,53.44149528107947,52.930758494848504,52.49227791553154,52.12881290496946,51.84308742416926,51.63779003330463,51.51557389171615,51.479056757910335,51.53082098956081,51.67341354350751,51.90934597575721,52.24109444148276,52.67109969502398,53.20176708988703,53.83546657874497,54.574532713436895,55.421264644969106,model D,1.1981840027323567,zeta,v2.0,0.6715688777702854,0.5994529395735296,0.7637861489252056,-0.7987749425279265,34.0,33.0,53.79975923757449
38,Rockwalker Boterson,39.0,76.65989882806447,64.46925168477041,53.54424241891317,43.82327094099808,35.2459944511482,27.753327439104346,21.28744168422509,15.791766255486733,11.210987511483339,7.491049100426703,4.579151960146366,2.4237543180896193,0.9745716913214936,0.1825768865247675,0.0,0.38032841766540476,1.2783068150570307,2.6499371573286536,4.452478699251749,6.644447985215611,9.185618849227186,12.037022414911222,15.160947095510263,18.52093859388449,22.081799902511964,25.809591303488272,29.67163036852693,33.636491958959276,37.67400822573408,41.755268609418174,45.852619840196,49.93966593786961,53.99126821185918,57.983545261202295,61.8938729745544,65.70088453018852,69.3844703959957,72.92577832948473,76.3072133777819,79.5124378776313,82.52637145539492,85.3351910270525,87.92633079820114,90.28848226405637,92.41159420945075,94.28687270883493,95.9067811262776,97.26504011546466,98.35662761969984,99.17777887190499,99.72598639461945,100.0,99.99982678982217,99.72673115547784,99.1832347779778,98.3731166279498,97.30141296563978,95.97441734091139,94.39968059324626,92.58601085174266,90.54347353511804,88.28339135170695,85.81834429946113,83.16216966595178,80.32996202836523,77.3380732535076,74.20411249780304,70.94694620729108,67.58669811763185,64.14474925410113,60.64373793159265,57.10755975461987,53.561367617311426,50.031571703415125,46.54583948629635,43.13309572893795,39.82352248394047,36.64855909352325,33.64090218952128,30.834505693389413,28.264580816198837,25.96759605863916,23.981277211017964,22.344607353259633,21.097826854907048,20.282433375121396,19.94118186267973,20.118084555978147,20.8584109830315,22.20868796147023,24.21669959854289,26.93148729111841,30.403349725679004,34.68384287832932,39.82578001478807,45.8832316903927,52.9115257501001,60.96724732848432,70.10823884973367,80.39360002766006,model B,0.8290409789461504,gamma,v0.5,0.3479464453807016,0.2611968085637442,0.7611640381993234,-0.8060061627431143,73.0,48.0,8.165210934973587
39,Waterlift Botchik,31.0,0.0,0.8493651236681163,1.9843994223643895,3.384400711618337,5.029154111358894,6.898932045914423,8.97449424401269,11.237087738780884,13.668446867745624,16.25079327283293,18.96683590036825,21.79977100107644,24.73328213008179,27.751540146907992,30.839203215478168,33.98141680411486,37.16381368553999,40.37251393687497,43.59412493964056,46.815741379756986,50.02494524754386,53.209805837720225,56.358879749404565,59.46121088611471,62.50633045576801,65.48425697068116,68.38549624757029,71.20104140755093,73.9223728761381,76.54145838324612,79.05075296318887,81.4431989546795,83.71222600083074,85.85175104915454,87.85617835156249,89.72039946436537,91.4397932482736,93.01022586839682,94.42805079424429,95.69010879972444,96.79372796314532,97.73672366721436,98.51739859903837,99.13454275012356,99.58743341637563,99.8758351980996,100.0,99.96066703118076,99.75906280514518,99.39690113979601,98.87638315743536,98.2001972847649,97.37151925288558,96.39401209729795,95.27182615790156,94.00959907899596,92.61245580927967,91.08600860185085,89.43635701420692,87.6700879082449,85.79427545026114,83.81648111095124,81.74475366541061,79.58762919313372,77.35413107801456,75.05377000834663,72.69654397682274,70.29293828053521,67.85392552097575,65.3909656040354,62.91600574000484,60.441480443573624,57.98031153383143,55.54590813426713,53.152166672768594,50.8134708816239,48.544691797519505,46.361187761542325,44.278804419177995,42.31387472031179,40.48321891922854,38.804144574612245,37.29444654954659,35.97240701151451,34.85679543239827,33.96686858847979,33.32237056044015,32.94353273335998,32.85107379671962,33.06619974439807,33.61060387467455,34.50646679022735,35.776456398134194,37.44372790987189,39.5319238413175,42.065174012746674,45.06809554883477,48.56579287865701,52.583857735687204,57.14836915779903,model A,1.1620246711604707,kappa,v1.0,0.8225530607155377,0.7282597037365013,0.8357075212624693,-0.8506474778850159,41.0,45.0,53.79975923757449
40,Pulldigger Botberg,71.0,15.600266889971987,17.575655430001593,19.665017840134418,21.852711595548357,24.123569539290944,26.462899882279334,28.856486203300307,31.29058744901029,33.7519379339353,36.22774734047104,38.70570071888276,41.17395848730543,43.62115643174357,46.03640570607137,48.409292832032634,50.72987969924081,52.98870356517893,55.17677705519971,57.28558816252547,59.30710024824813,61.23375204132928,63.05845763860012,64.77460650476146,66.37606347238379,67.85716874190719,69.21273788164132,70.43806182776558,71.52890688432892,72.48151472324992,73.29260238431678,73.95936227518742,74.47946217138927,74.85104521631942,75.07272992124466,75.14361016530128,75.06325519549532,74.83170962670242,74.44949344166774,73.9176019910062,73.23750599320232,72.41115153461018,71.44096006945357,70.32982841982587,69.08112877569008,67.69870869487879,66.18689110309437,64.55047429390869,62.79473192876317,60.92541303696903,58.948742015707076,56.871418630027705,54.700618012850875,52.443990664966265,50.109662455033245,47.70623461958068,45.24278376300713,42.72886185758068,40.17449624343926,37.59018962859018,34.98692008891057,32.376141068147064,29.769781377915987,27.180245197703318,24.620412074864582,22.103636924624954,19.643750030079296,17.25505704219199,14.952338979797203,12.750852229598522,10.66632854616936,8.714975051952672,6.913474237261082,5.278983960276678,3.8291374470514055,2.5820432915067353,1.55628545543376,0.770923268493113,0.24549142821520403,0.0,0.054934417117185386,0.4312554807058891,1.1503993597751119,2.234277591203245,3.7052770797383214,5.586260097998167,7.900564286470421,10.672002653511562,13.92486357534869,17.683910796077683,21.974383427664872,26.82199594994526,32.25293821062443,38.29387542527673,44.971948177346796,52.31477241814887,60.35043946686612,69.10751601055242,78.61504410412992,88.90254117039196,100.0,model B,1.272759682427888,kappa,v1.0,0.8180510173240061,0.8769562882206465,1.1456556435907064,-1.1606593844721873,19.0,74.0,22.81835399137013
41,Thumpvator Botsky,24.0,11.4444020317404,19.05545264622416,26.27407252899484,33.106981146350286,39.560941741634586,45.64276133523808,51.359290724597365,56.71742448419528,61.72410096556089,66.38630229726957,70.71105438494287,74.70542691124868,78.37653333590102,81.73153089566024,84.77762060433295,87.52204725277197,89.97209940887635,92.13510941759147,94.01845340090888,95.62955125786642,96.97586666454816,98.06490707408445,98.9042237166518,99.50141159947307,99.8641095068174,100.0,99.91680941738254,99.62230787437272,99.12430926342476,98.4306712540389,97.54929529276168,96.48812660318596,95.25515418595081,93.8584108187415,92.30597305628969,90.60596123037308,88.76653944981578,86.79591560048813,84.70234134530668,82.49411212423418,80.17956715427974,77.7670894294987,75.26510572099257,72.68208657690914,70.02654632244246,67.30704305983289,64.532178668367,61.71059880437754,58.85099290124359,55.96209416939041,53.05267959628955,50.13156994645889,47.20762976146236,44.28976735991031,41.38693483745938,38.508128066812205,35.66238669771792,32.85879415697187,30.106477648415392,27.41460815293648,24.79240042846921,22.249113009993685,19.79404820953647,17.436552116170486,15.18601459601471,13.051869292234407,11.04359362504106,9.170708791692585,7.442779766492881,5.869415300792362,4.460267922987522,3.225033938521002,2.1734534298819663,1.3153102566057415,0.6604320552738111,0.21869023951380812,0.0,0.014320304452418855,0.2716538976377306,0.7820473013686644,1.5555908145042874,2.602418512949929,3.932708249657055,5.556681654623281,7.484604134892674,9.726784874555877,12.293576834748706,15.195376753654632,18.44262514650229,22.04580630556711,26.01544830017032,30.362122976680084,35.096445958510245,40.22907664612088,45.77071821701868,51.732117625756224,58.12406560393282,64.95739666019378,72.24298908023033,79.99176492677988,model B,1.1011618190422547,zeta,v2.0,0.5837077008391386,0.5059632695002834,0.8577509372683251,-0.8598210613680858,8.0,97.0,16.011013039493022
42,Waterminer Botski,49.0,100.0,90.43339883698363,81.58987571775934,73.43790561291023,65.94657861987879,59.08559996296694,52.825289993336,47.13658418900668,41.99103315485912,37.36080262263286,33.21867345092686,29.538041625199458,26.29291825776842,23.457929587810934,21.008316981363574,18.919936931322326,17.169261057442593,15.733376106339184,14.589983951486293,13.717401593217568,13.094561158726009,12.701009902064106,12.516910204143642,12.523039572735883,12.700790642471576,13.032171174840684,13.499804058192707,14.086927307736543,14.77739406554055,15.555672600532308,16.40684630849903,17.3166137120872,18.27128846080276,19.257799331011004,20.26369022593671,21.27712017566399,22.28686333713644,23.28230899415706,24.253461557388192,25.19094056435158,26.085980679428435,26.930431693859514,27.716758525744535,28.438041220043083,29.087974948574015,29.660870010015433,30.151651829905152,30.55586096064003,30.869653081476656,31.089798998530878,31.213684644777974,31.239311080052495,31.165294491048712,30.99086619132005,30.71587262127936,30.340775348199017,29.866651066210796,29.295191596305838,28.628703886334385,27.87011001100666,27.02294717189202,26.091367697419155,25.080139042876226,23.994643790410805,22.840879649030025,21.625459454600136,20.35561116984684,19.03917788435551,17.684617814570842,16.30100430379678,14.89802582219649,13.485985966792994,12.075803461468963,10.679012156965626,9.307761030883746,7.974814187684373,6.693550858687371,5.477965402072024,4.34266730287628,3.302881172999086,2.374446751197884,1.5738189030892678,0.9180676211494848,0.42487802471466607,0.112550359980151,0.0,0.10675744468793052,0.4529683208177449,1.0593933820226786,1.9474085087941992,3.139004708483961,4.656788115302909,6.523979990322276,8.764416721471305,11.40254982353875,14.463445938173445,17.972786833884303,21.956869406038653,26.44260567686198,31.457522795441186,model A,0.8512798204809453,alpha,v0.5,0.261123106202789,0.36294893444005255,0.47439907614873844,-0.4459316769811067,10.0,75.0,6.3567580564731685
43,Rockpulverizer Boterson Jr.,29.0,0.0,8.306077840129895,16.130469328661636,23.485512436689373,30.383459904808834,36.83647924311733,42.85665273121375,48.45597741819857,53.646365122673856,58.43964243274322,62.84755070601188,66.88174606958665,70.55379942007592,73.87519642358961,76.85733751573926,79.51153790163804,81.8490275559006,83.88095122264328,85.61836841548387,87.07225341754189,88.2534952814383,89.17289782929576,89.84117965273845,90.26897411289211,90.46682934038412,90.44520823534337,90.21448846740044,89.78496247568738,89.16683746883785,88.37023542498716,87.40519309177208,86.28166198633113,85.00950839530418,83.59851337483283,82.05837275056037,80.39869711763143,78.62901184069236,76.75875705389107,74.797287660877,72.75387333480124,70.63769851831654,68.457862423577,66.22337903223846,63.94317709545836,61.62610013389559,59.28090643771073,56.91626906656592,54.5407758496249,52.16292938555303,49.79114704251701,47.433760958185445,45.09901803972826,42.79507996381719,40.53002317662536,38.3118388938276,36.14843310060031,34.047626551621285,32.017154771070174,30.06466805262804,28.19773145947757,26.423824824303,24.7503427492903,23.184594606126822,21.733804536001543,20.40511144960511,19.20556902712967,18.142145718268953,17.221724742218274,16.45110408767478,15.836996512836677,15.3860295454042,15.104745482578982,14.999601391064235,15.076969107064661,15.343135236286818,15.804301153938848,16.466583004730012,17.33601170287171,18.41853293207635,19.7200071455587,21.246209566034025,23.002830185720367,24.99547376633654,27.229659839103153,29.710822704742597,32.444311433478525,35.43538986503617,38.689236608642574,42.21094504302645,46.00552331641799,50.077894346548554,54.43289582065158,59.07528019546204,64.00971469721597,69.24078132165184,74.7729768340092,80.61071276902923,86.75831543095453,93.22002589352941,100.0,model D,1.2278335013590567,kappa,v1.0,0.8254216004118409,0.8670715769408945,0.837044360061714,-0.837823766316563,65.0,45.0,37.59403815295262
44,Pullvator Botski I,76.0,0.0,9.097561796095713,17.64895149497568,25.671235701599283,33.18125333878558,40.19561564721332,46.730706185420935,52.80268082980649,58.42746777462783,63.62076753200239,68.39805293190734,72.7745691221795,76.76533356851539,80.38513605447119,83.64853868146282,86.5698758687658,89.16325435351541,91.4425531907065,93.42142375319375,95.11328973169142,96.53134713477348,97.68856428887356,98.59768183828501,99.27121274516085,99.72144228951377,99.96042806921612,100.0,99.8517603154571,99.52708356703887,99.03711662405644,98.39277867368051,97.60476122094161,96.68352808872991,95.63931541779516,94.48213166674691,93.22175761205438,91.86774634804648,90.42942328691159,88.91588615869813,87.33600501131392,85.69842221052663,84.01155243996347,82.28358270111144,80.52247231331715,78.73595291378699,76.93152845758691,75.11647521764262,73.29784178473955,71.48244906752258,69.67689029249662,67.88753100402607,66.12050906433497,64.38173465350708,62.67689026948592,61.011430728074636,59.390583162935926,57.81934702559245,56.30249408542636,54.8445684296795,53.449886463453424,52.12253690970932,50.86638080926817,49.68505152081056,48.581954720876716,47.56026840386669,46.622942882040064,45.7727007855161,45.012037062273905,44.34321897815209,43.76828611684907,43.289050379922855,42.90709598679126,42.62377947473159,42.44022969888099,42.35734783223622,42.37580736565378,42.49605410784964,42.718306185399925,43.04255404273995,43.46856044216469,43.99586046382944,44.62376150574844,45.35134328379608,46.17745783170607,47.100729501072244,48.119554961347774,49.23210319984536,50.43631552173834,51.72990555005818,53.110359225697366,54.57493480740766,56.12066287180008,57.74434631334574,59.442560344375664,61.2116524950798,63.04774261350875,64.94672286557181,66.90425773503887,68.91578402353902,70.97651085056035,model D,0.7315116010017262,alpha,v1.5,0.049832996916381836,-0.09973974212633484,0.6361305498675914,-0.6301454291281958,24.0,37.0,41.74979634040149
45,Pullhauler Boterson,45.0,100.0,85.83384898870125,73.01354625515312,61.4748438765958,51.154800393227674,41.991780808205206,33.92545658764299,26.896805660613733,20.84811241914827,15.722967718235543,11.466268875822617,8.024219672814693,5.344330353075049,3.3754176234251254,2.0676046536444432,1.372321076470675,1.2423029875996106,1.6315929456851335,2.4955399723392424,3.7907995521320923,5.475333632591934,7.508410624205151,9.850605400416164,12.46379929762767,15.311180115200349,18.357242115453015,21.567786023662734,24.90991902806452,28.35205477985156,31.86391339317517,35.41652144514484,38.982211975828065,42.534624488250536,46.04870494839607,49.50070578520666,52.86818589058213,56.130010619380855,59.26635178941889,62.25868768147078,65.08980303926893,67.74378906950406,70.20604344182485,72.46327028883807,74.50348020610893,76.31599025216033,77.8914239484736,79.22171127948802,80.30008869260125,81.1210990981682,81.68059186950353,81.97572284287823,82.00495431752273,81.76805505562473,81.26610028233078,80.50147168574458,79.47785741692901,78.2002520899047,76.67495678164995,74.90957903210148,72.9130328441544,70.69553868366198,68.26862347943451,65.64512062324194,62.8391699698114,59.86621783682801,56.74301700493576,53.48762671773667,50.11941268178981,46.65904706661359,43.12850850468383,39.55108209143503,35.9513593852594,32.355238407507336,28.789923642487285,25.283926037465086,21.867063002666775,18.570458411275986,15.426542599431103,12.46905236623316,9.733030973739144,7.2548281469641696,5.072100073881418,3.223809405423915,1.7502252554800677,0.692923200896695,0.09478528148237879,0.0,0.45406232217032433,1.5037736766749366,3.1972419551538094,5.583881512201613,8.714413165372413,12.640864195180832,17.416568345097232,23.09616582154886,29.7356032939257,37.39213389457197,46.124317218789216,55.992019324841344,67.05641273394718,model B,0.7519191063735169,alpha,v1.5,0.1667750842826441,0.15337190834882242,0.5235948719131631,-0.507349140635282,23.0,50.0,44.510939710707234
46,Pushwaller Botsky,94.0,0.0,7.997461503928384,15.5559955381708,22.689507576160413,29.411702069995588,35.73608245043987,41.67595112692201,47.24440948753592,52.454357899040694,57.31849570686065,61.84932123508524,66.05913178646912,69.96002364243219,73.56389206305943,76.88243128710107,79.92713453197253,82.7092939937544,85.24000084719245,87.53014524569761,89.5904163213461,91.43130218487919,93.06308992570342,94.49586561189048,95.73951429017728,96.80371998596591,97.69796570332359,98.43153342498277,99.01350411234108,99.4527577054614,99.75797312307166,99.93762826256507,100.0,99.95316419010003,99.80499566625387,99.56316824051548,99.23515470360398,98.82822682490364,98.34945535246395,97.80571001299963,97.20365951189045,96.54977153318158,95.8503127395831,95.11134877247059,94.33874425188446,93.53816277653067,92.71506692378011,91.87471824966894,91.02217728889849,90.16230355483532,89.29975553951108,88.43899071362281,87.58426552653248,86.73963540626738,85.90895475951996,85.09587697164783,84.30385440667384,83.53613840728613,82.79577929483777,82.08562636934708,81.40832790949769,80.76633117263839,80.16188239478326,79.5970267906111,79.0736085534664,78.59327085535872,78.15745584696259,77.76740465761813,77.42415739533,77.12855314676885,76.88122997726971,76.68262493083354,76.53297403012583,76.43231227647796,76.38047364988581,76.37709110901072,76.42159659117917,76.51322101238304,76.6509942672793,76.83374522918986,77.06010175010218,77.32849066066859,77.63713777020673,77.98406786669956,78.3671047167949,78.78387106580641,79.23178863771177,79.70807813515499,80.20975923944495,80.7336506105554,81.27636988712572,81.83433368645962,82.40375760452713,82.98065621596298,83.56084307406695,84.13993071080378,84.7133306368042,85.27625334136322,85.8237082924418,86.35050393666575,86.85124769932565,model B,0.8588462868395428,gamma,v0.5,0.31379133588357766,0.3296880214265085,0.6209715751407717,-0.6231889852375576,94.0,11.0,21.95332755686853
