id,name,expires,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16,t_17,t_18,t_19,t_20,t_21,t_22,t_23,t_24,t_25,t_26,t_27,t_28,t_29,t_30,t_31,t_32,t_33,t_34,t_35,t_36,t_37,t_38,t_39,t_40,t_41,t_42,t_43,t_44,t_45,t_46,t_47,t_48,t_49,t_50,t_51,t_52,t_53,t_54,t_55,t_56,t_57,t_58,t_59,t_60,t_61,t_62,t_63,t_64,t_65,t_66,t_67,t_68,t_69,t_70,t_71,t_72,t_73,t_74,t_75,t_76,t_77,t_78,t_79,t_80,t_81,t_82,t_83,t_84,t_85,t_86,t_87,t_88,t_89,t_90,t_91,t_92,t_93,t_94,t_95,t_96,t_97,t_98,t_99,t_100,Arakyd Vocabulator Model,Astrogation Buffer Length,Repulsorlift Motor HP,Sonoreceptors,Axial Piston Model,Nanochip Model,Cranial Uplink Bandwidth,Polarity Sinks,AutoTerrain Tread Count,InfoCore Size,Productivity
30,Extrawaller Botski II,96.0,100.0,98.78589808675426,97.68435742563122,96.68484076142613,95.77713223099559,94.95133736325761,94.19788307919148,93.5075176918379,92.87131090629893,92.28065381973796,91.72725892137977,91.20316009251049,90.7007126064776,90.21259312868996,89.73179971661773,89.25165181979253,88.76579027980725,88.2681773303162,87.75309659703501,87.21515309774068,86.64927324227158,86.05070483252742,85.41501706246927,84.73810051811964,84.01616717756224,83.24575041094229,82.42370498046627,81.5472070404021,80.613754137079,79.62116520888756,78.56758058627975,77.45146199176888,76.27159253992961,75.02707673739802,73.71734048287146,72.34213106710871,70.90151717292987,69.39588887521644,67.82595764091123,66.19275632901844,64.49763919060362,62.74228186879369,60.92868139877691,59.05915620780294,57.13634611518271,55.16321233228866,53.143037462554396,51.079425501475065,48.97630183660707,46.83791324756817,44.66882790603756,42.473935375755744,40.25844661252457,38.02789396420723,35.78813117072839,33.545333364073926,31.305997068291187,29.076940199488792,26.86530206583681,24.678543367566625,22.524446196970935,20.41111403840384,18.346971768280877,16.340765655078805,14.401563359335789,12.538753933651408,10.762047822686588,9.081476863163509,7.507394283865862,6.050474705638539,4.721714141388001,3.532429996081863,2.4942610667491727,1.6191675424803784,0.9194310044272491,0.40765442580291306,0.09676217188190081,0.0,0.13093505955448248,0.5034558920038774,1.1317724308681363,2.0304160017285917,3.2142393222278134,4.698416502069915,6.498443043020126,8.630135838905314,11.109633175613531,13.953394731094157,17.178201575358017,20.801156170477434,24.839682370585752,29.31152542187787,34.234751962610126,39.62775002310013,45.50922902572674,51.89821978493039,58.814074507212844,66.27646679113685,74.30539162732707,82.9211653984691,model D,0.5546373506720663,0.1153736698303014,-0.5401546896378203,alpha,windows 2000,0.21863060277002927,0.24292320376393722,73.0,29.0,-28.66485256109948
31,Pullborer Boterson Jr.,63.0,97.35835706525944,97.91092903240562,98.40185238783008,98.82970935345519,99.1931333238492,99.4908127669285,99.72149511714868,99.88399066118444,99.97717641609862,100.0,99.95148349519025,99.83072730379952,99.63691399591127,99.36931215017582,99.0272801869129,98.61027019370323,98.1178317434689,97.5496157050427,96.90537804622659,96.18498362933879,95.38840999924997,94.51575116390855,93.56722136735455,92.54315885522266,91.44402963273423,90.27043121517812,89.02309637088037,87.70289685666317,86.31084714579241,84.84810814841424,83.31599092448081,81.71596038916456,80.04963901076181,78.31881050108501,76.5254234983441,74.67159524251676,72.75961524320755,70.79194893999605,68.77124135527386,66.7003207395707,64.58220220936919,62.4200913774088,60.21738797547869,57.97768946969928,55.70479466829311,53.402707321844346,51.075639716047306,48.72801625694402,46.364477048650585,43.98988146357259,41.60931170510931,39.22807636284703,36.851713960241185,34.485996494787386,32.136932970681606,29.810772923969026,27.514009940182067,25.25338516446709,23.035890804200346,20.86877362409258,18.759538433782772,16.715951567920722,14.74604435873851,12.858116601111094,11.060740010105599,9.362761671019767,7.773307481909184,6.301785588603481,4.9578898122115485,3.751603069115652,2.6932007834542984,1.7932542920944026,1.0626342420921242,0.5125139806426571,0.15437293751907982,0.0,0.061496880286302805,0.3512814754066698,0.882091219612085,1.6669864292593892,2.719353640183601,4.052908937559309,5.681701278250809,7.62011580565163,9.882877157012347,12.48505276325773,15.442056141293026,18.769650178798514,22.483950411513817,26.60142829301047,31.138914456953458,36.1136019718527,41.543049588302,47.44518497870767,53.83830796950644,60.74109376587165,68.1725961689085,76.15225078533877,84.69987822967387,93.83568731887681,model C,0.32028349396340766,-0.13058647900023213,-0.7780203467466416,gamma,v0.5,0.00901116516774067,0.010609036785338763,47.0,13.0,-100.0
32,Thumpvator Boterson I,56.0,48.0030642356425,58.32290157958676,67.28836129747997,74.98066687430655,81.47991515113213,86.86493905100612,91.21317643585462,94.60054509436382,97.1013238608539,98.78803986514303,99.73136191340221,100.0,99.66061095033818,98.77771019467745,97.4135896729537,95.62824187058457,93.4792899852666,91.02192422476267,88.3088442356797,85.3902076632371,82.31358484202536,79.12391961775509,75.86349629999664,72.57191274590967,69.28605957496394,66.04010551464945,62.8654888771781,59.79091516717475,56.84236082035932,54.04308307321926,51.41363596367206,48.97189246271837,46.73307273708593,44.70977854286292,42.91203375012291,41.34733099853917,40.02068448399021,38.93468887615511,38.089584367099505,37.48332785085228,37.11167023397176,36.96823987710362,37.04463216752828,37.33050522269857,37.813681724768514,38.48025688611196,39.314712545831895,40.30003739726069,41.41785334644869,42.64854800164638,43.97141329377355,45.36479022788244,46.80621976560752,48.27259983860937,49.74034849300566,51.18557316479496,52.58424608626966,53.91238582341953,55.14624494432637,56.262503818548915,57.238470547495446,58.05228702579265,58.68314113363837,59.11148506014913,59.31925975769637,59.29012552723398,59.00969873461528,58.46579465789924,57.64867646565159,56.55131032623253,55.16962664807259,53.50278745094772,51.553459868233155,49.328095780158485,46.83721757804582,44.09571005954086,41.1231184548339,37.94395258387455,34.58799714457007,31.090628131981372,27.493135388504484,23.843051285041597,20.194485533170596,16.608466128295685,13.153286423790647,9.904858336138538,6.947071681052271,4.372159640595036,2.281070361281738,0.7838446831816427,0.0,0.05892025015933316,1.1002520388616506,3.274306891156871,6.742469635984339,11.677612921209326,18.26451785966138,26.700300806147,37.194846265464236,49.97124593140006,model C,0.9058301163078584,-0.004214556143074977,-0.34224881015604425,beta,v1.0,0.5636950845900519,0.5656090696733772,17.0,67.0,-46.31187699581035
33,Pulllift Botson,58.0,79.18721737194655,79.05907535980793,79.20428344436834,79.59302451524908,80.1961185302107,80.98507895411794,81.93216641199625,83.01043955617907,84.19380314754665,85.45705335085572,86.77592024416072,88.12710754232583,89.48832953462849,90.83834523645385,92.15698975508055,93.42520286955767,94.62505482467284,95.73976933901153,96.75374382710743,97.65256683568423,98.42303269398832,99.05315337821288,99.53216759001309,99.85054704911232,100.0,99.97347193271999,99.76514351775073,99.37042575497628,98.7859523367485,98.00956922504061,97.0403214426918,95.87843707874296,94.52530850786374,92.98347082387079,91.25657748733691,89.34937318729176,87.26766391701356,85.01828426391187,82.60906191350175,80.04877936746904,77.34713287582666,74.5146885831625,71.5628358889778,68.50373802211745,65.35027982929104,62.11601277768529,58.81509717166736,55.46224158357974,52.07263949862608,48.66190317384807,45.24599471119399,41.841154344677946,38.46382594163027,35.13057971804,31.85803216798671,28.662763207165938,25.561230530503494,22.56968118386214,19.704060349840013,16.979917347658606,14.412308847142969,12.015699296793432,9.80385856594744,7.789756801033645,5.985456495915986,4.402001776330442,3.049304898411186,1.9360299613100287,1.0694738339053027,0.4554442956018574,0.09813539122485676,0.0,0.16161961863009044,0.5815713584601123,1.2562921567319683,2.179940201934935,3.3442535732424283,4.738406094042445,6.3488603995602455,8.159218218569436,10.15006786919612,12.298828968813154,14.579594358027553,16.962969238755875,19.41590752639398,21.90154541607621,24.37903216302502,26.803358076995764,29.125179730805733,31.290642382961835,33.24119961437495,34.913430179165786,36.23885206956293,37.14373379489362,37.54890287466111,37.36955154571835,36.515039683529466,34.88869493752295,32.38761008053729,28.902437572358625,model D,0.9274575069370542,-0.18250442843253067,-0.40388198498513594,beta,v1.0,0.5698201919909578,0.5427300226526636,42.0,17.0,-99.32666115082353
34,Stonewalker Botberg,42.0,32.76402702600774,37.460524021574116,41.99937541470282,46.37794070841281,50.593773513802645,54.64462155005045,58.52842664441395,62.24332473223042,65.78764585691675,69.15991416996941,72.35884793096442,75.38335950755737,78.23255537548356,80.90573611855768,83.40239642867414,85.7222251058069,87.86510505800946,89.83111330141496,91.62052096023605,93.23379326676506,94.67158956137384,95.93476329251378,97.02436201671595,97.94162739859094,98.68799521082894,99.2650953341997,99.67475175755258,99.91898257781654,100.0,99.92021033719118,99.68221401055764,99.28880554934669,98.7429735908852,98.04790088057953,97.20696427191572,96.22373472645933,95.10197731385557,93.84565121182915,92.45890970618437,90.94610019080521,89.31176416765514,87.56063724677719,85.69764914629407,83.72792369240801,81.6567788194008,79.48972656963389,77.23247309354824,74.89091864966436,72.4711576045825,69.97947843298236,67.42236371762318,64.80649014934394,62.13872852706307,59.42614375777862,56.675994856568224,53.895734946589144,51.093011259078146,48.27566513335165,45.451732016805494,42.62944146491546,39.817217141236426,37.02367681740328,34.25763237313026,31.528089796211212,28.844249182519583,26.215504736008437,23.651444768710387,21.161851700737742,18.756702060282127,16.446166483614878,14.240609715087055,12.150590607129242,10.186862120251451,8.360371323043275,6.682259392174187,5.163861612392939,3.8167073765279413,2.6525201854873464,1.6832176482585715,0.9209114819088463,0.37790751158507463,0.06670567051348977,0.0,0.19067864943016005,0.6518238762690349,1.3967120460612743,2.4388136324312684,3.791793217082664,5.4695094897988294,7.486015248443199,9.855557398957867,12.592576955365143,15.711709039766934,19.227782882344535,23.15582182135854,27.51104330314979,32.308858882138324,37.56487422082356,43.29488908978482,49.51489736768117,model D,1.1075263572243834,0.29423180282588957,-0.0962172585769413,kappa,v1.5,0.7557403348431542,0.7513392595857566,17.0,2.0,-87.06737830023778
35,Thumpdigger Botchik,26.0,65.97464464216786,72.9535344478704,78.975051014861,84.10161801442369,88.39463334922975,91.91435936872055,94.71981830959388,96.8686929613931,98.41723255720005,99.42016388943097,99.93060765073564,100.0,99.67801935345189,99.01251840087005,98.0494613468965,96.83286637745215,95.40475335125555,93.8050967164451,92.07178365230455,90.2405774360914,88.34508603496916,86.41673592304227,84.4847511234949,82.57613747583247,80.71567212822669,78.92589825496393,77.22712499899693,75.63743263959924,74.17268298512374,72.84653499086392,71.67046560201824,70.65379582175852,69.8037220044008,69.12535237367986,68.62174876612718,68.29397359955153,68.14114206662373,68.16047955356382,68.34738428393192,68.69549518752277,69.19676499436245,69.84153855380933,70.6186363787581,71.51544341494656,72.51800303536659,73.61111625977735,74.77844619932276,76.00262772625099,77.26538236873907,78.54763843081886,79.82965633740746,81.09115920444006,82.31146863410737,83.46964573519504,84.54463736852692,85.51542761751112,86.3611944837906,87.06147180799505,87.59631641559761,87.94648048787464,88.09358915796814,88.02032333205231,87.71060773560154,87.14980418476529,86.32491008284117,85.2247621418564,83.84024532924981,82.16450703965523,80.19317649179409,77.92458935046496,75.36001757364028,72.5039044846642,69.36410506955461,65.95213149941081,62.28340387791891,58.377506213964324,54.25844761934927,49.95492873160848,45.50061336193145,40.9344053681879,36.300730753056044,31.649824987254828,27.03802555787631,22.528069741824762,18.18939760435891,14.098460222735405,10.339033134958234,7.00253501362684,4.188351564892125,2.004164652516795,0.5662866470305403,0.0,0.43990204339215855,2.0302550140453395,4.925341303248596,9.28982393140601,15.29911224783786,23.13973285564231,33.00970576169703,45.11892575174814,model D,0.35279937027157693,-0.25843188515288484,-0.54309087078099,gamma,v0.5,0.018763506378619538,0.015638521151446438,85.0,62.0,46.282030193890904
36,Wallborer Botsky II,24.0,52.60012124169178,63.9211631847119,73.03208436752361,80.13920718935306,85.4386373106401,89.11648317014705,91.34907550206711,92.30318685313308,92.13625109972591,90.99658296498323,89.02359753590807,86.3480297804773,83.09215406475037,79.37000366997783,75.28759030970986,70.94312364690502,66.42723081103864,61.823175915211635,57.207079573258845,52.64813841685792,48.208844612637655,43.9452053792867,39.90696250466213,36.137811862898026,32.675622931514184,29.5526583085244,26.795793229545446,24.42673508490544,22.46224293675251,20.914347036163093,19.79056834025122,19.094138029276337,18.82421702375236,18.97611550155611,19.541512415036173,20.508675008120818,21.862678333427237,23.585624769369883,25.65686353726945,28.053210218460734,30.749166271401357,33.717138548781364,36.92765881463061,40.3496032614275,43.95041202720874,47.69630871267609,51.55251989830716,55.48349466146117,59.45312409349043,63.42496081684638,67.36243850219175,71.22909138550494,74.98877378519062,78.60587961918928,82.04556192208398,85.27395236220877,88.25838075876062,90.96759459890382,93.37197855488022,95.44377400112081,97.15729853134731,98.48916547568861,99.4185034177819,99.92717571189111,100.0,99.62496772894087,98.79346366748493,97.50048542346181,95.74486296086317,93.52947811695545,90.86148411938034,87.75252510327776,84.2189556283746,80.28206019611763,75.96827276675421,71.30939627646956,66.34282215446878,61.111749840107464,55.66540629998447,50.05926554506199,44.355268147764,38.62204075909328,32.93511562573561,27.377150107167907,22.03814619277065,17.015670018931427,12.415071386158887,8.349703276186068,4.94114136908233,2.3194035603631082,0.6231694780946829,0.0,0.6065567705814042,2.6088217182132163,6.182316572260103,11.51232238017717,18.7940990246272,28.233104740591475,40.04521563246316,54.45694519116175,model C,0.9436348083688091,0.1405760784010277,-0.38543277132393183,beta,v1.0,0.6213925851389893,0.6420655434501806,82.0,44.0,6.148466506158243
37,Stonewaller Botski Jr.,75.0,40.1223188349095,49.04053287890471,57.099463393160555,64.33716988629412,70.79098817806315,76.49753039936611,81.49268499224208,85.81161670987085,89.48876661657292,92.55785208780938,95.05186681018208,97.00308078143351,98.44304031044683,99.40256801724587,99.91176283299521,100.0,99.69593107170611,99.02748391270012,98.02186269870924,96.70554791660138,95.10429636438509,93.2431411512097,91.14639169736503,88.83763373428178,86.3397293045312,83.67481676182528,80.86431077101662,77.92890230809856,74.88855866020505,71.76252342561081,68.56931651373117,65.32673414512215,62.05184885148035,58.7610094756433,55.46984117158891,52.193245404436006,48.945399950443914,45.73975889701278,42.589052642683235,39.50528789713681,36.49974768119564,33.58299132682244,30.764854477120725,28.054449086334543,25.460163419848804,22.989662054188873,20.64988587702091,18.44705208715192,16.386654194529417,14.473462020241351,12.711521696516764,11.10415566672519,9.653962685376785,8.362817818122569,7.231872441754045,6.261554244203388,5.451567224543588,4.800891692988304,4.307784270891818,3.9697778907488575,3.7836817961951907,3.7455815420074874,3.8508389941021326,4.094092329536996,4.469256036510724,4.96952091436193,5.587354073570369,6.31449893575656,7.141975233681716,8.060079011247037,9.058382623495072,10.125734736609322,11.250260327912999,12.419360685870688,13.619713410087853,14.837272411309804,16.05726791142278,17.264206443454572,18.441870851572876,19.573320291085786,20.64089022844244,21.626192441233353,22.51011501818834,23.272822359178775,23.893755175216288,24.351630488454038,24.624441632185135,24.68945825084261,24.523226300001863,24.101568046378365,23.3995820678267,22.391643253345226,21.051402803069635,19.35178822827923,17.26500335139136,14.762528305966125,11.815119536703737,8.392809799443878,4.46490816116908,0.0,model D,0.6469829129727669,-0.12505790375606474,-0.5637353007900279,alpha,windows 2000,0.3048655684771586,0.308817910357054,41.0,39.0,-80.91492248913082
38,Excawaller Botchik,63.0,68.43654874714275,75.3264291118168,81.22719693581487,86.20039584399262,90.30668820150574,93.60575019397953,96.15617158047931,98.01536011928079,99.23945066644096,99.88321894716938,100.0,99.64161129376284,98.85828051735666,97.69857804232167,96.20935405821255,94.43568038077214,92.42079693290512,90.20606289845254,87.83091254876616,85.33281574208374,82.74724309570416,80.10763583096337,77.44538029101042,74.789787131384,72.16807518338932,69.60535999027525,67.12464701621224,64.74682952806985,62.49069114999563,60.37291309079347,58.408086044102866,56.608726761378534,54.98529929767002,53.54624093020212,52.297992749755416,51.245034924847275,50.389926638713355,49.733350699088966,49.274162820791545,49.00944558110309,48.93456704795273,49.04324408090027,49.327610304919574,49.7782887569827,50.38446920544416,51.13399014222575,52.01342544780129,53.00817572898255,54.10256432950516,55.279938013413876,56.52277232125014,57.81278159903933,59.131033700076806,60.45806935951637,61.77402624175849,63.05876766063947,64.2920159724173,65.45349064156454,66.52305097935651,67.48084355525961,68.30745428112449,68.98406516817454,69.49261575679765,69.81596921913876,69.93808313448923,69.84418493748154,69.52095203908041,68.95669662037626,68.14155509917752,67.06768226940723,65.72945011329259,64.1236512863636,62.249707275245726,60.10988122825416,57.7094954587929,55.05715362154645,52.16496756148005,49.04878883563329,45.72844490771678,42.227980015514746,38.575900711075455,34.80542607371669,30.95474259581737,27.067263741421467,23.19189417763543,19.383298678827853,15.702175703631442,12.215535644737924,8.99698375150489,6.127007725356247,3.6932699879788893,1.7909046223296137,0.5228189864374931,0.0,0.3418251037947785,1.6763778918774601,4.140768416586289,7.881458166348702,13.05458971628396,19.82632105160577,model D,0.8431339457762616,0.09092163059858205,-0.3953233077040633,zeta,v2.0,0.5129339450204924,0.5080468848507089,34.0,59.0,-42.11515801605033
39,Rockwalker Botberg Jr.,78.0,64.1112788960754,71.28934858610641,77.5102946299253,82.834307096644,87.32062600184814,91.02743659936107,94.01176962218652,96.3294064726296,98.03478936159634,99.18093639707169,99.81936162177603,100.0,99.77113735361809,99.17934524728037,98.26942082278293,97.08433158261673,95.6651651226949,94.05108381425846,92.27928443496072,90.38496274912985,88.40128303721015,86.35935257438182,84.28820105835892,82.21476498636619,80.16387698129395,78.15826006703192,76.21852689298096,74.36318390774387,72.60864048199413,70.96922298052365,69.45719378346841,68.08277525671302,66.85417867147363,65.77763807305918,64.8574490988114,64.09601274522291,63.49388408423396,63.049825928708195,62.76086744708553,62.62236772721514,62.62808428936554,62.770246548414136,63.039634225214726,63.42566070714321,63.91646135782305,64.4989867760272,65.15910100376037,65.88168468351883,66.65074316472872,67.4495195593634,68.26061274673768,69.06610032748381,69.84766652670112,70.58673504628939,71.26460686645692,71.86260299640766,72.3622121742089,72.745243515835,72.99398411339124,73.09136158251427,73.02111155895372,72.76795014432999,72.3177513010718,71.65772919653092,70.77662549627664,69.66490160656919,68.31493586600853,66.72122568636645,64.88059464259253,62.79240451200147,60.45877226263653,57.884791990815806,55.07876180785076,52.05241567594824,48.82116019328977,45.40431632828704,41.82536610301916,38.1122042258458,34.297394673200614,30.418432220561225,26.51800892260063,22.644285542514346,18.851167930525108,15.198588351571415,11.752791762168407,8.586627036452017,5.7798431413956886,3.4193902612136076,1.5997258709340152,0.42312575916087614,0.0,0.44921387417876923,1.8984137393358889,4.484357849489298,8.353252123682552,13.661090863820455,20.574002421661863,29.268599815011836,39.9323362930842,52.76386585103441,model C,0.49790028844751993,-0.16647748870508866,-0.8491437795378085,alpha,windows 2000,0.18242876823121995,0.1806176680765991,5.0,82.0,-38.308117641686565
40,Pushpulverizer Botchik II,81.0,100.0,99.29584729024675,98.72560747485736,98.2757192573308,97.93303108768771,97.68480116247041,97.51869742474295,97.42279756409103,97.38558901662203,97.39596896496506,97.44324433827087,97.51713181221196,97.60775780898244,97.7056584972982,97.80177979239674,97.88747735603725,97.95451659650072,97.99507266858966,98.00173047362838,97.96748465946288,97.8857396204608,97.75030949751148,97.55541817802596,97.29569929593697,96.96619623169893,96.56236211228794,96.08005981120178,95.51556194845993,94.86555089060357,94.12711875069554,93.2977673883204,92.37540840958438,91.3583631671154,90.24536276006305,89.03554803409867,87.7284695814152,86.32408774072735,84.82277259727148,83.22530398280564,81.53287147560955,79.74707440048465,77.86992182875407,75.90383257826261,73.85163521337678,71.7165680449847,69.50227913049632,67.21282627384313,64.85267702547844,62.426708682377175,59.940208288035926,57.39887263247303,54.80880825222848,52.17653143036396,49.50896819646287,46.81345432663023,44.097735343492914,41.369966516199185,38.63871286041933,35.9129491383451,33.202059858690035,30.515839276689377,27.864491394099755,25.258629959200142,22.709278466790476,20.227870158192896,17.826248021250972,15.516664790329981,13.311782946317125,11.224674716620832,9.268822075171672,7.458116742421771,5.806860185344745,4.329763617436226,3.041947998713267,1.9589440357146164,1.0966921815010064,0.47154263565442933,0.10025534427891061,0.0,0.1883560419652462,0.6833126558431231,1.5032687738245263,2.667033074621822,4.1938239834690245,6.103269672121845,8.415408058857839,11.15068680847582,14.32996333229674,17.974504788163063,22.105988080438934,26.746499860010125,31.91853652428456,37.64500421719088,43.94921882918038,50.85490599722549,58.38620110482067,66.56764928198174,75.4242054052467,84.98123409767442,95.26450972884626,model D,0.6602026821174425,-0.07557174214701495,-0.6586552380412315,alpha,windows 2000,0.333845477850776,0.3080857966316681,74.0,26.0,-31.237912204600605
41,Wallwalker Botberg,26.0,34.235305359728116,42.79618461608402,50.642040035959,57.80007416317542,64.29705897821297,70.15933589820868,75.41281577695686,80.08297890490917,84.19487500917455,87.77312325351927,90.84191223836692,93.42500000079839,95.54571401455193,97.22695119002303,98.4911778742646,99.36042985098672,99.85631234055693,100.0,99.81223692299804,99.3133366398905,98.52318211767407,97.46122576000285,96.14648940718821,94.5975643361988,92.83261126066066,90.86936033085709,88.72511113372872,86.41673269287345,83.9606634685467,81.37291135766085,78.66905369378594,75.86423724714903,72.97317822463485,70.01016226978504,66.98904446279887,63.923249320532804,60.8257707965006,57.70917228087325,54.585586600479395,51.46671601880465,48.363832235992106,45.28777638884199,42.24895905081209,39.25736023201745,36.322529379230254,33.45358537588009,30.659216542054146,27.947680634496404,25.326804846608702,22.80398580844961,20.38618958673556,18.079951684839948,15.891377042793833,13.826140037284961,11.889484481659101,10.086223625918755,8.420740156724563,6.896986197393431,5.518483307900256,4.288322484876788,3.2091641616127884,2.2832382080547187,1.5123439308067592,0.8978500731301431,0.44069481494308793,0.14138577282206086,0.0,0.01618398636756459,0.18915365847267157,0.5176943795205387,1.0001609493734152,1.6344776045514435,2.4181380182313994,3.348205300248245,4.421311997093503,5.63366009191588,6.981021004522607,8.458735591376417,10.061714145598986,11.784436396968477,13.620951511920696,15.564878093548327,17.60940418160213,19.74728725248886,21.97085421927448,24.272001431680692,26.642194676086866,29.07246917553024,31.553429589704336,34.07525001496185,36.627673984310945,39.200014467417546,41.781153870605245,44.359544036854714,46.92320624580381,49.459731213748604,51.9562790936417,54.39957947509253,56.775931384368846,59.071203284395345,model C,0.7283145788094456,0.23326756421015227,-0.601920184465035,zeta,v2.0,0.38717491356327877,0.4030521765474474,50.0,27.0,-77.29118624386564
42,Pullwaller Botberg II,74.0,75.83145410312473,76.74168629128549,77.72887617415985,78.78155952563543,79.88862043796743,81.03929132177865,82.22315290605938,83.43013423816754,84.65051268382858,85.87491392713551,87.0943119705489,88.3000291348969,89.4837360593752,90.63745170154706,91.75354333734333,92.82472656106233,93.84406528537006,94.80497174130004,95.7012064782533,96.52687836399845,97.27644458467175,97.9447106447769,98.52683036718524,99.01830589313563,99.41498768223452,99.71307451245592,99.90911348014137,100.0,99.9829778051085,99.85563894691109,99.61592379521962,99.26212103821344,98.79286768243948,98.20714905281221,97.50429879261372,96.6839988634936,95.74627954546904,94.69151943692478,93.52044545461312,92.2341328336539,90.8340051275346,89.32183420811009,87.69974026560304,85.97019180860353,84.13600566406917,82.20034697732527,80.16672921206452,78.0390141503474,75.82141189260172,73.51848085762302,71.13512778257433,68.67660772298622,66.14852405275687,63.556828464152005,60.9078209678049,58.208149892716435,55.46481188625499,52.685151914156535,49.87686326052463,47.04798752783029,44.206914636912266,41.36238282697674,38.52347865559745,35.699636998715775,32.90064105064061,30.13662232404838,27.41806064998322,24.755784177856587,22.160969375447685,19.64514102890325,17.22017224273751,14.898284439832333,12.692047361437005,10.6143790671686,8.67854593501161,6.898162661318105,5.287192260807674,3.8599460665676473,2.631083730052634,1.615613221085045,0.8288908278547992,0.28662115691920453,0.004857133203395499,0.0,0.28879931896890354,0.888352970138134,1.8161071519025833,3.0898563810253155,4.72774349263675,6.748259640234594,9.17024429568454,12.012885249219634,15.295718609440328,19.038628803314985,23.261848576179347,27.98595899173665,33.231889432057756,39.02091759758109,45.37466950711301,52.315119497826544,model C,0.8825267007941875,0.04103818770244261,-0.28764625619627504,beta,v1.0,0.5579764967354998,0.5429736906446251,25.0,7.0,-94.94841975749671
43,Stonehauler Botsky Jr.,36.0,44.17366456355396,56.831999323656845,67.50749221016717,76.36753307877638,83.57161869746501,89.27151797619875,93.61143719662445,96.7281852417661,98.75133882572084,99.80340772335498,100.0,99.4499872411485,98.2556697821503,96.51294193790835,94.31145723257484,91.73479362924708,88.86061875966351,85.76085515389987,82.50184547006505,79.14451772399708,75.74455051895923,72.35253827533595,69.01415646032886,65.77032681765287,62.65738259723216,59.70723378489575,56.94753233207439,54.40183738549559,52.08978051688049,50.027230952638924,48.22646080356671,46.69631029454007,45.44235299421318,44.46706104471281,43.76997039133529,43.3478460122428,43.19484714815713,43.3026925320593,43.660825618882,44.25657981520828,45.07534370896577,46.100726299123416,47.31472222538757,48.69787699789821,50.22945222692381,51.88759085255915,53.64948237441914,55.49152808133696,57.389506281057955,59.31873752993836,61.254249862638346,63.17094402181967,65.0437586878422,66.84783570845777,68.55868532850829,70.15235141962125,71.6055767099049,72.89596801364496,74.00216146100006,74.90398772770041,75.58263726473767,76.02082552806789,76.20295820830303,76.11529646040914,75.74612213340211,75.08590300004076,74.12745798652766,72.86612240220232,71.29991316923643,69.42969405233183,67.25934088841662,64.7959068163391,62.04978750656499,59.0348863908717,55.76877989205212,52.27288265359662,48.572612769402,44.69755701346066,40.68163606955807,36.563269760973036,32.385542280163364,28.196367418472036,24.04865379581686,20.000470090396462,16.115210268370046,12.461758813563383,9.114655957169106,6.154262907434853,3.666927079358593,1.7451473243909172,0.48773916012222657,0.0,0.3938743829867259,1.7881192032965867,4.308468940062986,8.08780088705093,13.266300382340779,19.991626038037584,28.41907496995099,38.71174802731442,model E,1.1149072824202126,-0.023799849644819293,-0.3212678095874175,kappa,v1.5,0.7924158320565744,0.7780420718943876,60.0,71.0,37.115052409547324
44,Pullhauler Botchik,75.0,100.0,93.67673322110981,87.85713219326024,82.51732893405983,77.63394782036418,73.18410558827597,69.14541133314486,65.49596650956765,62.2143649313881,59.2796927716971,56.67152856283254,54.36994319637939,52.355499923169646,50.60925435328238,49.112754456043724,47.84804056002682,46.79764535305188,45.944593882186176,45.27240355374404,44.765084133286834,44.407137745623,44.18355887480796,44.07983436414431,44.08194341618157,44.1763575927164,44.350040814792465,44.59044936270049,44.885531875978245,45.22372935341063,45.59397515302946,45.985694992113686,46.38880694718933,46.79372145402938,47.191341307653985,47.57306166233021,47.93077003157233,48.25684628814154,48.544162664046155,48.78608375054153,48.97646649813001,49.1096602165611,49.18050657483131,49.18433960118415,49.11698568311031,48.9747635673473,48.75448435987992,48.453451525939876,48.06946089000614,47.60080063580447,47.04625130630766,46.405085803735794,45.67706938955585,44.86245968448205,43.962006668475226,42.9769526807439,41.9090324197429,40.760472943174754,39.533993667988824,38.23280637038126,36.860615185795695,35.42161660892252,33.92049949369916,32.36244505331055,30.753126860187933,29.098710846010178,27.405855301702974,25.681710877439134,23.933920582638617,22.170619785967975,20.400436215341525,18.632489957920026,16.876393460111423,15.14225152757123,13.44066132520135,11.782712377150837,10.179986566815987,8.644558136840446,7.188993689114184,5.826352184774914,4.5701849442065186,3.434535647041032,2.433940332157057,1.583427397680132,0.8985176009824445,0.3952240586841947,0.09005224665224307,0.0,0.14255751308870193,0.5357073395256731,1.1979243921664269,2.1481759431130487,3.4059216237145926,4.9911134245664845,6.924195695512671,9.22610514564332,11.91827084329529,15.022614216053418,18.561549050748194,22.557981493459298,27.035310049511384,model C,0.8639206239325365,-0.35749056366505183,-0.19616122139785486,zeta,v2.0,0.5260861835133799,0.5965045564288904,4.0,37.0,-97.0484352101692
