id,name,expires,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16,t_17,t_18,t_19,t_20,t_21,t_22,t_23,t_24,t_25,t_26,t_27,t_28,t_29,t_30,t_31,t_32,t_33,t_34,t_35,t_36,t_37,t_38,t_39,t_40,t_41,t_42,t_43,t_44,t_45,t_46,t_47,t_48,t_49,t_50,t_51,t_52,t_53,t_54,t_55,t_56,t_57,t_58,t_59,t_60,t_61,t_62,t_63,t_64,t_65,t_66,t_67,t_68,t_69,t_70,t_71,t_72,t_73,t_74,t_75,t_76,t_77,t_78,t_79,t_80,t_81,t_82,t_83,t_84,t_85,t_86,t_87,t_88,t_89,t_90,t_91,t_92,t_93,t_94,t_95,t_96,t_97,t_98,t_99,t_100,Nanochip Model,Cranial Uplink Bandwidth,Repulsorlift Motor HP,Sonoreceptors,Arakyd Vocabulator Model,Axial Piston Model,Astrogation Buffer Length,InfoCore Size,Polarity Sinks,AutoTerrain Tread Count,Productivity
32,Rockpulverizer Botski,20.0,100.0,99.27300836852268,98.3550411896151,97.2696527902516,96.03893372141009,94.68354992183104,93.22278188177683,91.67456380679072,90.05552278145613,88.38101793315577,86.66517959583076,84.92094847373983,83.16011480521841,81.39335752643788,79.63028343516469,77.87946635451945,76.14848629673617,74.4439686269214,72.77162322681332,71.13628365854105,69.54194632838356,67.9918096505291,66.4883132108342,65.03317693058278,63.62744023024545,62.271501193238585,60.96515572968345,59.70763674016547,58.49765327949322,57.33342972045779,56.212744917591685,55.132971370928274,54.09111438976066,53.08385125640108,52.10757038993983,51.15841051000468,50.232299800519776,49.324995073464976,48.43212093263491,47.549208937398184,46.67173676645655,45.795167381603996,44.91498819148588,44.026750215358334,43.126107246846985,42.20885501770651,41.27097036157968,40.30865037775628,39.31835159493266,38.29682913497064,37.241175876656605,36.148861619460924,35.01777224729689,33.84624889227993,32.633127098486725,31.37777598571453,30.08013741324021,28.74076514357928,27.36086400624526,25.94232906150879,24.48778476415649,23.000624127250944,21.48504788588862,19.946103660960063,18.389725122908786,16.82277115548998,15.253065019530162,13.6894335166863,12.141746153204824,10.62095430368046,9.139130374816265,7.709506969181897,6.346516048973119,5.065828099771246,3.8843912943016328,2.820470656193622,1.8936872237390738,1.1250572136516515,0.5370311848257155,0.15353320209710244,0.0,0.10342014652667604,0.4923732068885676,1.1970689072722933,2.2493862986017588,3.682912920295162,5.5329839640259415,7.836721437479094,10.633073328114605,13.962852766922765,17.86877719218495,22.395507513233152,27.58968727420822,33.49998181781904,40.17711744910278,47.67392059918236,56.045356989027894,65.34857079321375,75.6429238036777,86.99003459348236,model D,0.45551049776782393,1.1158663882781583,0.7850782011170571,beta,v1.5,0.1350324777282833,-0.13892537762111817,34.0,46.0,30.025935303975487
33,Extrapulverizer Boterson II,39.0,0.0,10.776652165412385,20.78540818181145,30.05468034785716,38.61240646573517,46.48604984115687,53.702599283359355,60.288569105105424,66.2699991226836,71.67245465590814,76.52102652811897,80.84033106618178,84.65451010048791,87.9872309649545,90.86168649702432,93.30059503766593,95.32620043137354,96.96027202616709,98.2241046735923,99.1385187287205,99.7238600501488,100.0,99.98633544392263,99.70178875109093,99.16480779420482,98.39336594949,97.40496209669783,96.21662061910544,94.84489140351559,93.30584984025681,91.61509682318338,89.78775874967516,87.83848752063788,85.78146054050293,83.63038071722731,81.39847646229398,79.09850169071136,76.74273582101371,74.34298377526088,71.91057597903865,69.45636836145839,66.99074235515722,64.52360489629791,62.064388424568975,59.62205088318456,57.20507571888477,54.82147188193511,52.47877382612711,50.18404150877771,47.943860390729846,45.764341436351984,43.65112111353835,41.60936139370904,39.643749751809324,37.75849916631097,35.957348119211,34.243560596032125,32.61992608582295,31.088759581157532,29.65190157813591,28.310718076383996,27.066100579052645,25.918466092819376,24.867757127886918,23.91344169798359,23.054513320363913,22.289491015807737,21.616419308620323,21.032868226633532,20.535933301204672,20.12223556721572,19.78792156307612,19.52866333071949,19.33965841560575,19.215629866720892,19.15082623657629,19.139021581208475,19.173515460181026,19.247132936581895,19.35222457702578,19.480666451652027,19.623860134126893,19.772732701641267,19.917736734912722,20.048850318183437,20.155577039222553,20.226945989324175,20.25151176330825,20.217354459519658,20.112079679830668,19.922818529638246,19.63622761786492,19.238489056959473,18.715310462896138,18.05192495517458,17.233091156820308,16.243093194385686,15.065740697946802,13.684368801106157,12.081838140993426,model D,0.46945874075612043,0.9678794256703449,0.5685688174409352,beta,v1.5,-0.2940216383794447,0.2941204206795858,57.0,56.0,-27.5203956334432
34,Excadigger Boterson,79.0,43.47941778639689,49.028674557865294,54.24939152961925,59.14827625164274,63.73203627391977,68.0073791464343,71.9810124191703,75.6596436421118,79.04998036524273,82.15873013854714,84.99260051200895,87.5582990356122,89.8625332593408,91.91201073317879,93.71343900711014,95.27352563111884,96.59897815518889,97.69650412930422,98.57281110344886,99.23460662760677,99.68859825176192,99.94149352589835,100.0,99.87082522405085,99.56067674803492,99.07626212193614,98.42428889573858,97.61146461942613,96.64449684298279,95.53009311639262,94.27496098963952,92.8858080127075,91.36934173558056,89.73226970824267,87.9812994806778,86.12313860286994,84.1644946248031,82.11207509646121,79.97258756782834,77.7527395888884,75.45923870962541,73.09879248002332,70.67810845006616,68.20389416973781,65.68285718902239,63.121705057903874,60.52714532636612,57.90588554439326,55.26463326196913,52.61009602907779,49.9489813957033,47.2879969118295,44.63385012744047,41.993248592520175,39.37289985705256,36.77951147102165,34.21979098441144,31.7004459472058,29.228183909388882,26.809712420944614,24.451739031856853,22.160971292109775,19.944116751687243,17.80788296057323,15.75897746875183,13.804107826206948,11.949981582922605,10.203306288882617,8.57078949407132,7.059138748472335,5.6750616020698335,4.42526560484779,3.3164583067901017,2.355347257880844,1.5486400081040064,0.9030441074434694,0.4252671058833146,0.12201655340753148,0.0,0.0659249956448022,0.32649909032581814,0.7884298340271408,1.458424776732863,2.343191468426641,3.4494374590927928,4.783870298714956,6.353197537277346,8.164126724764063,10.22336541115868,12.537621146445655,15.11360148060874,17.95801396363191,21.07756614549902,24.478965576194373,28.168919805701776,32.154136384004985,36.44132286108848,41.03718678693595,45.94843571153119,51.18177718485866,model A,0.5967838176110596,1.3340913364574685,0.8189449820466792,beta,v1.5,0.005057649220112648,0.10718875038621213,75.0,81.0,-100.0
35,Thumpwidget Botsky,88.0,67.41382592867846,70.9539943739352,74.26199867565037,77.34314017642856,80.20268935445121,82.84588582347659,85.2779383328399,87.50402476745307,89.52929214780504,91.35885662996147,92.9978035055649,94.45118720183481,95.7240312815674,96.82132844313587,97.74804052049014,98.50909848315703,99.10940243624027,99.55382162042036,99.8471944119547,99.99432832267755,100.0,99.86895522690999,99.60590892197231,99.21554513932864,98.7025170686975,98.07144703537423,97.32692650023105,96.47351605971704,95.51574544585813,94.45811352625708,93.30508830409354,92.061106918124,90.73057564268174,89.31786988767703,87.82733419859687,86.26328225650516,84.62999687804268,82.93173001542698,81.17270275645258,79.35710532449077,77.48909707848973,75.57280651297441,73.61233125804677,71.61173807938547,69.57506287824613,67.50631069146117,65.40945569143992,63.2884411861684,61.14717961920976,58.9895525697037,56.81941075236704,54.640574017493215,52.456831350952726,50.27194087419281,48.08962984423763,45.913594653688016,43.74750083072183,41.59498303909383,39.45964507813557,37.3450598827553,35.25476952343831,33.192285206246666,31.161087272819348,29.164625200372146,27.206317601697762,25.289552225165547,23.417685954722046,21.594044809890256,19.82192394577037,18.104587653039317,16.445269357950835,14.847171622335429,13.31346614360071,11.847293754731108,10.451764424287562,9.129957256408252,7.884920490808149,6.719671502778768,5.637196803188769,4.640452038483833,3.73236199068588,2.9158205773944976,2.1936908517852975,1.5688050026113751,1.0439643542024626,0.6219393664648706,0.3054696348822459,0.09726389051497916,0.0,0.016324965551229642,0.14885492495977343,0.400175151593083,0.7728400543957528,1.2693731778891906,1.8922672021718232,2.6439839429185614,3.526954351381294,4.5435785143890115,5.696225654347167,6.987234129238459,model D,0.8499049994411603,1.3050674438694068,1.1442047668699402,gamma,windows 2000,0.5356396815878562,-0.5999428564177498,31.0,97.0,-58.641843314920436
36,Firewaller Botski I,38.0,56.2768126219828,63.72693778833456,70.3145421092379,76.09154872739225,81.10905164552912,85.41722519868226,89.06523790385491,92.1011706870846,94.57193948790533,96.5232222412071,97.99939023649284,99.04344385453278,99.69695268141608,100.0,99.9911316587564,99.7073093180156,99.18386807360763,98.45447845790093,97.5511128182384,96.50401607277088,95.34168084368784,94.09082696784581,92.77638538479376,91.42148640219632,90.04745233865408,88.67379454392123,87.31821479652106,85.99661107875815,84.72308772912852,83.50996997212707,82.36782282545195,81.30547438460712,80.33004348490154,79.44697174084611,78.66005996294815,77.97150895190282,77.38196467018234,76.89056779102236,76.49500762480605,76.19158042284488,75.9752520585576,75.83972508604616,75.7775101760692,75.78000192941255,75.83755906765775,75.9395890013474,76.07463677554824,76.23047839281166,76.3942185135308,76.55239253369638,76.69107304004919,76.79598064262939,76.85259918472401,76.84629533021256,76.76244252830813,76.58654935569605,76.30439223607338,75.90215253708061,75.36655804463442,74.68502881465663,73.84582740220026,72.83821346797386,71.65260276226266,70.28073048624634,68.71581903071599,66.9527500921871,64.98824116640999,62.821026419278716,60.45204193513506,57.88461534247462,55.12465981704233,52.180872462335785,49.064937067494554,45.791731242597635,42.37953793134987,38.850261301172054,35.2296470106818,31.54750685457963,27.837947785926602,24.139605315819992,20.495881290469427,16.955186045668068,13.571184938660139,10.403049257409148,7.515711507260453,4.980125075003785,2.8735282703298384,1.2797127446871825,0.28929628753599507,0.0,0.5169298459106632,1.952862580254719,4.428536055018537,8.072943902428516,13.023634595584491,19.427014886500096,27.438657621531764,37.223613934207776,48.95672981546293,62.82296706125263,model D,0.35910989833345586,0.9549182694375344,0.6701330377578805,beta,v1.5,-0.38,0.41306036559431314,51.0,10.0,69.35378941643165
37,Wallvator Botson,99.0,44.68013520835522,49.07645008199639,53.27938399985971,57.28998976226589,61.10939315262124,64.73879346208061,68.1794640211532,71.43275273825083,74.500082645179,77.38295244957055,80.08293709426194,82.60168832361214,84.94093525676443,87.1024849678504,89.088223073137,90.9001143251161,92.54020321353666,94.01061457337939,95.31355419977463,96.45130946986212,97.426249971594,98.24082813948024,98.89757989727657,99.39912530761542,99.74816922857921,99.94750197721635,100.0,99.90862655022936,99.67643237237365,99.30655639335873,98.80222642079646,98.16675984815652,97.403564366881,96.51613868544173,95.50807325534002,94.38305100404928,93.14484807490008,91.79733457390816,90.34447532354469,88.79033062344945,87.13905701808676,85.39490807134364,83.56223514807097,81.64548820256735,79.64921657400522,77.57806978880002,75.43679836992182,73.23025465314961,70.96339361026828,68.64127367920821,66.26905760112749,63.852013264436835,61.39551455576727,58.90504221788005,56.386184714519835,53.84463910220991,51.286211908990495,48.716820020099505,46.142491570595844,43.56936684492584,41.00369918343169,38.45185589580282,35.920319181470184,33.415687056942744,30.944674290086887,28.514113341348374,26.13095531191699,23.802270898833793,21.535251357041236,19.337209468375235,17.21558051750116,15.177923274790972,13.23192098614431,11.385382369751248,9.646242619798409,8.022564417117255,6.522538946775416,5.154486922610184,3.9268596187050058,2.848239907808821,1.927343306697373,1.1730190284779518,0.5942510418361362,0.2001591372255129,0.0,0.0031682904887964354,0.21919773101420226,0.6577621998515539,1.3286768321321725,2.2418991276892943,3.4075300658455854,4.835815227144835,6.53714592202456,8.522060326432952,10.80124462438726,13.385534157475151,16.285914581299235,19.51352302886327,23.07964928090207,26.995736943152952,model A,0.789288551599109,1.2882269438002956,1.1163902682324731,gamma,windows 2000,0.5079136895732379,-0.5424217673112545,78.0,82.0,-100.0
38,Thumpwidget Botson,25.0,66.7726306597523,68.40690150975087,70.07085249979964,71.75543755064152,73.45189794068713,75.15176230601494,76.84684664037118,78.52925429516978,80.19137597949249,81.82588976008884,83.42576106137611,84.98424266543935,86.49487471203138,87.95148469857278,89.34818748015195,90.679385269525,91.93976763711585,93.12431151101616,94.22828117698533,95.24722827845066,96.17699181650708,97.01369814991737,97.75376099511202,98.39388142618934,98.93104787491535,99.36253613072395,99.68590934071673,99.89901800966304,100.0,99.98728053183257,99.85957218293339,99.61587488874295,99.25547594236946,98.77794999458887,98.183159053845,97.47125248624936,96.64266701558122,95.69812672328769,94.6386430484836,93.46551478795156,92.18032809614193,90.7849564851729,89.2815608248304,87.67258934256799,85.9607776235073,84.14914861043746,82.24101260381552,80.23996726176618,78.14989760008208,75.97497599222342,73.7196621693184,71.38870322016274,68.98713359122016,66.52027508662201,63.99373686816742,61.41341545532334,58.78549472522451,56.11644591267333,53.4130276101401,50.68228576776279,47.931553693347176,45.16845205236683,42.40088886796307,39.637059520944945,36.88544674978933,34.15482065064088,31.454238677311935,28.793045641282728,26.180873711701167,23.627642415382983,21.143558636811576,18.739116618138258,16.425097959182033,14.212571617429681,12.112893908035769,10.137708503822603,8.298946435280289,6.6088260905667235,5.079853215507482,3.724820913595998,2.556809645993467,1.5891872315287923,0.8356088466987752,0.3100170256678893,0.02664166026829167,0.0,0.24489665203089261,0.7764235811965063,1.609960110000163,2.761172918612982,4.2460160448737785,6.080730884289318,8.28184619003396,10.866178072949845,13.850830001546925,17.25319280200305,21.090944658163547,25.38205111154177,30.144765061318736,35.39762676434323,model B,0.5453125489492014,1.5075206240736232,1.0564578592710705,gamma,windows 2000,-0.1000249022697447,0.1692166471807736,33.0,87.0,-43.60119683565827
39,Rockborer Botson II,65.0,67.90334052281551,68.14513783113374,68.56979169292957,69.16069736402414,69.90169400474272,70.7770646799146,71.77153635887315,72.87027991545575,74.0589101280039,75.32348567936317,76.65050915688312,78.02692705241743,79.44012976232383,80.87795158746414,82.32867073320415,83.7810093094138,85.22413333046707,86.64765271524197,88.0416212871206,89.39653677398913,90.70334080823777,91.9534189267608,93.13860057095657,94.25115908672743,95.28381172447988,96.22971963912445,97.08248789007573,97.83616544125233,98.48524516107697,99.02466382247643,99.44980210288156,99.75648458422722,99.94097975295236,100.0,99.93070162081722,99.73068481535515,99.39799368806901,98.93111624791803,98.32898440836551,97.59097398737889,96.71690470742959,95.70704019549311,94.56208798304901,93.2831995060809,91.87197010507654,90.33043902502762,88.66108941542994,86.86684833028335,84.95108672809188,82.91761947186346,80.77070532911017,78.51504697184808,76.15579097659743,73.69852782438244,71.14929190073137,68.51456149567656,65.8012588037546,63.01674992400581,60.16884485997475,57.26579751971016,54.3163057157645,51.32951116519473,48.314999489561544,45.28280021492973,42.24338677186822,39.20767649545003,36.187030625252234,33.19325430535592,30.23859658434615,27.335750415312148,24.4978526558473,21.73848406804893,19.071669318518456,16.51187697836124,14.07401952318682,11.773453333108867,9.625978692745042,7.6478397912170735,5.855724722150716,4.266765483675698,2.8985379784258996,1.7690620135394037,0.8968013006582362,0.30066345592834637,0.0,0.0146063580274064,0.3647218596686669,1.0710297390864476,2.154657134946634,3.6371750904199973,5.540598553181065,7.887386375408206,10.700441313784252,14.003110029495861,17.819183088233647,22.172894960192586,27.088924020071374,32.592392547073516,38.70886672490506,45.46435664177782,model A,0.510356220440112,1.3362686496782272,0.8471033142916278,gamma,windows 2000,0.17360198736628019,-0.19276931476180076,91.0,51.0,-56.45290461806141
40,Stoneborer Botberg,96.0,99.96918046098541,100.0,99.95856983153021,99.8464796410155,99.66531911389521,99.41667793560873,99.1021457915955,98.72331236729487,98.28176734814625,97.77910041958904,97.21690126706261,96.5967595760064,95.92026503185977,95.18900732006215,94.4045761260529,93.5685611352714,92.6825520331571,91.74813850514934,90.76691023668756,89.74045691321112,88.67036822015942,87.55823384297189,86.40564346708788,85.21418677794681,83.98545346098805,82.72103320165104,81.42251568537513,80.09149059759973,78.72954762376423,77.33827644930805,75.91926675967056,74.47410824029116,73.00439057660924,71.5117034540642,69.99763655809545,68.46377957414234,66.9117221876443,65.34305408404073,63.759364948771015,62.162244467274554,60.55328232499072,58.93406820735891,57.30619179981856,55.671242787809035,54.030810856769726,52.38648569214003,50.739856979359345,49.09251440386708,47.446047651102596,45.80204640650532,44.162100355514625,42.52779918356992,40.900732576110585,39.28249021857606,37.674661796405665,36.078836995038834,34.49660549991497,32.929556996473465,31.379281170153707,29.847367706395094,28.335406290637007,26.844986608318848,25.377698344880045,23.935131185759943,22.51887481639795,21.13051892223347,19.771653188705894,18.443867301254638,17.148750945319062,15.887893806338576,14.662885569752577,13.475315921000453,12.326774545521623,11.218851128755443,10.15313535614131,9.131216913118646,8.15468548512685,7.22513075760529,6.3441424159933755,5.513310145730501,4.734223632256055,4.0084725610094285,3.3376466174300137,2.72333548695724,2.167128855030479,1.6706164070891028,1.2353878285725408,0.863032804920146,0.5551410215713668,0.3133021639655946,0.13910591754214355,0.03414196774052004,0.0,0.038269699760108966,0.15054075246016127,0.33840284353952876,0.6034456584376795,0.9472588825939278,1.3714322014477798,1.8775553004385308,model A,0.897835193942844,1.6889690601487297,1.3921938062889443,gamma,windows 2000,0.5083196724143191,-0.5273074618008275,83.0,99.0,-100.0
41,Walldigger Botsky,74.0,37.57592413353333,43.68447727966088,49.43132955922811,54.824006171473386,59.87003231563508,64.57693319095156,68.95223399666122,73.00345993200241,76.73813619621353,80.16378798853293,83.287940508199,86.11811895445011,88.66184852652465,90.92665442366096,92.92006184509745,94.64959599007244,96.12278205782438,97.3471452475916,98.33021075861245,99.07950379012537,99.60254954136867,99.90687321158074,100.0,99.88945510586478,99.58276372841347,99.08745106688444,98.41104232051605,97.56106268854668,96.54503737021474,95.37049156475858,94.04495047141654,92.575939289427,90.97098321802841,89.23760745645907,87.3833372039574,85.41569765976173,83.34221402311044,81.17041149324197,78.90781526939462,76.56195055080678,74.14034253671682,71.65051642636314,69.0999974189841,66.4963107138181,63.84698151010348,61.1595350070786,58.44149640398189,55.70039090005166,52.943743694526255,50.17907998664421,47.41392497564378,44.655803860763335,41.91224184124131,39.190764116316004,36.498895885225856,33.84416234720919,31.234088701504387,28.676200147349906,26.17802188398403,23.747079110645135,21.390897026571636,19.117000831001818,16.932915723174197,14.846166902327052,12.86427956769881,10.994778918527789,9.245190154052416,7.623038473511011,6.135849076141946,4.7911471611836625,3.596457927874525,2.5593065754529065,1.6872183031570682,0.9877183102255617,0.468331795896521,0.13658395940862467,0.0,0.06610511690920574,0.34242450937443586,0.8364833766342424,1.5558069179268192,2.507920332490659,3.700348819564081,5.1406175783855845,6.836251808193351,8.794776708225944,11.023717477721547,13.53059931591859,16.3229474220556,19.4082869953708,22.794143235102645,26.488041340489428,30.4975065107696,34.83006394518139,39.49323884296347,44.49455640335391,49.841541825591,55.54172030891351,61.60261705255965,68.03175725576773,model D,0.3032183267301055,0.8409217477511121,0.45595089186574883,beta,v1.5,0.020399240654185358,0.011866742070656036,34.0,1.0,80.0
42,Waterwidget Botski,54.0,100.0,96.3807311207852,93.14294842191784,90.26388962640853,87.72133316895882,85.49359819596103,83.55954456549829,81.89857284734462,80.49062432296483,79.31618098551458,78.35626553984041,77.5924414024796,77.00681270166034,76.58202427730161,76.30126168101327,76.14825117609595,76.10725973754118,76.1630950520313,76.30110551793943,76.50718024532962,76.76774905595668,77.0697824832663,77.40079177239495,77.74882888016998,78.10248647510959,78.45089793742275,78.7837373590093,79.09121954345994,79.36410000605615,79.59367497377026,79.77178138526551,79.89079689089581,79.94363985270606,79.92376934443193,79.82518515149994,79.64242777102741,79.37057841182255,79.00525899438433,78.54263215090258,77.9794012252581,77.31281027302227,76.54064406145746,75.66122806951691,74.67342848784453,73.57665221877527,72.37084687633481,71.05650078623961,69.63464298589702,68.10684322440534,66.47521196255337,64.74240037282114,62.911600339379326,60.98654445808934,58.971506036503584,56.87129909386538,54.691278361108516,52.437339280857955,50.11591800742951,47.733991406829475,45.2990770567553,42.81923324659524,40.30305897742827,37.75969396202425,35.1988186248438,32.63065410203862,30.06596224145096,27.516045602613907,24.99274745675166,22.508451786779137,20.076083287301678,17.709107364616223,15.421530136709993,13.227898433260982,11.143299795638614,9.183362476902428,7.364255441803151,5.702688366782548,4.215911639972703,2.921716361196836,1.8384343419693712,0.9849381054946569,0.38064088666888046,0.04549663207813289,0.0,0.26518636040266125,0.8626317949451966,1.814453096977471,3.143307771540136,4.872394035364837,7.025450816873528,9.6267577561801,12.701135205087994,16.27394422709234,20.37108659737914,25.019004802824373,30.244682041995684,36.07564222515132,42.53994997424032,49.66621062290254,57.48357021646869,model B,1.0075688582211642,1.611731643065018,1.4032166111185456,gamma,windows 2000,0.49465741245477435,-0.5788037934225405,15.0,99.0,-22.83161753858967
43,Rockdigger Botchik Jr.,53.0,16.781685361180124,24.363949831241253,31.525055415413423,38.27364036461695,44.61834292977213,50.56780136179928,56.13065391161872,61.31553883015074,66.13109436831566,70.58595877703378,74.68877030722541,78.44816720981088,81.87278773571045,84.97127013584448,87.75225266113324,90.22437356249708,92.39627109085626,94.27658349713114,95.87394903224198,97.19700594710913,98.25439249265287,99.05474691979352,99.60670747945139,99.91891242254678,100.0,99.85860846273137,99.5033760616612,98.94294104770977,98.18594167179742,97.24101618484444,96.11680283777117,94.82193988149787,93.36506556694488,91.75481814503252,89.99983586668105,88.10875698281085,86.09021974434215,83.95286240219532,81.70532320729065,79.35624041054841,76.91425226288897,74.38799701523263,71.78611291849964,69.11723822361033,66.39001118148515,63.613070043044154,60.79505305920787,57.944598480896495,55.07034455903028,52.18092954452969,49.28499168831501,46.391169241306386,43.508100454424294,40.64442357858905,37.80877686472078,35.009798563740055,32.25612692656693,29.556400204121847,26.919256647325096,24.353334507097006,21.867272034357875,19.469707480027918,17.16927909502754,14.97462513027726,12.894383836696868,10.937193465206978,9.11169226672812,7.426518492180172,5.890310392483769,4.511706218558997,3.2993442213262774,2.261862651705919,1.4078997606182309,0.7460937989834039,0.28508301772198313,0.0335056677540371,0.0,0.19320426538017632,0.6217567148148773,1.2942955992242808,2.2194591695289576,3.405885676648953,4.862213371504708,6.597080505016531,8.619125328104731,10.93698609168948,13.559301046691367,16.494708444030415,19.75184653462722,23.339353569401656,27.265867799274474,31.54002747516582,36.17047084799603,41.1658361686851,46.53476168815384,52.285885657322375,58.427846327110665,64.9692819484396,71.91883077222924,79.28513104939981,model A,0.30395610949235613,1.0336395789413952,0.46784486060595293,beta,v1.5,-0.09493930830309533,0.09615117645288777,57.0,94.0,-100.0
44,Stoneminer Boterson,65.0,72.33992347246523,75.42468620970139,78.30596621541345,80.98773163367848,83.47395060857356,85.7685912841757,87.875621804562,89.79901031380948,91.54272495599521,93.11073387519625,94.50700521548961,95.7355071209524,96.80020773566167,97.70507520369443,98.45407766912778,99.05118327603874,99.5003601685044,99.80557649060178,99.97080038640797,100.0,99.89714347545491,99.66619895684978,99.31113458826167,98.8359185137676,98.24451887744465,97.54090382336987,96.72904149562031,95.81290003827303,94.79644759540508,93.68365231109352,92.4784823294154,91.18490579444779,89.8068908502677,88.34840564095225,86.81341831057844,85.20589700322334,83.529809862964,81.78912503387751,79.98781066004086,78.12983488553115,76.21916585442544,74.25977171080075,72.25562059873415,70.21068066230272,68.12892004558348,66.01430689265348,63.8708093475898,61.70239555446949,59.5130336573696,57.30669180036714,55.08733812753926,52.85894078296294,50.62546791071528,48.39088765487325,46.159168159514046,43.934277568714585,41.72018402655199,39.520855677103285,37.34026066444559,35.18236713265585,33.05114322581124,30.950557087988724,28.884576863265366,26.857170695718253,24.872306729424448,22.933953108460955,21.046077976904883,19.212649478833278,17.437635758323143,15.7250049594516,14.078725226295576,12.502764702932353,11.001091533438707,9.577673861891967,8.236479832369028,6.981477588946896,5.816635275702769,4.745921036713652,3.7733030160565604,2.90274935780853,2.1382282060466857,1.4837077048480745,0.943155998289744,0.5205412304486987,0.21983154540199712,0.04499508722680622,0.0,0.0888144277988216,0.3154065147001883,0.6837444047811696,1.1977962421189325,1.861530170790351,2.6789143348726685,3.6539168784428124,4.790505945577832,6.092649680354849,7.564316226850912,9.20947372914295,11.032090331308225,13.036134177423635,model D,0.1982379392966221,1.1684752217427827,0.48684750750262146,beta,v1.5,0.06813640925729375,-0.011473379660260595,27.0,38.0,55.01741143942837
45,Stonelift Botchik,95.0,11.913950443550634,18.999252187712802,25.737888599623364,32.13617162255903,38.20041319979653,43.936925274612555,49.35201979028382,54.45200869008705,59.24320391729895,63.731917415196214,67.92446112705561,71.82714699615379,75.44628696576748,78.78819297917342,81.85917697964832,84.66555091046885,87.21362671491177,89.50971633625376,91.56013171777155,93.37118480274185,94.94918753444135,96.30045185614681,97.43128971113491,98.34801304268235,99.05693379406588,99.56436390856219,99.87661532944799,100.0,99.94082986349493,99.70541686320948,99.30007294242039,98.73111004440435,98.0048401124381,97.12757508979831,96.10562691976172,94.94530754560506,93.652928910605,92.23480295803827,90.69724163118163,89.04655687331167,87.28906062770524,85.43106483763894,83.4788814463896,81.43882239723376,79.31719963344837,77.12032509830998,74.85451073509527,72.52606848708106,70.14131029754407,67.70654810976086,65.22809386700835,62.71225951256311,60.165356989701834,57.593698241701354,55.00359521183835,52.401359843389415,49.793304079631326,47.1857398638409,44.58497913929481,41.997333849269616,39.42911593704222,36.88663734588925,34.3762100190874,31.90414589991345,29.476756931644005,27.10035505755588,24.781252220925733,22.525760365030333,20.340191433146284,18.230857368550407,16.204070114519357,14.266141614329964,12.423383811258768,10.682108648582538,9.048628069577987,7.529254017521884,6.130298435690946,4.858073267361763,3.7188904558110436,2.719061944315751,1.8648996761523478,1.1627155945976737,0.6188216429283102,0.2395297644211009,0.03115190235275997,0.0,0.1523860006392627,0.49462184754766697,1.0330194840017966,1.7738908532780737,2.72354789865364,3.888302563404921,5.274466790808774,6.888352524141915,8.736271706680904,10.824536281702452,13.1594581924835,15.747349382300685,18.59452179443057,21.707287372150013,model B,0.6511923979185168,1.3450204135958688,0.9628735626716174,gamma,windows 2000,0.000334627197977555,-0.04124094837821668,94.0,63.0,-79.88976074776178
46,Rockminer Botski,63.0,19.77256436012714,24.75250173812318,29.679101655304606,34.53309142906908,39.296523882243434,43.9527462923489,48.48636934086636,52.88323606250162,57.13039079445047,61.21604812566414,65.12956184611434,68.8613938960586,72.40308331530547,75.7472151924797,78.88738961428754,81.81819061478194,84.53515512462776,87.03474192036704,89.31430057368419,91.37204040067121,93.20699941109298,94.81901325765244,96.20868418525579,97.37734998027781,98.32705291982703,99.06050872101089,99.58107549020112,99.8927226722989,100.0,99.90800644306019,99.62235915756024,99.1491624351714,98.49497665242043,97.66678721995494,96.67197353180855,95.51827791466614,94.21377457712917,92.76683855898068,91.1861146804508,89.48048649148183,87.65904522099336,85.73105872614777,83.70594044161523,81.59321832883899,79.4025038253007,77.14346079378551,74.8257744716473,72.45912042007416,70.05313347335323,67.61737668813612,65.1613102927043,62.69426063623394,60.22538913806146,57.763661236948835,55.31781534034842,52.89633177366853,50.5074017295385,48.158896217073895,45.85833501114199,43.61285560162668,41.42918214269384,39.31359440205656,37.27189671024045,35.309386909848776,33.430825304827685,31.640403609731226,29.941713898987114,28.337717556161586,26.83071422322457,25.422310749815285,24.11339014250654,22.90408051407169,21.793724032747967,20.7808458715031,19.863123157299384,19.03735392036022,18.299426043434146,17.644286211060606,17.06590885883559,16.55726512267597,16.11029178808512,15.715860239418616,15.363745409148702,15.042594727129908,14.739897069864655,14.441951709767178,14.133837264430452,13.799380645890338,13.421126009891044,12.980303705150018,12.45679922262433,11.829122144774672,11.074375094830993,10.1682226860572,9.084860471018727,7.796983890844487,6.275757224493823,4.490782538020568,2.410068633842489,0.0,model B,0.7330788695596171,1.4428086215953786,1.0641821354846888,gamma,windows 2000,0.06233289424041072,-0.031867403490726615,69.0,79.0,-100.0
