id,name,expires,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16,t_17,t_18,t_19,t_20,t_21,t_22,t_23,t_24,t_25,t_26,t_27,t_28,t_29,t_30,t_31,t_32,t_33,t_34,t_35,t_36,t_37,t_38,t_39,t_40,t_41,t_42,t_43,t_44,t_45,t_46,t_47,t_48,t_49,t_50,t_51,t_52,t_53,t_54,t_55,t_56,t_57,t_58,t_59,t_60,t_61,t_62,t_63,t_64,t_65,t_66,t_67,t_68,t_69,t_70,t_71,t_72,t_73,t_74,t_75,t_76,t_77,t_78,t_79,t_80,t_81,t_82,t_83,t_84,t_85,t_86,t_87,t_88,t_89,t_90,t_91,t_92,t_93,t_94,t_95,t_96,t_97,t_98,t_99,t_100,Astrogation Buffer Length,InfoCore Size,Sonoreceptors,Arakyd Vocabulator Model,Axial Piston Model,Nanochip Model,Cranial Uplink Bandwidth,Polarity Sinks,AutoTerrain Tread Count,Repulsorlift Motor HP,Productivity
36,Excawaller Botson,21.0,100.0,97.57498198968919,95.39104852589736,93.4392023102659,91.71029263930443,90.19502909494605,88.88399523510256,87.76766228421977,86.83640282383264,86.08050448312072,85.49018362946322,85.05559905899437,84.7668656871587,84.61406823926616,84.58727494104753,84.67655120920958,84.87197334199035,85.16364220971447,85.54169694534822,85.99632863505508,86.5177940087507,87.09642913065836,87.7226630898641,88.38703169087202,89.08019114415954,89.79293175673274,90.51619162268136,91.24107031373437,91.95884256981498,92.66097198959605,93.3391247210553,93.9851831520305,94.5912596007748,95.14971000651201,95.65314761999171,96.09445669404472,96.46680617413818,96.76366338893088,96.97880774082847,97.10634439653877,97.14071797762705,97.07672625107115,96.90953381981689,96.63468581333323,96.24812157816754,95.74618836850095,95.12565503670339,94.38372572388916,93.51805355047173,92.52675430671961,91.408420143311,90.16213326188941,88.78747960561887,87.28456254973904,85.65401659212064,83.8970210438205,82.01531371963705,80.0112046286655,77.88758966485292,75.64796429755364,73.29643726208472,70.83774425028076,68.27726160104939,65.6210199909267,62.875718124632066,60.04873642562389,57.148150726654414,54.182745960325306,51.162029849642686,48.09624659857261,44.99639058259608,41.874220039264564,38.74227075875489,35.61386977442488,32.50314905336834,29.425059186970714,26.395383081463393,23.43074964848027,20.54864749561223,17.767438616962153,15.106372083700858,12.585597734621967,10.226179866696974,8.05011092563141,6.080325196418903,4.340712493896929,2.8561318533026716,1.6524252208267438,0.7564311441706763,0.1959984630996326,0.0,0.1983462504328883,0.8219990736907025,1.9029853833511925,3.474410837833592,5.570473530953535,8.226477682478297,11.47884732868249,15.36514001290239,19.92406047609195,54.138153527822396,1.1262658672761459,-0.7107287330444787,model A,gamma,v2.0,-0.41873675209020605,0.4123622186132336,53.0,67.0,-8.432608817776568
37,Wallwaller Botson,33.0,100.0,90.08702103857817,81.30811937896384,73.60405069746598,66.91607008343593,61.18602381054785,56.35643774238407,52.37060237232478,49.17265449774266,46.70765552850181,44.921666429761544,43.761819299084756,43.17638557785079,43.11484089697314,43.527926556921585,44.36770764204908,45.587627769223126,47.14256047076199,48.98885721167536,51.08439204120965,53.38860287869801,55.862529433714904,58.46884776053527,61.17190144689856,63.937729437076804,66.73409048924829,69.53048426717466,72.29816906618366,75.01017617345596,77.64132086261672,80.16821002263194,82.56924642100918,84.82462960130285,86.91635341492487,88.8282001872588,90.5457315180794,92.05627571627663,93.34891186888426,94.41445054441294,95.24541113048814,95.83599580579276,96.1820601463139,96.28108036589481,96.13211719109134,95.73577637033223,95.09416581738604,94.21084938912945,93.09079729762428,91.74033315649518,90.16707766161466,88.3798889060913,86.38879932956362,84.20494930179811,81.84051734059037,79.30864696397475,76.6233701767337,73.799527591216,70.8526851824578,67.7990476776069,64.65536857965466,61.43885682546956,58.16708007813845,54.85786465360904,51.52919208164044,48.19909230105506,44.88553348929701,41.60630852629661,38.378918092635374,35.22045040201837,32.147457568053106,29.175828605326732,26.320659064796164,23.59611730347623,21.015307388434014,18.590128635090284,16.331131779824194,14.247371786879166,12.346257289579302,10.633396665849228,9.112440748031087,7.784922167017508,6.650091330681756,5.704749036612927,4.94307571916002,4.356457330777137,3.9333078576724043,3.6588884697651385,3.515123304944373,3.48041188763311,3.5294381816606353,3.6329762774311476,3.7576927134079083,3.865945431889833,3.9155793691039316,3.859718679594093,3.646555594924291,3.219135916670521,2.5151411437325013,1.4666672339481603,0.0,-55.6503638800387,1.2781199845182578,-0.4293370822890138,model B,kappa,v0.5,-0.1542174884791927,0.08643785239032813,75.0,4.0,51.696121505761425
38,Excadigger Botson II,33.0,81.89815773594322,86.52539856590897,90.33493305110161,93.40260534534963,95.80036765016688,97.59636695270984,98.85503176373489,99.63715885555561,100.0,99.99734870636773,99.6796269593875,99.0939719571742,98.2843228491863,97.29150747418296,96.15332909818149,94.90465315241438,93.57749397128688,92.20110153033394,90.80204818417769,89.40431540448468,88.02938051792307,86.69630344411996,85.42181343361868,84.22039580583595,83.10437868701932,82.08401974820421,81.16759294317151,80.36147524640441,79.67023339104607,79.09671060685667,78.64211335817077,78.30609808185444,78.08685792526275,77.9812094841969,77.98467954086132,78.09159180182144,78.29515363596047,78.58754281243677,78.9599942386413,79.40288669815489,79.9058295887051,80.45774966012387,81.04697775230504,81.66133553316091,82.2882222365799,82.91470140038403,83.52758760428577,84.1135332078455,84.65911508842888,85.15092137916416,85.57563820689866,85.9201364301573,86.17155837709933,86.31740458347487,86.34562053058332,86.24468338323047,86.00368872768418,85.61243730963442,85.06152177214776,84.34241339362707,83.44754882576615,82.37041683151037,81.1056450230099,79.64908659958103,77.99790708566037,76.15067106876346,74.10742893744184,71.86980361924064,69.441077318656,66.82627825508929,64.0322674008105,61.06782521891092,57.94373840125918,54.67288660646301,51.27032919782428,47.7533919812954,44.14175394343792,40.45753398938012,36.72537768077152,32.97254397374305,29.22899195686562,25.527467589101644,21.90359043776668,18.395940416487964,15.04614452315837,11.898963577893866,9.002378960991448,6.407679350891761,4.169547462123229,2.3461467832739906,0.9992083149406203,0.19411730768627203,0.0,0.4898103562540298,1.7404168046584987,3.8326889752196682,6.851584437703587,10.886235439580325,16.03003564398948,22.380726867700343,-90.41387172911087,1.0124224624205613,-0.8137708524604463,model A,gamma,v2.0,-0.4456800196411256,0.27095894094908535,56.0,37.0,80.0
39,Watervator Botberg Jr.,29.0,78.07699293479182,79.16097338674068,80.22378683975255,81.2649059717161,82.28380346052008,83.27995198405314,84.25282422020406,85.20189284686148,86.12663054191415,87.02650998325072,87.90100384875997,88.74958481633057,89.57172556385122,90.36689876921062,91.13457711029749,91.87423326500056,92.5853399112085,93.26736972681002,93.91979538969383,94.54208957774865,95.13372496886319,95.69417424092612,96.22291007182618,96.71940513945208,97.18313212169248,97.61356369643613,98.01017254157173,98.37243133498797,98.69981275457359,98.99178947821726,99.24783418380768,99.4674195492336,99.65001825238367,99.79510297114666,99.90214638341125,99.97062116706613,100.0,99.9897555601016,99.9393605252596,99.84828757336274,99.71600938229972,99.54199862995921,99.32572799422996,99.06667015300067,98.76429778416002,98.41808356559675,98.02750017519953,97.59202029085708,97.11111659045815,96.58426175189138,96.01092845304551,95.39058937180923,94.72271718607126,94.00678457372031,93.24226421264508,92.42862878073427,91.5653509558766,90.65190341596073,89.68775883887544,88.67238990250941,87.6052692847513,86.48586966348988,85.3136637166138,84.08812412201182,82.80872355757263,81.47493470118489,80.08623023073737,78.64208282411875,77.14196515921773,75.58534991392301,73.97170976612335,72.30051739370738,70.57124547456384,68.78336668658146,66.9363537076489,65.0296792156549,63.06281588848815,61.035236404037384,58.94641344019126,56.79581967483853,54.58292778586785,52.30721045116798,49.9681403486276,47.565190156135415,45.09783255158016,42.56554021285047,39.96778581783515,37.30404204442282,34.57378157050225,31.776477073962084,28.911601232691087,25.97862672457793,22.97702622751133,19.90627241937999,16.765837978072597,13.555195581477916,10.27381790748459,6.92117763398138,3.4967474388569277,0.0,-86.56280781929189,1.2496444488349943,-0.5338849992012361,model B,beta,v1.0,-0.2109625218441834,0.1569581126748073,13.0,16.0,31.952214697919835
40,Pushwaller Boterson,33.0,100.0,90.39121833047531,81.68972126890237,73.8513565283278,66.83288010091405,60.59195625793945,55.08715754979806,50.27796480599982,46.12476713517053,42.58886192505174,39.632454842500884,37.21865983349121,35.31149912311179,33.875903215567504,32.8777108941791,32.283669221383136,32.06143353873196,32.17956746689381,32.60754290565271,33.3157400339085,34.27544730967691,35.458861470089396,36.83908753139336,38.390138788951944,40.08693681724414,41.90531146986476,43.822000879524495,45.814651458049774,47.8618178963829,49.942963164582075,52.038458511821176,54.12958346639009,56.19852583569428,58.22838170625533,60.20315544371038,62.10775969281256,63.92801537743087,65.65065170055,67.2633061442705,68.75452446980877,70.11376071749706,71.33137720678347,72.3986445362318,73.3077415835219,74.05175550544904,74.62468173792482,75.0214239959764,75.23779427374679,75.27051284449462,75.11720826059494,74.776417353538,74.24758523393007,73.53106529149349,72.62811919506618,71.54091689260177,70.27253661117018,68.82696485695674,67.20909641526251,65.42473435050488,63.48059000621702,61.384283005047166,59.144341248760114,56.77020091823658,54.27220647347247,51.66161065357976,48.9505744767867,46.15216724043691,43.28036652098986,40.350058174020994,37.37703633422152,34.37800341539848,31.370570110474716,28.373255391488893,25.405486509595544,22.487598995064978,19.64083665728378,16.887351584753105,14.250204145091175,11.7533629850326,9.421705030425457,7.281015486235236,5.357987836544063,3.6802238445479967,2.276233552560259,1.1754352820088838,0.40815563343922084,0.0056294865108246816,0.0,0.42431861179904945,1.3125450389149567,2.6995472774721527,4.6211016027095395,7.113892568981685,10.215513009761157,13.964464037633292,18.40015504430234,23.562903700586048,29.493935956418362,36.2353860408504,43.83029646204776,-60.59091953589113,1.541862903801169,-0.20906118152534636,model D,zeta,v1.5,0.1635019762894946,-0.18060258976969337,87.0,32.0,47.41180914179276
41,Pushwidget Botsky,57.0,0.0,6.658275564598768,12.827155799840611,18.542917601014306,23.839920176160508,28.75065062534733,33.30576951994593,37.53415648190612,41.462955763031836,45.11762182425689,48.52196491492034,51.69819665204227,54.66697559959921,57.44745284779985,60.05731759236046,62.51284271378063,64.82893035661876,67.01915750876758,69.09582158072993,71.06998598489412,72.95152571480959,74.74917292446254,76.47056250755146,78.12227767676266,79.70989554304596,81.23803269489022,82.7103907775988,84.12980207256533,85.49827507654928,86.81704008095124,88.08659475108895,89.30674970547248,90.47667409508013,91.59494118263362,92.65957392187417,93.66809053683764,94.61755010113036,95.50459811720461,96.3255120956341,97.07624713438982,97.7524814981154,98.34966219740276,98.8630505680677,99.28776785042533,99.61884076856595,99.85124710963028,99.97996130308536,100.0,99.90646765232017,99.69460209214478,99.35982011100137,98.89776303912149,98.30434232471612,97.57578511325165,96.7086798267254,95.70002174294065,94.54725857478307,93.24833604949582,91.8017434879546,90.20655938394468,88.46249698343472,86.56994986385403,84.5300375133666,82.34465091014786,80.01649810165999,77.54914978392668,74.94708488080992,72.21573612328504,69.36153562871579,66.39196048013073,63.31557830549811,60.142092857002595,56.88238959031929,53.548581243890055,50.154053418200164,46.713510155050884,43.24301951683912,39.76005916582977,36.28356194343259,32.83396144947711,29.43323762148892,26.104962313966535,22.87434487765285,19.76827773881508,16.815381978518406,14.046052911900997,11.492505667450505,9.188820766280937,7.170989701404318,5.476960517010233,4.146683387739459,3.222156197961106,2.7474701210449,2.768855198639881,3.3347259199505976,4.4957268010078515,6.304777963950424,8.817120716296774,12.090363130220718,16.18452562182969,-56.199921174027146,1.7683196835476798,-0.06224636245747672,model D,alpha,windows 2000,0.36563388781491124,-0.4038879849412338,78.0,73.0,-64.80248505353697
42,Thumpwalker Botsky I,66.0,100.0,95.93420020383304,92.31678816625816,89.12151549524538,86.32274509631912,83.89545117255828,81.8152192245962,80.05824605062072,78.60133974637408,77.42191970515297,76.49801661780857,75.8082724727465,75.33194055592678,75.04888545086396,74.939583038627,74.98512049783935,75.16719630467884,75.46812023287782,75.87081335372305,76.35880803605576,76.91624794627167,77.52788804832088,78.17909460370795,78.85584517149196,79.54472860828639,80.23294506825921,80.90830600313278,81.55923416218391,82.174763592244,82.7445396376987,83.2588189404883,83.70846944010738,84.0849703736051,84.38041227558503,84.58749697820512,84.69953761117787,84.71045860177021,84.61479567480346,84.40769585265355,84.08491745525065,83.64283010007945,83.07841470217926,82.38926347414365,81.57357992612069,80.63017886581291,79.55848639847733,78.35853992692527,77.03098815152288,75.57709107019029,73.99871997840225,72.2983574691882,70.47909743313167,68.54464505837097,66.4993168305985,64.34804053306156,62.096355246561544,59.75041134945429,57.31697051765041,54.80340572461473,52.21770124136631,49.568452636479314,46.86486677608174,44.1167618238563,41.33456724104019,38.52932378642483,35.7126835163564,32.89690978473534,30.094877243016523,27.32007184020929,24.58659082287764,21.909142735139902,19.30304741866868,16.78423601269111,14.369250953988983,12.075245976898497,9.919986113309884,7.921847692668351,6.099818341973259,4.4734969857787235,3.063093846192924,1.889430442878743,0.9739395930534819,0.33866541148869095,0.006263310510555424,0.0,0.3437534873919337,1.062013077675593,2.179879373395239,3.7230642746493348,5.717890979090922,8.1912939819268,11.170819075919015,14.68462335138402,18.76147519619246,23.430754295769187,28.722451633093932,34.667169488701184,41.29612144067873,48.64113236466972,56.73463843387175,52.84375961628635,1.4971321130642097,-0.4269218491473142,model C,zeta,v1.5,0.005706776217657139,-0.04530020192226322,67.0,21.0,48.97584019446785
43,Firewaller Botsky,21.0,53.49432988097765,55.72348593933595,57.899093235165886,60.02105986011846,62.08929390584467,64.10370346399547,66.0641966262219,67.97068148417496,69.82306612950559,71.6212586538648,73.36516714890362,75.05469970627303,76.689764417624,78.27026937460752,79.79612266887463,81.26723239207627,82.68350663586344,84.04485349188717,85.35118105179843,86.6023974072482,87.7984106498875,88.9391288713673,90.02446016333862,91.05431261745242,92.02859432535972,92.9472133787115,93.81007786915876,94.61709588835247,95.36817552794368,96.0632248795833,96.7021520349224,97.28486508561193,97.81127212330289,98.28128123964628,98.69480052629311,99.05173807489433,99.35200197710097,99.595500324564,99.78214120893442,99.91183272186325,99.98448295500144,100.0,99.95829194850995,99.85926689218225,99.7028329226679,99.48889813161789,99.2173706106832,98.88815845151487,98.50116974576386,98.05631258508114,97.55349506111777,96.99262526552468,96.37361128995292,95.69636122605341,94.96078316547721,94.16678519987526,93.31427542089862,92.40316192019822,91.43335278942506,90.40475612023019,89.31728000426455,88.17083253317912,86.96532179862491,85.70065589225295,84.37674290571421,82.99349093065965,81.55080805874032,80.04860238160717,78.48678199091121,76.86525497830343,75.18392943543483,73.4427134539564,71.64151512551913,69.780242541774,67.85880379437201,65.87710697496418,63.83506017520146,61.73257148673488,59.569549001215435,57.34590081029405,55.061535005621856,52.71635967884969,50.31028292162861,47.843212825609655,45.315057482443784,42.72572498378194,40.0751234212752,37.36316088657446,34.58974547133082,31.75478526719524,28.858188365818645,25.899862858852124,22.8797168379466,19.797658394753075,16.6535956209226,13.447436608106115,10.179089447954597,6.848462232119119,3.4554630522505305,0.0,11.504364076055367,1.2134923795502441,-0.5736915339428024,model B,beta,v1.0,-0.2485152648704525,0.2636354099917978,96.0,12.0,32.688819752149875
44,Waterwaller Botski,51.0,100.0,86.96524328937602,75.1076361776133,64.37258637373994,54.70658735995221,46.05721839161442,38.37314449725909,31.604116478586764,25.700970910466175,20.615630140934172,16.30110229119564,12.711481255623719,9.801946701759526,7.528764070312392,5.849284575159759,4.721945203347109,4.106268715088151,3.9628636437646345,4.253424295926462,4.940730751291649,5.9886488627463095,7.3621302563447095,9.027212331309215,10.951018260030317,13.101756988066574,15.4487232341448,17.962297490159756,20.61394602117446,23.37622086541992,26.222759834295413,29.128286512368184,32.068610257373685,35.020626200215524,37.962315244965374,40.87274406886286,43.732065122316115,46.521516628900926,49.22342258536172,51.821192761610604,54.299322700727934,56.64339371896232,58.840072905730224,60.87711312361647,62.743353008374,64.42871696892367,65.9242151873546,67.22194361892377,68.31508399205713,69.19790380834753,69.86575634255681,70.31508064261477,70.54340152961868,70.54932959783517,70.33256121469765,69.89387852080876,69.23514942993852,68.35932762902537,67.27045257817599,65.97364951066457,64.47512943293441,62.78218912459598,60.90321113842857,58.8476638003792,56.62610120956275,54.25016323826304,51.73257553193117,49.087149509187135,46.32878236181836,43.473457054780695,40.53824232619793,37.541292687362265,34.50184842273389,31.440235589941484,28.377866019780324,25.337237316216328,22.34193285638129,19.41662179057608,16.587059042269892,13.88008530809903,11.323627057869714,8.946696534553974,6.779391754294132,4.85289650639957,3.199480353346698,1.852498630783143,0.8463924475211491,0.21668868554356502,0.0,0.23402481920865367,0.9575473446567803,2.2104375509969456,4.03365118605343,6.469229770815614,9.560300599443115,13.351076739263496,17.886857030769637,23.21402608762634,29.380054296664206,36.433497817883115,44.42399858445075,-26.07075820228988,0.9947548376876282,-0.7539862972663347,model A,gamma,v2.0,-0.44911045622084966,0.38171408166592424,13.0,70.0,15.257282611316796
45,Thumpdigger Botski II,33.0,46.47950942437712,42.23740071413497,38.1883043478381,34.3434917729014,30.71348591649135,27.308026622042053,24.136038767822974,21.2056030675581,18.52392955309673,16.097333739135824,13.931215469993896,12.030040448436468,10.39732444655313,9.035620198686068,7.946506976410288,7.130582845565253,6.58745960533818,6.315760409398928,6.313120069086269,6.576188038645997,7.10063408252031,7.881156624688994,8.911493780061983,10.184437067923632,11.691847807428427,13.424676195148358,15.372983064671766,17.525964328253814,19.871978100518508,22.398574504212267,25.09252815800902,27.939873346367012,30.92594187143685,34.03540358702163,37.25230961458802,40.560138241329355,43.94184350028023,47.37990643248229,50.85638903120216,54.35299086820049,57.85110840205263,61.331896968521185,64.77633545297954,68.16529364488777,71.4796022743191,74.70012573053896,77.80783746263474,80.78389806219768,83.60973602805602,86.26713121305994,88.73830095291771,91.00598887708385,93.0535564016984,94.86507690457823,96.42543258225945,97.72041398909163,98.73682225838365,99.46257400560098,99.88680891361417,100.0,99.79406656639284,99.26248982988838,98.40043123649895,97.20485345665972,95.6746440627877,93.81074188889058,91.61626607222884,89.09664777702854,86.25976460024518,83.11607765938074,79.67877136235052,75.96389585940267,71.99051217708863,67.78084003428587,63.360408340271,58.75820837484662,54.006849650515754,49.14271845671345,44.20613908608467,39.24153774281704,34.29760913302286,29.427485737175708,24.68890976459577,20.14440778998644,15.86146807202711,11.912720554010354,8.376119546537957,5.335129092261926,2.8789110126834836,1.1025156369973104,0.10707521299178493,0.0,0.8951770439013181,2.9131716341725586,6.181431442997624,10.834493346420594,17.014192927554024,24.869876661841484,34.5586167843662,46.24542883921474,-74.06431273150353,1.2737552022239462,-0.5792798449690034,model B,beta,v1.0,-0.23746498385884746,0.23956479478998657,32.0,25.0,53.39231014535336
46,Wallwidget Botberg,65.0,76.15922205538817,71.92721487535815,67.65189381910443,63.3638757008618,59.09268092253438,54.866664403943275,50.712950879237205,46.65737455946645,42.72442316131974,38.937186302024514,35.317308260409995,31.88494510413381,28.658726183071316,25.65571998886837,22.8914043806571,20.379641176934886,18.13265511360634,16.161017168188625,14.473632250179689,13.077731257589786,11.978867499636113,11.180917485600506,10.686086079850355,10.494916023022597,10.606301819370927,11.017507990275924,11.724191693918714,12.720429711117317,13.998749797326418,15.550166400800217,17.364220746918367,19.429025288675017,21.73131252333116,24.256488175229915,26.988688744775008,29.91084342357248,33.00474037573542,36.251097385351926,39.629636870115995,43.11916526112187,46.697656748821295,50.34234139514394,54.029797611780964,57.73604900463185,61.436665584413966,65.10686934343609,68.72164419853382,72.25585030016956,75.68434270769434,78.98209443077374,82.1243238369761,85.08662642552474,87.84511096721302,90.37654001048175,92.6584747536609,94.6694242833739,96.3889991791051,97.79806948393,98.87892704140963,99.61545219864692,99.99328487550683,100.0,99.62528730982798,98.86113552009358,97.7020208571733,96.14509995875255,94.19040714002442,91.84105602605315,89.10344555029674,85.98747031929702,82.50673534353093,78.67877513442355,74.5252771675276,70.072309711863,65.35055402542152,60.395540916832665,55.247891673195404,49.95356335407008,44.56409845163594,39.1368789170102,33.735384552730714,28.429455771401912,23.295560720503598,18.417066773362258,13.884516386291033,9.795907321879747,6.256977238464372,3.381492645746448,1.291542226583812,0.11783452494001899,0.0,1.086897446444659,3.5369247808937327,7.5183341945084345,13.209551671757136,20.799500875345707,30.487931397311595,42.485751376278586,57.015364480874766,74.31101125931924,77.4577141107541,1.1961139941506078,-0.5985062963987903,model B,beta,v1.0,-0.3028104935045793,0.26766224272204037,83.0,0.0,54.52454983489582
47,Stonehauler Botberg Jr.,37.0,45.6250698526046,50.7666031969849,54.972420267883,58.34120159786108,60.96610454533244,62.9348943569987,64.33007523028692,65.22902137578687,65.70410807968814,65.82284276621735,65.64799606007531,65.23773284887427,64.64574334557499,63.92137415092398,63.109759315890734,62.2519514041048,61.385052554293054,60.54234554271682,59.75342484560908,59.0443277016117,58.4376651742125,57.95275321418251,57.60574372201316,57.40975561035343,57.375005866447026,57.50894061456964,57.81636617846595,58.299580143787026,58.9585024205273,59.79080630546195,60.79204954458406,61.955805395541354,63.27379369007426,64.73601189645201,66.33086618191103,68.04530247509082,69.86493752847237,71.77418998081431,73.75641141959089,75.79401744342857,77.8686187245435,79.96115207117877,82.05201149004127,84.12117924873954,86.14835693821972,88.11309653520414,89.9949314646276,91.77350766207468,93.42871463621721,94.94081653125168,96.29058318933484,97.4594212130233,98.42950502770948,99.18390794405785,99.70673322044304,99.98324512538797,100.0,99.74497732040763,99.20771076019844,98.3794192528561,97.2531380541977,95.82384980481012,94.08861559248918,92.04670601467396,89.69973224088693,87.05177707516863,84.10952601851662,80.88239833132174,77.38267809580466,73.62564527845667,69.62970679247026,65.41652756018324,61.011161575512205,56.44218296638941,51.74181705719968,46.9460714312239,42.09486699306596,37.23216903109782,32.4061182798915,27.669161982661567,23.078184953697143,18.69464064080389,14.584682187735964,10.81929349663784,7.474420290478304,4.6311011754899605,2.3755987036056787,0.7995304348950325,0.0,0.07972816257688967,1.1471838817301532,3.316715374449286,6.708681178047726,11.449581212595833,17.672187843367187,25.515676943263315,35.125758955263656,46.65480995485466,60.26200271246738,76.11343775591773,37.76506563792529,1.3750354165604386,-0.43032156061568577,model C,kappa,v0.5,-0.042663530233063685,0.0753223922271331,23.0,41.0,51.28271303358831
48,Pushvator Botsky,82.0,67.65686798598549,62.59782244253124,57.81647545263861,53.318790791817094,49.110034442772516,45.19474860716218,41.57672812709622,38.2589993163848,35.243801201531575,32.53256917247293,30.12592104306347,28.02364552130743,26.22469308933612,24.72716929313149,23.528330441995607,22.624581717766258,22.0114776937786,21.6837252635727,21.63518897934734,21.858898800159636,22.3470602498708,23.091066984837973,24.08151577135197,25.308223872821223,26.760248846701522,28.42591075117212,30.292816761557457,32.34788819649546,34.57738995385122,36.9669623563773,39.50165540711969,42.165965454570056,44.943874267563764,47.818890519924174,50.774093684852794,53.792180339065666,56.8555128766755,59.94617063282007,63.04600341703671,66.13668745638262,69.19978374830109,72.21679882323437,75.16924791698185,78.03872055280485,80.80694853327697,83.45587634188078,85.9677339543506,88.32511205976094,90.51103969136136,92.5090642671572,94.30333404023635,95.87868295884212,97.22071793619189,98.31590853004217,99.1516790319996,99.71650296657766,100.0,99.99303525874882,99.68782105786079,99.07802103896739,98.15885671808269,96.9272164431357,95.38176676125052,93.52306619577078,91.35368143303113,88.87830591887504,86.10388086491707,83.03971866455383,79.69762871871708,76.09204567137766,72.24016005479137,68.1620513444927,63.88082342403496,59.422742459475465,54.81737718360669,50.09774158993496,45.30044003640307,40.46581475886061,35.638095794280254,30.865553313716877,26.20065236502019,21.70021002528314,17.425554963045702,13.442689410239666,9.822453543879465,6.6406922775022466,3.97842446234976,1.9220144982996779,0.5633463545421281,0.0,0.33543024349872946,1.679147983680393,4.146903868662764,7.8608743654465405,12.94985023906835,19.549427441496192,27.802200410277955,37.85795777692826,49.87388048506591,64.01474231829849,98.82387422040344,1.1482222696493591,-0.5323077481259362,model B,beta,v1.0,-0.2775895311004724,0.2978560344700865,13.0,39.0,33.277473004400235
49,Pushdigger Boterson,57.0,94.55721569141184,86.07166933356577,78.32873212378813,71.30299588906884,64.96891269763148,59.30081845556483,54.27295650345455,49.85950121301474,46.03458158371951,42.77230483943463,40.04678002504911,37.83214160310673,36.102573050437755,34.832330454790416,33.9957661114626,33.567352119933346,33.52170398049456,33.83360419088252,34.478025842909496,35.43015621909534,36.66542038929913,38.15950480735067,39.88838090768224,41.82832870195999,43.955960375715726,46.24824388497834,48.68252655290555,51.236558666415455,53.88851707281802,56.61702877644689,59.40119453529073,62.22061245762506,65.05540159864353,67.88622555709006,70.69431607188986,73.46149661878138,76.17020600694764,78.80352197564822,81.34518479085034,83.77962084186102,86.09196623795813,88.2680904050224,90.29461968216891,92.15896091837837,93.84932506912925,95.3547507930291,96.66512804844591,97.77122169014028,98.66469506589635,99.33813361315401,99.78506845564009,100.0,99.97842153242973,99.71684281530686,99.21281368382215,98.46494764261206,97.47294546238936,96.23761877657503,94.76091367792971,93.0459343151861,91.09696648967896,88.91950125197863,86.52025849852123,83.90721056824079,81.08960583920033,78.07799232522437,74.8842412725303,71.52157075635903,68.00456927760756,64.34921935946005,60.57292114402014,56.69451598894175,52.734310064061184,48.71409794802829,44.65718622493773,40.5884170809627,36.534191900983494,32.522494865220985,28.582916545868425,24.746677503721354,21.04665188481103,17.517391017035028,14.195147006789272,11.117896335598768,8.325363456750763,5.85904439192451,3.762230327824826,2.0800312128114298,0.859399353532971,0.14915301155615499,0.0,0.46456128016534626,1.5973945581661233,3.4550178815637054,6.09593323599639,9.580650141808984,13.971709250691273,19.333705942301567,25.733313920902095,33.239308811991734,-82.00776603295239,1.477902273705659,-0.14784606097220776,model C,zeta,v1.5,0.12900784016737088,-0.08472285012648337,87.0,51.0,4.452592904827853
50,Watervator Boterson,82.0,89.08592575357648,92.80884683692773,95.65492675439911,97.71424807003555,99.07201572439264,99.80867008552917,100.0,99.71725584384839,99.02726257359895,97.99253277724999,96.67137972526632,95.11803042157192,93.38273865454238,91.51189804799776,89.54815511219506,87.53052229482094,85.4944910319843,83.47214479920896,81.49227216242626,79.5804798289678,77.7593056985578,76.04833191430616,74.4642979137006,73.0212134795998,71.73047179122555,70.60096247515578,69.63918465631698,68.84936000897686,68.23354580773703,67.79174797852559,67.52203414958991,67.42064670248895,67.48211582308623,67.69937255254223,68.06386183830723,68.56565558511372,69.19356570596925,69.93525717314878,70.77736106918763,71.70558763787413,72.7048393352417,73.75932388056225,74.8526673073383,75.9680270142956,77.08820481637643,78.19575999573118,79.27312235271187,80.3027052568644,81.26701869792072,82.14878233679318,82.9310385565648,83.59726551348368,84.13149018795461,84.5184014355327,84.74346303791461,84.79302675393289,84.65444537054707,84.31618575383789,83.76794189999723,83.00074798632431,82.00709142221561,80.78102590015843,79.3182844467246,77.61639247355994,75.67478082838134,73.49489884596449,71.08032739914249,68.43689194979083,65.57277559982786,62.49863214220232,59.227699111887134,55.77591083687312,52.16201148916014,48.407668135751635,44.53758378964528,40.57961046082566,36.5648622072589,32.52782818588551,28.506485703606483,24.542413268288648,20.68090363974148,16.971076880724837,13.465993407930094,10.222767042979658,7.30267806341655,4.771286253699167,2.698543956190209,1.1589091221534262,0.23145836274389753,0.0,0.553187117843685,1.9846306130546423,4.393012246290495,7.882197693047671,12.561349594683572,18.54504060938703,25.953366463186406,34.912059000932025,45.552599237293926,58.01233040775251,-10.314198046006112,1.3581323587696656,-0.49975352893686026,model B,kappa,v0.5,-0.12525937487206829,0.13714493511116316,54.0,32.0,72.62264762022104
