id,name,expires,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16,t_17,t_18,t_19,t_20,t_21,t_22,t_23,t_24,t_25,t_26,t_27,t_28,t_29,t_30,t_31,t_32,t_33,t_34,t_35,t_36,t_37,t_38,t_39,t_40,t_41,t_42,t_43,t_44,t_45,t_46,t_47,t_48,t_49,t_50,t_51,t_52,t_53,t_54,t_55,t_56,t_57,t_58,t_59,t_60,t_61,t_62,t_63,t_64,t_65,t_66,t_67,t_68,t_69,t_70,t_71,t_72,t_73,t_74,t_75,t_76,t_77,t_78,t_79,t_80,t_81,t_82,t_83,t_84,t_85,t_86,t_87,t_88,t_89,t_90,t_91,t_92,t_93,t_94,t_95,t_96,t_97,t_98,t_99,t_100,Axial Piston Model,Astrogation Buffer Length,InfoCore Size,AutoTerrain Tread Count,Arakyd Vocabulator Model,Nanochip Model,Repulsorlift Motor HP,Cranial Uplink Bandwidth,Sonoreceptors,Polarity Sinks,Productivity
36,Wallwidget Botchik,23.0,97.62697879593337,95.97929575724395,94.453272515836,93.04556395612337,91.75282496251987,90.57171041943927,89.4988752112954,88.5309742225021,87.66466233747315,86.89659444062235,86.22342541636355,85.64181014911053,85.14840352327711,84.73986042327711,84.41283573352432,84.16398433843256,83.98996112241564,83.88742096988737,83.8530187652616,83.88340939295206,83.97524773737263,84.12518868293708,84.32988711405926,84.58599791515294,84.89017597063194,85.2390761649101,85.6293533824012,86.05766250751907,86.5206584246775,87.01499601829032,87.53733017277135,88.08431577253435,88.65260770199316,89.23886084556162,89.8397300876535,90.45187031268267,91.07193640506284,91.6965832492079,92.32246572953167,92.94623873044789,93.56455713637041,94.17407583171305,94.7714497008896,95.35333362831392,95.91638249839977,96.45725119556096,96.97259460421131,97.45906760876464,97.91332509363475,98.33202194323547,98.7118130419806,99.04935327428394,99.34129752455932,99.58430067722054,99.77501761668138,99.91010322735572,99.98621239365734,100.0,99.94812093079759,99.82723007046384,99.63398230341265,99.36503251405779,99.01703558681302,98.58664640609224,98.07051985630919,97.46531082187772,96.76767418721165,95.97426483672474,95.08173765483083,94.08674752594374,92.98594933447731,91.77599796484526,90.45354830146147,89.01525522873976,87.45777363109389,85.7777583929377,83.97186439868499,82.0367465327496,79.96905967954531,77.76545872348592,75.42259854898525,72.9371340404572,70.30572008231542,67.52501155897382,64.59166335484623,61.50233035434638,58.253667441888126,54.84232950188527,51.264971418751685,47.51824807690108,43.5988143607473,39.50332515470426,35.22843534318558,30.770799810605176,26.12707344137687,21.293911119914508,16.26796773063179,11.045898157942572,5.6243572862607625,0.0,model E,0.710592895945071,-0.15376304043026306,0.011472512595800066,zeta,v1.5,0.43567409525072087,0.42768580734483325,99.0,33.0,20.265792336265406
37,Waterpulverizer Boterson II,34.0,38.27500591457234,50.457492929450495,60.98306676722108,69.97650555599316,77.55716325793276,83.83907669369131,88.93107256683386,92.93687448826728,95.95521000066879,98.07991760291392,99.4000537745052,100.0,99.95956979343926,99.35411572277546,98.25463643430102,96.72788367707675,94.83646932735985,92.63897241303238,90.19004613802947,87.54052490676789,84.73753134857373,81.82458334211134,78.84170103981137,75.82551389229893,72.8093676728219,69.82343150167964,66.89480487065057,64.0476246674212,61.30317220001382,58.67998022121519,56.193939953004644,53.85840811098238,51.68431392879786,49.68026618257795,47.852660215355264,46.20578496149672,44.74192997113146,43.461492434579384,42.36308420677876,41.44363883171596,40.69851856685259,40.12162140755357,39.7054881115167,39.44140922319972,39.31953209824888,39.328967927928154,39.45789876354611,39.69368454088512,40.022970104629536,40.43179223279337,40.90568666115007,41.429795107658805,41.98897229689416,42.56789298447442,43.151158981488436,43.72340617892643,44.26941157210562,44.77420028509983,45.22315259516836,45.60211095718346,45.89748702805731,46.09636869117399,46.186627080814155,46.15702360658498,45.99731697784751,45.69837022814692,45.25225773963845,44.65237226751742,43.8935319644466,42.97208740498343,41.886028610013035,40.635092071168664,39.220867775267784,37.6469062287363,35.91882548203675,34.04441815409754,32.03375845674223,29.899309219114844,27.656028912111303,25.321478672805597,22.915929328880658,20.462468423053835,17.98710723750506,15.518887818307597,13.089989999854426,10.73583842928865,8.495209590929568,6.4103388306994376,4.527027380557908,2.8947493829230995,1.5667589151078365,0.600197013735246,0.05619869918288535,0.0,0.50104497734004,1.6330927493860374,3.47432451578379,6.107450582066098,9.619817384082518,14.103514512424232,model C,1.10964965570871,0.2475159129201574,0.06480252534134012,alpha,v2.0,0.8425065368371342,0.923199792625722,93.0,70.0,53.237408619393705
38,Firewalker Boterson II,82.0,0.27550046732088196,6.354767713061109,12.244073916735399,17.942296956949246,23.44844986394456,28.761680819599682,33.88127315742937,38.80664536258483,43.53735107185366,48.073079073659905,52.413653308064035,56.55903286676293,60.50931199308991,64.26472008201472,67.82562168014353,71.19251648571891,74.3660393486199,77.34696027036192,80.13618440409685,82.73475205461298,85.14383867833504,87.36475488332414,89.3989464292779,91.24799422753023,92.91361434105161,94.39765798444886,95.70211152396526,96.82909647748052,97.78086951451074,98.55982245620841,99.1684822753626,99.60951109639863,99.88570619537836,100.0,99.95546008959825,99.75528919514419,99.4028251992453,98.90154113614561,98.25504519172544,97.46708070350157,96.54152616062726,95.48239520389212,94.29383662572226,92.98013437018014,91.5457075329647,89.9951103614113,88.33303225449164,86.56429776281404,84.69386658862302,82.72683358579962,80.66842875986141,78.52401726796221,76.2990994188924,73.99931067307864,71.63042164258411,69.19833809110852,66.70910093398783,64.16888623819449,61.58400522233731,58.960904256661685,56.30616486304931,53.626503715018316,50.92877263772326,48.21995860795519,45.50718375414151,42.797705356346135,40.09891584626916,37.41834280724747,34.76364897425405,32.14263223389861,29.56322562442701,27.033497335721705,24.561650709301432,22.156024238321574,19.825091567573732,17.57746149348592,15.421877964122862,13.367220079185433,11.422502090010848,9.596873399573191,7.899618562482473,6.340157284985443,4.9280444249652025,3.672969991941167,2.5847591470692994,1.6733722031419749,0.948904624588015,0.4215870274724519,0.10178517949708168,0.0,0.12686755995544252,0.49315908197462616,1.1097809403045635,1.9877746608293314,3.1383169210688537,4.572719550179933,6.302429528955397,8.33902898982475,10.694235216854132,13.379900645745352,model C,0.5996290626868523,-0.37068345377923384,-0.2722012992907935,beta,v1.5,0.26234911538791084,0.4123226715299865,93.0,5.0,11.320095175029365
39,Pullpulverizer Botski I,90.0,100.0,87.29089411379474,75.72446753050734,65.24803119205006,55.80993644593949,47.359575045296545,39.847379148846535,33.2248213209191,27.444414531448245,22.459712155972326,18.225307975634045,14.696836177180463,11.830971352962985,9.585428500937422,7.918963024663832,6.7913707333067395,6.163487841634921,5.997190970021609,6.255397144444311,6.902063796484946,7.902188763329679,9.221810287769182,10.828007018198399,12.68889800861662,14.773642718627414,17.052441013438912,19.49653316386342,22.078199846317638,24.77076214282266,27.548581541003887,30.38705993409114,33.26263962091851,36.15280330592442,39.03607409915183,41.89201551624785,44.701231478463995,47.445366312656255,50.1071047512848,52.67017193241429,55.119333399713476,57.44039510245599,59.6202033955193,61.64664503938545,63.5086472001408,65.1961774494761,66.7002437646865,68.0128945286713,69.12721852993411,70.03734496258345,70.73844342633157,71.22672392649535,71.49943687399612,71.55487308535943,71.39236378271482,71.01228059379682,70.41603555194403,69.60608109609962,68.58591007081014,67.3600557262282,65.93409171810953,64.31463210781422,62.509331362307165,60.52688435415746,58.3770263615384,56.07053306822796,53.61922056360846,51.03594534266628,48.334604305991554,45.53013475978093,42.638514415832205,39.67676139155055,36.66293420994352,33.616131799624675,30.556493494810095,27.505199035321663,24.48446856658472,21.517562639628906,18.62878221108962,15.843468643204805,13.188003703817808,10.689809566375859,8.377348809931407,6.280124419139803,4.428679784262193,2.854598701162386,1.5905053713109039,0.6700644017807132,0.12798080524903385,0.0,0.3229078099184365,1.1345304644957919,2.473734598827411,4.380427253613952,6.895555875158323,10.0611083153694,13.92011283175946,18.51663808744588,23.89579315115013,30.10372749719753,37.1876310055198,model C,0.9210209983659238,-0.04174603316543635,0.35136307239380504,kappa,v2.0,0.6253171083309548,0.6906720599569085,61.0,84.0,76.97835408284172
40,Thumplift Botberg,40.0,77.20064686948137,84.36304824598952,90.00632513560706,94.2657298967527,97.2702491348105,99.14272891912562,100.0,99.95300302568822,99.1069137593933,97.56126829626234,95.41008828038248,92.74200612177657,89.64039021339886,86.183470148131,82.44446193577758,78.49169322006206,74.38872849562253,70.1944943250074,65.96340455567125,61.7454855369705,57.58650133715945,53.528078960385685,49.60783356368607,45.85949367398264,42.31302640507808,38.994762674651575,35.92752242125489,33.130739821307785,30.620588506093867,28.410106778756507,26.509322831294334,24.925379961557585,23.662661790243067,22.72291747789077,22.10538694187863,21.806926073419596,21.82213195455637,22.143468075157287,22.76138954991296,23.664468335330728,24.83951844673165,26.27172117524554,27.944750304807016,29.840897329151083,31.941196668809173,34.225550888104884,36.67285591214942,39.26112624383792,41.96762018084374,44.76896503261806,47.64128233738044,50.56031307911765,53.501542904579814,56.440327340274976,59.35201700946517,62.21208284916154,64.99624132712272,67.68057965884681,70.24168102456912,72.65674978625981,74.90373670461514,76.96146415605789,78.80975134973023,80.42953954449096,81.80301726590905,82.91374552326273,83.7467830265335,84.28881140339995,84.52826041623923,84.45543317911523,84.06263137478118,83.34428047167228,82.29705494089707,80.92000347324688,79.21467419617271,77.18523989079905,74.83862320890692,72.18462188993472,69.23603397797518,66.00878303876672,62.52204337669326,58.79836525178206,54.86380009669131,50.74802573371178,46.484471591764176,42.11044392338835,37.66725102174547,33.200328437610466,28.759364196370964,24.398424015018968,20.176076519144306,16.155518459942847,12.404699931198145,8.99644958628268,6.008599855160034,3.5241121613670283,1.6312021390226539,0.42346484981494814,0.0,0.46553715739955837,model A,0.8456111313412906,0.12032046137103114,-0.06457761335756423,kappa,v2.0,0.6963793962113081,0.6372324161152109,55.0,71.0,19.089951060627456
41,Waterwalker Botski,23.0,86.75420218959928,74.58436056811097,63.673746905827564,53.96050903694963,45.38406047556714,37.88508041565943,31.40551373109527,25.88857097563278,21.278728382919525,17.52172786649244,14.564577019777852,12.355549116091483,10.844183108638466,9.98128363051332,9.718920994699943,10.010431194071653,10.810415901391167,12.074742469310584,13.760543930371357,15.826218997004391,18.231432061530015,20.937113196157828,23.905458152987006,27.09992836400592,30.485250941092463,34.027418676014,37.69369004042705,41.45258918587771,45.27390594380146,49.12869582552308,52.989280022256814,56.829245405106356,60.62344452506472,64.3479956130142,67.98028257972685,71.49895501586369,74.88392819197534,78.11638305850192,81.17876624577269,84.05479006400657,86.72943250331156,89.18893723368556,91.42081360501535,93.41383664707718,95.15804706953703,96.64475126195,97.86652129376078,98.81719491430312,99.49187555280017,99.88693231836521,100.0,99.82997906659641,99.37703566693472,98.64260162968603,97.62937446340972,96.34131735655468,94.78365917745991,92.96289447435302,90.88678347535127,88.56435208846142,86.00589190157967,83.22296018249162,80.22837987887152,77.03623961828417,73.6618937081832,70.1219621359116,66.4343305687017,62.61815035367583,58.693838517845265,54.68307776810965,50.608816491260214,46.49526875397555,42.36791430282528,38.253498564267055,34.18003264464846,30.17679333020697,26.274323087068762,22.50443006124853,18.900188078653724,15.495936645077638,12.327280946204397,9.431091847606577,6.84550589474876,4.60992531298214,2.7650180075480426,1.3527175635779665,0.41622324609157824,0.0,0.14977845010071913,0.9125549010834202,2.336591337525593,4.4714154238938555,7.3678205045467795,11.07786560372938,15.654875425577746,21.153440354115006,27.6294164532578,35.139925466808656,43.74335481846155,53.49935761179796,model E,0.941464216193809,-0.007135469605536182,-0.015416894916402024,kappa,v2.0,0.5972185736281643,0.6597512934094593,90.0,87.0,89.47320029970146
42,Rockwaller Botberg I,62.0,84.37451183676654,83.34307829160691,82.20137269115163,80.96954710404093,79.66711639645433,78.31291466805514,76.92505430229426,75.52088763107342,74.11697121376794,72.72903273060899,71.37194049042515,70.05967555274356,68.80530646425049,67.62096660961139,66.51783417665024,65.50611473588866,64.59502643444415,63.792787804288,63.10660818486259,62.5426807600581,62.106178209548766,61.80125097448853,61.63102813756613,61.597620917419746,61.70212877741093,61.944648148758205,62.32428376802993,62.83916262899672,63.48645054884329,64.26237134873982,65.16222864877264,66.18043027723454,67.31051529427431,68.54518362990605,69.87632833637761,71.29507045489872,72.79179649672844,74.35619853862218,75.977316932638,77.64358563030258,79.34288012113655,81.06256798553918,82.78956206203262,84.5103762288657,86.21118379997691,87.8778785353172,89.49613826553188,91.05149113100222,92.52938443524627,93.9152561126795,95.19460881073447,96.35308658634034,97.37655421676169,98.25117912479635,98.96351591833368,99.50059354427142,99.85000505679228,100.0,99.93957940491514,99.65859340082974,99.14784144102182,98.39917514282946,97.40560374208397,96.16140216190276,94.66222169584152,92.90520330540586,90.88909353192305,88.6143630227717,86.08332767197257,83.30027237513838,80.27157739878092,77.00584736398226,73.51404284442087,69.80961457875918,65.9086402973907,61.82996416354625,57.59533882875921,53.22957010269205,48.76066423731921,44.21997782547219,39.64237031374322,35.066359129747376,30.53427742374677,26.092434424629424,21.79127841025459,17.685562292150387,13.83451181457486,10.301996367938173,7.156702416576613,4.472309540896917,2.327669093870531,0.8069854718929209,0.0,0.0021774314448195354,0.9148950616328789,2.845634456418283,5.908175794758542,10.222794825728892,15.916462439894907,23.123046855047253,model E,0.5953202419406883,-0.39193768336386803,-0.2758528303061907,beta,v1.5,0.23984180894650436,0.06976836329658517,73.0,35.0,11.660332763119243
43,Pushhauler Botberg,71.0,95.74717039377218,95.94990787602934,96.08401667839709,96.1590658674407,96.18422652693087,96.16824887315435,96.11944107455227,96.04564977568609,95.95424232553152,95.85209071010007,95.74555718938832,95.64048163865505,95.54217059402603,95.45538800242666,95.38434767584225,95.33270744990612,95.30356504681552,95.2994556425751,95.32235113856838,95.37366113745685,95.4542356234067,95.56436934664363,95.70380791233508,95.87175557380044,96.06688473004884,96.28734712764488,96.53078676690193,96.79435451240332,97.07472440785129,97.36811169524347,97.6702925383775,97.97662545068299,98.28207442738156,98.58123378197448,98.86835468705803,99.13737341946673,99.38194130974429,99.59545639594224,99.77109678174632,99.90185569893087,99.98057827414051,100.0,99.95278691055171,99.83157746102064,99.62902611190772,99.33784861741015,98.95086901817007,98.46106833835074,97.86163498704059,97.14601686398487,96.30797516964503,95.34163991958627,94.24156716319213,93.00279790670767,91.62091874060957,90.09212417130462,88.41328065715571,86.5819923488355,84.59666853400802,82.45659278633795,80.16199381882745,77.71411804148131,75.1153038232991,72.36905745859578,69.48013083764941,66.4546008216773,63.29995032213924,60.025151084369035,56.64074817553345,53.15894617691903,49.59369708054667,45.960789890114015,42.2779419262654,38.564891836189695,34.843494307546166,31.137816486717167,27.474236101390158,23.881541287465563,20.391032120294188,17.03662385024093,13.854951842577565,10.885478221701506,8.170600219685136,5.755760229149474,3.6895575604680904,2.023861903297764,0.8139284924377006,0.11851497801513697,0.0,0.5245034670459802,1.7620085396617788,3.786485317706814,6.676016232216877,10.5129231415584,15.383896131906516,21.380124022056147,28.59742657255635,37.13638839917465,47.102494590689304,58.60626803100855,model C,0.62456506351949,-0.2780065925601402,-0.05771326835228913,zeta,v1.5,0.36830142167634705,0.32526606857670803,37.0,58.0,-5.0450671175030095
44,Pullpulverizer Botsky,34.0,100.0,97.9359938718989,96.0050736378416,94.20378844340556,92.52868743416819,90.97631975570695,89.54323455359926,88.22598097342255,87.02110816075428,85.92516526117188,84.93470142025281,84.04626578357444,83.25640749671429,82.56167570524974,81.95861955475826,81.44378819081727,81.0137307590042,80.66499640489651,80.39413427407163,80.197693512107,80.07222326458003,80.01427267706819,80.02039089514892,80.08712706439964,80.21103033039779,80.38864983872081,80.61653473494613,80.89123416465121,81.20929727341345,81.56727320681034,81.96171111041927,82.38916012981771,82.84616941058307,83.3292880982928,83.83506533852434,84.36005027685513,84.9007920588626,85.4538398301242,86.01574273621735,86.5830499227195,87.15231053520807,87.72007371926054,88.28288862045429,88.83730438436682,89.3798701565755,89.90713508265782,90.41564830819118,90.90195897875306,91.36261623992084,91.79416923727203,92.19316711638402,92.55615902283425,92.87969410220018,93.16032150005921,93.3945903619888,93.5790498335664,93.71024906036942,93.78473718797535,93.79906336196153,93.74977672790548,93.63342643138462,93.44656161797641,93.18573143325824,92.84748502280756,92.42837153220182,91.92494010701846,91.33373989283491,90.65132003522862,89.87422967977697,88.99901797205749,88.02223405764757,86.94042708212456,85.75014619106607,84.44794053004945,83.03035924465212,81.49395148045157,79.83526638302517,78.05085309795041,76.13726077080473,74.09103854716551,71.90873557261025,69.58690099271637,67.12208395306128,64.51083359922245,61.749699076777254,58.835229531303256,55.76397410837779,52.532481953578326,49.13730221248231,45.57498403066717,41.84207655371034,37.935128927189254,33.85069029668134,29.585309807764084,25.135536606014874,20.497919837011143,15.66900864633032,10.645352179549919,5.423499582247327,0.0,model C,1.343026269252913,0.5165650415797113,-0.06544812037842379,alpha,v2.0,1.0005930184418714,1.0592173399874585,76.0,36.0,-26.268093563280978
45,Stonewidget Botson II,92.0,68.56766249535283,64.30451693576597,60.606847336085266,57.44348544788658,54.78400318411158,52.59870863907407,50.858642108466114,49.53557210936432,48.60199140023603,48.03111300094557,47.796866212760435,47.87389263835751,48.23754220182936,48.863869168690364,49.729628165882964,50.812270201783925,52.0899386862105,53.541465450426685,55.14636676714946,56.88483937055491,58.73775647628461,60.68666380145168,62.713775584647145,64.80197060594601,66.93478820691362,69.0964243106119,71.27172744160532,73.44619474596743,75.60596801128689,77.73782968667379,79.82919890276582,81.86812749173453,83.84329600729143,85.74400974469438,87.56019476075372,89.28239389383855,90.90176278388276,92.41006589239159,93.79967252244755,95.06355283871675,96.1952738874552,97.18899561651486,98.03946689535003,98.7420215350234,99.29257430821255,99.68761696921578,99.92421427395858,100.0,99.91317296653847,99.66249305441825,99.24727722613585,98.66739554584572,97.92326719936709,97.01585651418971,95.94666897948008,94.71774726608841,93.33166724655366,91.79153401511067,90.1009779076961,88.2641505219545,86.28572073724483,84.17087073464636,81.92529201696507,79.55518142874006,77.0672371762493,74.46865484751608,71.76712343231563,68.97082134218081,66.0884124304083,63.12904201206512,60.10233288399453,57.01838134482332,53.8877532149662,50.721479856633366,47.53105419383659,44.32842673239476,41.12600157994111,37.936632465928064,34.77361876163546,31.650701500174172,28.58205939649495,25.582304867392892,22.666480051514046,19.8500528293622,17.148912843304732,14.579367517578149,12.158138078296,9.90235557345275,7.829556892932213,5.957680788513275,4.305063893874389,2.8904367446020753,1.732919798195585,0.8520194540747434,0.2676240735836694,0.0,0.06978757853804085,0.49799717635804697,1.3060052025703852,2.5155501282414225,model C,0.6796347681437085,-0.21426825455949117,0.039116280360982913,zeta,v1.5,0.33517108199308215,0.5313853814359593,40.0,18.0,-32.34221615607799
46,Rockminer Boterson I,33.0,99.11863011396484,99.97290794805167,100.0,99.29715564623872,97.95637709609055,96.0645360183981,93.70349016814998,90.95020001310685,87.8768453604275,84.55094198329483,81.03545824754202,77.38893173827857,73.6655858865163,69.91544659579543,66.18445886881076,62.51460343403758,58.944013372357816,55.507090743686064,52.23462321359569,49.153900679944826,46.28883189950248,43.660061114574724,41.28508467963039,39.178367687927576,37.35146059813943,35.81311586098032,34.56940454583181,33.62383296736878,32.977459312185594,32.62901026542199,32.57499763738919,32.80983499019609,33.32595426437499,34.113922405508184,35.162557990853585,36.45904785597096,37.989063721347875,39.73687881902593,41.68548451922692,43.81670695697823,46.11132365874,48.549180169030095,51.10930667705077,53.770034643314865,56.50911342627136,59.30382690893201,62.13111012549645,64.96766588797948,67.79008141283657,70.57494494758954,73.29896239745311,75.93907395196116,78.47257071159221,80.87721131439551,83.13133856261807,85.21399604932903,87.10504478504745,88.78527982436788,90.23654689258483,91.44185901232123,92.38551313015344,93.05320674323706,93.43215452593284,93.51120495643386,93.28095694339085,92.73387645253685,91.86441313331687,90.66911694551149,89.14675478586011,87.29842711469398,85.12768458255687,82.64064465683308,79.84610824837092,76.75567633811494,73.38386660372477,69.74823004620502,65.86946761653252,61.771546842277694,57.48181845423549,53.03113301304955,48.453957535838235,43.78849212281788,39.07678658393546,34.364857065490455,29.70280267675949,25.144922116622325,20.749830300195306,16.580574985447548,12.704753399832027,9.19462886691496,6.1272474329925375,3.584554493720148,1.6535114207518082,0.42621218834606395,0.0,0.47758391508321096,1.9671554754515892,4.582505332081276,8.443139871689672,13.67439784336916,model A,0.37,-0.41211496172878537,-0.05650639969726723,beta,v1.5,0.16345478432580987,0.07187868831286937,91.0,88.0,98.7166076684959
47,Firelift Boterson Jr.,89.0,99.65777785729799,95.31684802937535,91.48519051844963,88.13449216751141,85.23705733015527,82.76580787057986,80.69428316358785,78.99664009458596,77.64765305958491,76.62271396519947,75.89783222864848,75.44963477775478,75.25536605094523,75.29288799725077,75.54068007630632,75.97783925835091,76.58408002422752,77.33973436538322,78.22575178386911,79.2236992923403,80.31576141405594,81.48474018287925,82.71405514327745,83.9877433503218,85.29045936968758,86.60747527765415,87.92468066110486,89.22858261752712,90.5063057550124,91.7455921922561,92.93480155855781,94.062910993821,95.11951514855326,96.09482618386626,96.97967377147553,97.76550509370088,98.44438484346598,99.00899522429856,99.45263595033039,99.76922424629736,99.95329484753924,100.0,99.90510946022748,99.6650104953737,99.27670788319473,98.73782391205039,98.04659838090487,97.20188859932625,96.20316938748677,95.05053307616234,93.74468950673341,92.28696603118416,90.67930751210285,88.92427632268168,87.02505234671706,84.98543297860945,82.80983312336322,80.50328519658679,78.07143912449263,75.52056234389728,72.85753980222125,70.08987395748915,67.22568477832962,64.27370974397539,61.24330384426294,58.1444395796331,54.987706961130755,51.78431351040458,48.54608425970727,45.28546175189583,42.01550604043141,38.74989468937858,35.50292277340638,32.28950287778783,29.125165098400167,26.026057041724076,23.00894382484476,20.091208075451732,17.290849931838093,14.626487042900324,12.117354568140405,9.78330517766378,7.644809052179234,5.722953883000041,4.039444872044266,2.616604731832501,1.4773736854909796,0.6453094667485787,0.14458731993931193,0.0,0.23695777247319397,0.8814884135037624,1.9602372098419034,3.50046695884083,5.530057968458981,8.077508057257129,11.17193255440186,14.843064299663036,19.121253643413677,24.03746844663277,model A,1.1474977960362558,0.2606392957131871,0.385824461484753,alpha,v2.0,0.9729820254361186,1.0311155342824943,57.0,25.0,-17.953134870311487
48,Pushpulverizer Botsky,71.0,55.436588397765576,59.43894390335876,63.220536639179606,66.78622946506343,70.14084712449119,73.28917624458946,76.23596533613049,78.98592479353206,81.54372689485771,83.91400580181654,86.10135755976326,88.11034009769826,89.94547322826752,91.61123864776268,93.11207993612096,94.45240255692532,95.63657385740424,96.66892306843187,97.55374130452795,98.29528156385797,98.89775872823293,99.3653495631095,99.70219271758997,99.91238872442229,100.0,99.9690508443623,99.82352744119405,99.56737785782566,99.20451204523322,98.73880183803848,98.17408095450871,97.51414499655694,96.76275144974178,95.92361968326742,95.00043094998375,93.99682838638626,92.91641701261608,91.76276373245996,90.5393973333503,89.24980848636514,87.89744974622805,86.48573555130835,85.01804222362094,83.49770796882645,81.9280328762309,80.31227891878616,78.65366995308963,76.95539171938442,75.22059184155917,73.45237982714825,71.65382706733158,69.8279668369347,67.9777942944289,66.10626648193096,64.21630232520343,62.31078263365427,60.39255010033734,58.46440930195196,56.529126698843115,54.58943063500142,52.648011338063185,50.707520919310255,48.7705733736701,46.83974457971594,44.91757229966649,43.006556179386166,41.10915774838507,39.227800419818784,37.36486949048864,35.52271214084156,33.703637434970055,31.909916320612435,30.143781629152382,28.40742807561942,26.70301225868859,25.032652660680633,23.398429647561876,21.802385468944248,20.246524258085383,18.732812031888592,17.26317669090251,15.839508019321938,14.46365768498667,13.137439239382816,11.862628117641396,10.640961638539634,9.474139004500126,8.363821301591132,7.311631499526508,6.319154451665879,5.387936895014341,4.519487450222743,3.715276621587562,2.976736797050725,2.3052622481999188,1.7022091302684512,1.1688954821353712,0.7066012263251884,0.3165681690081017,0.0,model A,1.1292448180282302,0.15041374111899808,-0.028956686391324704,gamma,v2.0,0.7639482316135132,0.7776627541849962,15.0,71.0,-21.077839462278668
49,Extrawidget Botsky II,39.0,69.38253166112537,68.16129061484337,67.09355002076155,66.17727430375321,65.41004579866825,64.78907963360069,64.3112386131559,63.97304810171802,63.770710906717355,63.70012216189765,63.75688421058362,63.93632148894808,64.23349540927956,64.64321924324948,65.16007300517963,65.77841833530947,66.49241338306354,67.29602769031878,68.18305707467199,69.14713851270707,70.18176502326246,71.2803005506985,72.43599484816478,73.64199836086752,74.89137710933697,76.17712757269464,77.49219157192087,78.82947115312203,80.18184347079796,81.54217567110928,82.90333977514487,84.25822756218913,85.59976545298939,86.92092939302321,88.21475973576588,89.47437612595766,90.69299238287121,91.86393138357896,92.98063994622038,94.0367037132695,95.02586203480222,95.94202285176348,96.77927757923507,97.53191598970248,98.19444109632266,98.76158403619121,99.2283189536097,99.58987788335321,99.84176563393757,99.97977467088666,100.0,99.89885405061992,99.67308155889899,99.31977445106743,98.83638672670033,98.22074934198527,97.4710850929894,96.586023498927,95.56461568542679,94.40634926779929,93.11116323430416,91.67946282941766,90.11213443709984,88.41056046406214,86.57663422303456,84.6127748160331,82.52194201762721,80.30765115820697,77.97398800725054,75.52562365659166,72.96782940368684,70.30649163488275,67.54812670868368,64.6998958390188,61.76961997850964,58.76579470173721,55.697605088509874,52.574940607130095,49.40840999766213,46.20935615519957,42.98987101313233,39.762810426414234,36.541809054830054,33.34129524626353,30.176505919964423,27.063501449815284,24.01918054759989,21.061295146269835,18.20846528321226,15.48019398351664,12.896882143243381,10.479843412689503,8.251319079657844,6.234492952722858,4.453506244498333,2.9334724549062656,1.7004922544417878,0.781668367442479,0.2051204553540968,0.0,model A,1.233223357338561,0.3262476220691969,0.1405472269363397,alpha,v2.0,0.8766315387372068,0.8181978332333102,32.0,3.0,-63.41949162359438
50,Extrawalker Botson I,23.0,70.94729824392306,77.73837223837631,83.44032518499932,88.14450240717261,91.93793992151011,94.9034545887838,97.11973426484869,98.66142795156703,99.59923594773359,100.0,99.92679345379962,99.43901140427222,98.59246084718873,97.43945082987597,96.02888260214122,94.40633976719728,92.61417843258673,90.69161736110705,88.67482812173506,86.5970252405519,84.48855635166747,82.37699234814542,80.28721753292761,78.24151976975907,76.25968063411244,74.35906556411311,72.55471401146347,70.8594295923679,69.28387023845751,67.83663834771461,66.52437093539783,65.35182978496653,64.32199159900543,63.43613815014979,62.69394643200952,62.09357881009454,61.63177317273901,61.303933082026354,61.10421792471341,61.025633063156235,61.06011998623375,61.19864646027299,61.431296679973656,61.74736141933322,62.13542818257045,62.58347135505227,63.078942354216196,63.60885978049646,64.15989956824839,64.71848513667307,65.27087754074155,65.80326562212089,66.30185616009737,66.75296402250294,67.14310231663731,67.45907254019615,67.68805473219162,67.8176976238822,67.83620878969211,67.73244479814028,67.49600136276165,67.11730349303589,66.58769564530685,65.89953187371304,65.04626598110706,64.02254166998549,62.82428269340817,61.448783005927524,59.894796914509755,58.16262922946434,56.25422541536099,54.173261741963785,51.92523543514748,49.51755482782786,46.959629510883076,44.26296048408244,41.44123030700324,38.51039324996825,35.48876544495477,32.39711503653366,29.258752332784137,26.099619956225006,22.948382994733546,19.83651915247645,16.798408900827177,13.87142562930104,11.096025796466385,8.51583908088375,6.1777585320172825,4.132030721171993,2.4323458924035783,1.1359281134619998,0.30362542669721043,0.0,0.2934182777094818,1.2561411315618052,2.964414011584821,5.498557097049825,8.94305544738036,13.386649153084306,model C,0.43153318770451365,-0.4337895332902297,-0.1301198777181824,beta,v1.5,0.20605886115961658,0.18479875807196958,17.0,60.0,-11.306368021336624
