id,name,expires,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16,t_17,t_18,t_19,t_20,t_21,t_22,t_23,t_24,t_25,t_26,t_27,t_28,t_29,t_30,t_31,t_32,t_33,t_34,t_35,t_36,t_37,t_38,t_39,t_40,t_41,t_42,t_43,t_44,t_45,t_46,t_47,t_48,t_49,t_50,t_51,t_52,t_53,t_54,t_55,t_56,t_57,t_58,t_59,t_60,t_61,t_62,t_63,t_64,t_65,t_66,t_67,t_68,t_69,t_70,t_71,t_72,t_73,t_74,t_75,t_76,t_77,t_78,t_79,t_80,t_81,t_82,t_83,t_84,t_85,t_86,t_87,t_88,t_89,t_90,t_91,t_92,t_93,t_94,t_95,t_96,t_97,t_98,t_99,t_100,InfoCore Size,Polarity Sinks,Sonoreceptors,Arakyd Vocabulator Model,Axial Piston Model,Nanochip Model,Repulsorlift Motor HP,Cranial Uplink Bandwidth,AutoTerrain Tread Count,Astrogation Buffer Length,Productivity
29,Pushpulverizer Botchik,32.0,41.2827203633637,29.619279666301125,20.210487474615867,12.846418067119075,7.327600334797481,3.464790862652227,1.0787470115376385,0.0,0.06862798611635837,1.134029149333249,3.054694772305562,5.697982322735291,8.939888535210255,12.664822493042932,16.76537871010933,21.14211021268755,25.703301621296866,30.36474223253621,35.04949910092301,39.68769012073241,44.21625710783525,48.57873888153755,52.72504434641898,56.6112255741717,60.199250885439156,63.456777931654806,66.35692677688085,68.87805297964734,71.0035206747906,72.72147565529208,74.02461845411737,74.90997742605448,75.3786818295535,75.43573490856416,75.08978697437581,74.35290848745537,73.24036313928646,71.77038093420872,69.96393127125509,67.84449602599207,65.43784263235794,62.77179716450143,59.87601741862032,56.781765994801106,53.521683378856785,50.12956102416698,46.64011443351409,43.08875624092588,39.511369293509716,35.94407973329615,32.42303007907368,28.98415230823025,25.6629409385901,22.49422611025503,19.51194666743951,16.748923240312894,14.236631326836413,12.004974374603092,10.08205686267396,8.493957383419751,7.264501724361118,6.415035950001018,5.964199483668626,5.927698189359214,6.318077453568197,7.144495267131799,8.412495307067843,10.123780018412877,12.275983696063046,14.862445566605887,17.871982870168505,21.28866394225107,25.091581295567007,29.254624701881777,33.74625427384719,38.52927354684654,43.560602560836564,48.79105094217226,54.16509098545822,59.62063073538293,65.08878706856291,70.49365877536698,75.75209964176805,80.77349153118217,85.45951746630173,89.70393471093756,93.39234785184668,96.40198188059611,98.60145527537728,99.85055308285575,100.0,98.89123345594028,96.35617669379528,92.21701185250213,86.28595304866501,78.36501945840159,68.24580839916378,55.7092684115927,40.52547234134069,22.453390420934365,77.22136237046806,0.6655736379679978,0.6320070498555406,model D,gamma,v1.0,1.5422495807674088,-1.5417381241251151,56.0,94.0,22.00856499281521
30,Rockwidget Botchik,32.0,82.7068244081639,65.28417472473166,50.83537911142139,39.09573007740465,29.81333729920132,22.748855092460893,17.67520988374385,14.377327682303125,12.65186155186539,12.306919082412458,13.161789861962681,15.046672948352334,17.802404341016928,21.280184452772648,25.341305581597755,29.856879382413837,34.70756433886736,39.78329323511087,44.98300062758455,50.21435031679741,55.39346281910873,60.44464283850963,65.30010673840417,69.89971001339079,74.19067476104375,78.12731715369459,81.67077491021331,84.78873476778995,87.45515995371572,89.6500176571646,91.35900650097444,92.57328401342892,93.28919410003839,93.50799451532107,93.23558433458538,92.4822314257103,91.26229992092667,89.59397768860013,87.49900380501012,85.00239602613381,82.13217825942574,78.91910803559895,75.39640398040764,71.599473286429,67.56563918484103,63.33386841720916,58.94449870726327,54.438966232680905,49.8595330968691,45.24901480074542,40.65050771451686,36.10711654946596,31.6616818297285,27.356507364075476,23.233087717695472,19.331835683976948,15.691809756285767,12.350441599750383,9.343263523041365,6.703635950156,4.462474892190402,2.6479794191333674,1.285359131643027,0.39656163281983137,0.0,0.11028025653387606,0.7379288435603427,1.889120091796008,3.5654036933179882,5.763432173330237,8.474688361965184,11.685212866055995,15.37533154090992,19.51938296210557,24.085445897264147,29.035066777826795,34.32298717085124,39.89687125078096,45.697033271223,51.65616503674719,57.699063374643224,63.74235760673449,69.69423702111231,75.45417834397078,80.91267321135275,85.95095564093424,90.44072950381957,94.24389599632289,97.2122811117234,99.18736311208296,100.0,99.4701569904048,97.40663398233748,93.60679303072867,87.85628581817966,79.92878112674566,69.58569230971945,56.57590476340122,40.635503398907254,21.487500113920824,85.4176091089048,0.7615720246521313,0.4553417932603094,model D,gamma,v1.0,1.5410147264698202,-1.5718029492997783,22.0,10.0,-27.02759771926567
31,Pullvator Botchik I,57.0,55.79388805971908,47.43625180643078,40.744752733695634,35.554534181533256,31.709331754312032,29.061280732797268,27.470723486199265,26.80601688422155,26.943339709108923,27.766500067695652,29.166742803453594,31.04255690854035,33.29948293584738,35.84992041104817,38.61293524464635,41.5140671440238,44.48513702548891,47.46405442632457,50.39462491683637,53.2263575124008,55.91427208551332,58.41870677783647,60.70512541224814,62.74392490488944,64.5102426772133,65.98376406803203,67.148529745566,67.99274311949141,68.50857775298864,68.6919847747902,68.54250029122898,68.0630527982866,67.25977059364105,66.14178918871522,64.72105872072508,63.012151364727366,61.03206874566841,58.80004935043149,56.33737593988559,53.667182960933424,50.81426395855891,47.80487898787705,44.66656202617994,41.42792838498558,38.11848212208733,34.76842345359961,31.408456166009408,28.06959502822078,24.782973203605337,21.579649662049672,18.49041659200313,15.545606812527124,12.774901185341555,10.207136026875109,7.8701105203106305,5.790394127636293,3.9931340016915238,2.501862398215958,1.338304087897491,0.5221837684208908,0.07103347651483195,0.0,0.3216522898396838,1.0457888721863837,2.1792452604263794,3.7257013672348025,5.685488916618704,8.055398855966033,10.828488768095621,13.993890283304122,17.536616491413735,21.43736935381929,25.672347115539225,30.213051717264143,35.0260962073982,40.073012154116995,45.31005705741046,50.68802176112882,56.15203786503232,61.641385136847305,67.08929892430169,72.42277756717814,77.56238980936475,82.42208221090466,86.90898656003291,90.92322728524128,94.35772886731463,97.0980232513782,99.02205725895345,100.0,99.89405028497418,98.55824403685634,95.83826170322021,91.5712356682754,85.5855576649001,77.70068618671642,67.72695390011889,55.46537505632557,40.70745290341902,23.23498709842495,-88.14906854981041,0.48434028815367397,0.30681586870632155,model E,alpha,v2.0,1.3663743302882847,-1.3348900026396537,85.0,6.0,11.842743701536364
32,Pushwidget Botchik,77.0,33.57516217170095,27.514295102966614,22.76930067450468,19.21179137060331,16.719852748895452,15.177904153445818,14.476559427837874,14.512487628260795,15.18827373659646,16.412279373506365,18.098503511518654,20.166443188115068,22.54095421881788,25.152111910276925,27.935071773356523,30.82993023622246,33.78158535742898,36.73959753900573,39.65805023954472,42.49541068728734,45.21439059321126,47.781806864117456,50.168442315717165,52.348906385718884,54.3014958469152,56.00805552027002,57.453838988005316,58.62736930668798,59.52029972031736,60.127274373411524,60.44578902409472,60.47605175718414,60.22084369727687,59.685379721837016,58.87716917428253,57.80587657707215,56.48318234479268,54.922643497245225,53.13955437253329,51.15080734014907,48.974753514059564,46.631063465795705,44.14058793753738,41.525218555200745,38.8077485415269,36.01173342916571,33.16135177376582,30.281265867060043,27.396482449952547,24.532213425606315,21.713736572528585,18.966256257660945,16.31476414946245,13.783899930999644,11.39781201303178,9.180018247098303,7.153266638606742,5.339396059917145,3.7591969634328994,2.432272094683426,1.3768972054150215,0.6098817666741995,0.1464296818982857,0.0,0.1821676284546527,0.7024840463880883,1.5683380176618256,2.784816303962542,4.354564377887747,6.277647136033217,8.551409612078459,11.17033768987342,14.125918816529314,17.406502715501947,20.997162099682644,24.879553384476885,29.031777400898573,33.42824010865937,38.03951330924614,42.832195359017895,47.76877188228341,52.80747648439633,57.90215146483568,63.00210853030085,68.05198950778978,72.99162705769211,77.75590538686674,82.27462096174644,86.47234322140838,90.26827529066608,93.57611469315995,96.3039140644395,98.35394186505516,99.62254309364155,100.0,99.37039279820117,97.61146037965088,94.59446102619357,90.18403312319995,84.23805587262906,70.33100384081169,0.7870725830021036,0.5301255936149114,model B,kappa,v1.0,1.788610645426694,-1.785624340146532,88.0,97.0,100.0
33,Wallhauler Botsky Jr.,46.0,45.54227967387372,41.008050566672,37.34856610534956,34.49812907075146,32.3922054015357,30.96754214279101,30.16227979677654,29.916059075783558,30.170122057119027,30.867407740211267,31.95264200583745,33.37242197747314,35.07529478476374,37.01183072911795,39.13469085142312,41.3986889018826,43.76084771197514,46.18044996853595,48.61908338996015,51.04068030452784,53.41155163085123,55.70041526044378,57.87841884241127,59.91915697026483,61.798682770855905,63.495513895433085,64.99063291282125,66.26748210472223,67.31195266313776,68.112368289914,68.65946319840866,68.94635451727937,68.96850909639458,68.72370471486597,68.21198569120311,67.43561289559,66.39900816428373,65.10869311613443,63.57322237122837,61.803111171651814,59.81075740437757,57.610358026273104,55.217819891231215,52.65066497942157,49.92793002866554,47.07006056793214,44.098799352955545,41.037069203976095,37.908850245601464,34.73905154879133,31.553377174962733,28.37818662221808,25.240349673695622,22.167095648039965,19.18585705199714,16.324107635129813,13.609194846654066,11.068166694401583,8.727593005898084,6.613381091568764,4.750585810063776,3.163214035705178,1.8740235280560957,0.9043162036133294,0.2737258096200901,0.0,0.09877681341668866,0.5833555534509729,1.464462070904944,2.7500084482203553,4.444847086028111,6.5505191918145105,9.06499767070696,11.982424418390908,15.292842016136804,18.981919827958915,23.030674499889432,27.41518486138107,32.106301228824776,37.06934911119233,42.26382731780129,47.643100468206214,53.154085904198176,58.73693500394476,64.3247088982364,69.84304858886613,75.20983946911525,80.33487024638943,85.11948626693977,89.45623724274252,93.22851938046814,96.31021191259971,98.56530803065426,99.84754022053379,100.0,98.85475205826634,96.23244279771419,91.94190327773313,85.77974656067529,77.52995945994444,26.729227801089593,0.6091394092327906,0.4315195502420814,model D,gamma,v1.0,1.2361694335275493,-1.2412884740640555,75.0,42.0,47.883057309438215
34,Wallborer Boterson I,67.0,13.307941813525465,9.023818267284756,5.655007373525338,3.133909373891039,1.3941499533727062,0.3707017695308572,0.0,0.2200519082746185,0.9705404277768177,2.192921764205663,3.830517016168152,5.828597814091889,8.13446597741937,10.697527190084063,13.469358694267969,16.403771002440983,19.456863627681976,22.587074832281285,25.755225394625235,28.92455639436204,32.06076101584937,35.132010369884,38.10897333371241,40.964830409323866,43.675281600024356,46.21854830529292,48.575369233919204,50.72899033542275,52.66514874975411,54.37205077527737,55.84034385503479,57.06308258129251,58.03568871836834,58.75590524374113,59.223744407441956,59.441429809726365,59.413332497029245,59.14590107620039,58.64758584702252,57.9287569530105,57.00161655049261,55.88010499597248,54.579801051774645,53.117816109969354,51.512682434581095,49.784235422077906,47.953489880141724,46.04251032472187,44.07427529536936,42.07253568885176,40.06166711105333,38.066516247151135,36.112241250079244,34.22414614726937,32.427509265676434,30.747405675083357,29.20852364968945,27.834975147981112,26.65010031088056,25.676265978179547,24.9346582232542,24.44506890606071,24.225676244412632,24.292819403540935,24.66076710393452,25.3414802474637,26.34436856178391,27.67604126302125,29.34005173674239,31.33663623720076,33.66244660487007,36.31027700225678,39.268784667993366,42.52220468921608,46.05005879221995,49.82685815140111,53.8218002164762,57.99845955798577,62.31447273107902,66.7212171575773,71.16348402632582,75.57914521182202,79.8988142111223,84.04550109904062,87.93426150162038,91.47183958788999,94.55630507990124,97.07668428105018,98.91258512267412,99.93381622893837,100.0,98.96017971345333,96.65242064405577,92.9034052017393,87.52802208790433,80.32894946998522,71.09623217431219,59.6068528972418,45.62429743457958,28.898113929275183,-18.421155564823152,0.16240143175739485,-0.012841372434755999,model C,beta,v2.0,1.2749223295792096,-1.2677907650171067,98.0,9.0,42.065351331983436
35,Extrawaller Botchik II,57.0,86.54915331499686,76.24448756794011,67.4020734350746,59.92388947184618,53.71348642344348,48.67615873685342,44.719108111009405,41.75159908503183,39.68510666456114,38.43345598618345,37.9129540199486,38.04251330998059,38.74376775318076,39.94118041602331,41.56214338944319,43.53706968181687,45.79947715003506,48.286064468668535,50.936779137225784,53.694877525503884,56.5069769570311,59.323099830602835,62.09670977990913,64.78473987125537,67.34761283937529,69.74925336133632,71.95709236853759,73.94206339680028,75.67859097455076,77.14457104909575,78.3213434509904,79.19365639649898,79.749623028147,79.98066999336744,79.88147806123835,79.4499147773129,78.68695915654283,77.59661841429333,76.18583673545147,74.46439608162581,72.44480903644005,70.14220368891783,67.57420055496071,64.76078153691827,61.72415092125198,58.48858841428911,55.080294216071,51.5272261322941,47.858928724341844,44.106354497410514,40.30167712672715,36.478096721858336,32.66963712911591,28.91093527204821,25.23702253003216,21.68309815495086,18.28429472596628,15.07543564238584,12.090784654619139,9.363787433228275,6.926805176071116,4.810840253536226,3.0452538918706575,1.6574758945995236,0.6727064020398397,0.11360968890404419,0.0,0.3485194240182155,1.1723078054187814,2.4806646944000033,4.278703334974207,6.566996691120737,9.341215511042158,12.591758429510008,16.303374108298087,20.45477541472011,25.018245638243563,29.959236745211044,35.235959671645894,40.7989666541518,46.59072559890783,52.54518648874716,58.587339828344554,64.63276712747627,70.58718342238977,76.34597183525554,81.79371017171586,86.80368955652385,91.23742510727568,94.94415864623853,97.76035345026477,99.50918103880262,100.0,99.0278268548963,96.37279895971885,91.79962944625076,85.05705420030884,75.87727087831207,63.9753699619306,49.04875785084797,-49.268022400263554,0.5725818021809913,0.35789933539631585,model D,alpha,v1.0,1.4453432579067749,-1.4543653605798912,66.0,15.0,6.739525160553143
36,Pushlift Botberg,67.0,46.186086513081015,44.89617778388123,44.030745020704046,43.54684279217092,43.40259952969537,43.55730252916935,43.97147819115417,44.60696749957633,45.426996738927876,46.396243449971635,47.48089762395102,48.64871813530464,49.86908441288562,51.11304334968557,52.35335145106333,53.564512221478466,54.72280878972927,55.80633177269584,56.79500237758746,57.670590742695005,58.41672951664795,59.01892267617605,59.464549582375746,59.74286427548145,59.84499000814123,59.763909017197534,59.49444753397237,59.03325603305739,58.378784719608575,57.53125425514559,56.4926217218561,55.266541825404545,53.85832333624558,52.274880769442625,50.524681302990516,48.61768693464363,46.56529187724806,44.38025519257862,42.07662866368116,39.669679905718624,37.17581071532257,34.612470658449254,31.998065896740265,29.351863252387762,26.693889511504747,24.044825966000325,21.425898193958304,18.858761078522367,16.365379065284998,13.967901658180182,11.688534153883094,9.549403614712887,7.572420080039876,5.779133016198825,4.190583004905927,2.827148670180807,1.7083888437733625,0.8528799690950146,0.27804874365463755,0.0,0.033339825162997015,0.39099391860930927,1.0840211886947826,2.121422587623677,3.509945184913852,5.253881479365806,7.354863949536639,9.811654842718234,12.619931202420434,15.772065134359666,19.25689931095117,23.05951771430653,27.161011617735248,31.538240805752892,36.16359003259092,41.004720719215626,46.024317888844216,51.17983234097685,56.423218063921745,61.70066488583341,66.95232636425062,72.11204291414217,77.10706017445568,81.85774261317242,86.27728237086369,90.27140334275529,93.73806049929921,96.5671344452398,98.64012121719608,99.82981731974341,100.0,99.00510276071519,96.68988611187305,92.8891035607873,87.42716284070889,80.11778237793762,70.76364299743837,59.156034866954364,45.07449967964348,28.286468075195415,-25.48408981878059,0.6151640688450875,0.39748169856762955,model D,alpha,v1.0,1.244244372400614,-1.2639099511475158,57.0,97.0,34.95625651862731
37,Pushwaller Botchik,59.0,19.99278539433682,16.103063863587632,13.171037064418552,11.119929621724324,9.874468489819133,9.361023984437749,9.507743710977277,10.244679388979556,11.503906572854202,13.219637268842312,15.328325448220802,17.768765456747335,20.482183320346014,23.412320947033603,26.505513225086457,29.710758017448068,32.97977905237722,36.26708171033691,39.530001707123816,42.72874667323836,45.82643062949556,48.789101358876366,51.58576067461982,54.18837758455567,56.5718943516778,58.71422545095811,60.596249422401286,62.20179362034003,63.51761185897087,64.5333549541309,65.24153416131495,65.63747750993339,65.7192790338105,65.48774089792404,64.94630842138453,64.10099799665608,62.96031790501721,61.53518202826255,59.83881645664542,57.88665899306101,55.696251553469224,53.2871254635598,50.6806796516569,47.900051737864686,44.96998201945383,41.916670352487806,38.76762592969078,35.55150995455624,32.29797121169467,29.03747453342377,25.80112216259898,22.62046801168294,19.52732481805748,16.5535641955764,13.730909582357093,11.09072208481421,8.663779217933392,6.480046541786601,4.568442194286051,2.9565943201824254,1.6705913962977919,0.7347254530066963,0.17122819195065805,0.0,0.23833185944848254,0.9006201544580292,1.9980743737354454,3.5384177094553215,5.525580552420979,7.959386883465716,10.835233561099399,14.14376250538848,17.87052577807902,21.99564355896956,26.49345501850513,31.3321620866352,36.47346611788792,41.87219745271095,47.47593787503027,53.22463596605934,59.05021535435584,64.8761758621038,70.61718754764624,76.17867764426012,81.45641039516258,86.33605978477186,90.69277516619027,94.39073978494561,97.28272219896154,99.20962059477787,100.0,99.4696223919998,97.42096970285165,93.64275972051158,87.90945488623136,79.98076398821959,69.60113675154524,56.499251324275924,40.38749465985486,20.96143579572323,-79.81114341077375,0.40332087441130243,0.28024769307398795,model E,zeta,v2.0,1.5944735207727212,-1.574749972376479,62.0,44.0,10.406732420166193
38,Fireborer Botsky I,31.0,36.3908655933261,28.391300821787073,21.553650749357576,15.803286601807043,11.066735604106766,7.271810243482833,4.347731529840874,2.2252462535624966,0.8367382406735562,0.11633360538407334,0.0,0.4256398622066085,1.3331776597237963,2.6646411323330126,4.364236531275927,6.378417856024971,8.655950088425476,11.147966424209658,13.80801950188237,16.592126628978466,19.458809005692103,22.36912494587764,25.286697095422333,28.177733647990795,31.01104355814126,33.75804575181341,36.39277233418828,38.89186579491929,41.234570210736074,43.402716445418825,45.38070134714543,47.15546094320938,48.71643763211077,50.055541373017334,51.16710487259879,52.04783276923224,52.696744814578686,53.115113052532905,53.3063929955435,53.27614879830557,53.031972428824794,52.58339683685354,51.94180311969801,51.12032168539889,50.13372741328077,48.998328811876675,47.73185117422191,46.35331373052029,44.882900798183506,43.341826929239566,41.752196055115114,40.136854628789166,38.51923876431809,36.92321537373166,35.372917301303424,33.89257245518987,32.506326936442065,31.23806216539177,30.111206005404846,29.1485378840095,28.371987911395657,27.80242999628633,27.45946895917874,27.36122164296052,27.52409202089377,27.96254030197465,28.68884603366425,29.71286520198498,31.04178132900029,32.679850567655095,34.62814079399229,36.88426469674406,39.44210686429046,42.29154486899085,45.418164348889356,48.802968086785924,52.42207908668991,56.246437647632405,60.24149243486253,64.36688554840578,68.57613158900122,72.81629072140393,77.02763573506529,81.14331310218171,85.0889980331171,88.78254352919126,92.13362343284948,95.04336947519764,97.40400232090809,99.0984566105023,100.0,99.9718461979463,98.86676199980235,96.5266683197136,92.78223521965155,87.45247093591956,80.3443049030391,71.25216477500044,59.957547443889524,46.2285840558838,-25.887428154248227,0.9349970189996353,0.8,model B,kappa,v1.0,1.5266429298965858,-1.5748518896554244,52.0,4.0,-28.5110417084627
39,Stoneborer Boterson Jr.,41.0,36.24111062603983,30.952033744350437,26.526734121707097,22.906552999608014,20.033854103786847,17.852127752883913,16.30608979328288,15.341775360112836,14.906627464415958,14.94958040648049,15.421138015339295,16.273446714433767,17.46036341344333,18.93751822628022,20.662372015249904,22.594268761376814,24.694482760895642,26.926260647908055,29.25485824320483,31.647572229253452,34.073766651351335,36.50489424494419,38.91451258911013,41.278295086209255,43.574036767698125,45.78165492611074,47.883184573203934,49.8627687242688,51.70664350860744,53.40311810617525,54.94254951038842,56.31731211709729,57.52176213972465,58.552196850570006,59.40680864827905,60.08563395147846,60.59049691857638,60.924947993728615,61.094197278969396,61.105042732508686,60.96579319319401,60.686186231138294,60.277300824513624,59.75146486250852,59.122157474453516,58.403906185109655,57.61217889612382,56.763270693649574,55.87418548213216,54.962512444260945,54.04629732708547,53.143908554298,52.273898164681185,51.45485757672182,50.70526817938813,50.04334674907571,49.486885692715795,49.053088117050294,48.758397724073625,48.618323532636786,48.64725942621988,48.858298526869454,49.26304239529939,49.8714050571597,50.69141185546966,51.7289931292167,52.98777271811927,54.46885129355855,56.170584515671415,58.08835601661293,60.21434520998107,62.53728992640845,65.04224387531806,67.7103289328486,70.51848225594071,73.43919822258759,76.4402651982583,79.48449712848074,82.52945995758787,85.52719287363742,88.42392437948902,91.15978319005373,93.66850395569972,95.87712781183862,97.70569775465604,99.06694884303013,99.86599322659856,100.0,99.3578698832761,97.81990472844467,95.25747185223119,91.53266319497106,86.49794930567704,79.99582815326758,71.85846876396768,61.90734968486405,49.95289227364892,35.794088814489946,19.218125460108734,0.0,29.263756198943213,0.3572682595285894,0.15895464457448438,model E,zeta,v2.0,1.3879917400215833,-1.4046084063937008,54.0,0.0,18.084140382128226
40,Firevator Botski II,39.0,33.673588188890726,34.51147511673414,35.994712769851475,38.033393436886556,40.542702333729295,43.44280241885727,46.65871920867734,50.120225592867214,53.761726649717126,57.5221444614713,61.344802929669726,65.17731259048958,68.97145543008692,72.6830696999383,76.27193473218229,79.70165575496118,82.93954870776247,85.9565250567605,88.72697661015816,91.22866033352825,93.44258316515537,95.35288683137728,96.94673266192662,98.21418640527241,99.14810304396188,99.74401160996173,100.0,99.91659979090754,99.49667105495969,98.74528717521768,97.66961966087061,96.27882296257654,94.58391928780459,92.59768341617628,90.33452751480704,87.81038595364805,85.04260012082766,82.04980323799302,78.85180517565172,75.46947726851346,71.92463713083147,68.23993347174432,64.43873091061701,60.54499479238361,56.58317600288759,52.578095784224324,48.55483055008257,44.53859670108528,40.55463544013256,36.62809758774218,32.783928397391335,29.046752370858584,25.440758073565533,21.989582949917857,18.716198138647467,15.642793288153358,12.79066137184449,10.180083503480098,7.830213752512101,5.7589639594261,3.9828885510829886,2.5170693560623563,1.375000420000756,0.568472820936397,0.10745948464810494,0.0,0.2520854342800216,0.8675431485442996,1.8479216129551366,3.192375222127075,4.897549110464672,6.9574639675068735,9.363400853265706,12.103786013572142,15.164075695412771,18.526640962274335,22.170652509485954,26.071965479557857,30.203004277525046,34.5326473862893,39.026112181959945,43.64483974919447,48.34637969654072,53.08427497178149,57.80794667727006,62.46257888527727,66.98900345333205,71.32358483956125,75.3981049180298,79.13964779408671,82.47048461970564,85.3079584088227,87.5643688526834,89.14685713517927,89.95729074819387,89.89214830693933,88.8424043653054,86.69341423119128,83.32479878185796,78.6103292792583,95.95789154254578,0.1809465170738872,0.05949841936384864,model C,beta,v2.0,1.4907596912619776,-1.4590749579731384,3.0,92.0,-18.74792523919394
41,Waterdigger Botski I,59.0,18.662428114351226,12.425713140980545,7.620326003984548,4.105250837878289,1.7467541144462335,0.41822238122731337,0.0,0.37922688526734016,1.4496762427420464,3.1115923078315246,5.271528084122938,7.842183081868323,10.742241056469512,13.896207746963379,17.234248614506708,20.692026580861388,24.21053976687942,27.735959230988005,31.219466707674503,34.61709234597164,37.88955244794247,41.00208720716547,43.92429844721952,46.62998736016917,49.09699224504935,51.30702624635086,53.245515092504945,54.90143483436902,56.267149583710875,57.33824925169439,58.113387287364226,58.594118416131494,58.78473637825778,58.69211166734124,58.325529268800814,57.696526398361826,56.81873024054123,55.70769568713183,54.380743075687995,52.856795928010726,51.15621868863246,49.30065446330185,47.31286275746973,45.21655721477386,43.03624335552256,40.79705631518236,38.52459858286037,36.24477773979209,33.98364419782401,31.767228937899194,29.621381248544544,27.571606464352044,25.64290370446788,23.859603611074096,22.24520608787615,20.822218038585536,19.611991105407682,18.63455940752496,17.908477279581216,17.450657010170037,17.27620658031601,17.398267401962443,17.827852056454834,18.573682033027772,19.642025467286572,21.03653487969583,22.758084914064572,24.804610076027316,27.17094247153237,29.848649545329035,32.82587181944569,36.08716063168226,39.613315874089814,43.3812237314596,47.36369441980706,51.52929992485251,55.84221174051367,60.262038607383715,64.74366425122463,69.23708512144098,73.68724812957768,78.03388838779246,82.21136694734975,86.1485085371054,89.76843930198085,92.98842454147152,95.71970644810209,97.86734184593276,99.3300399290424,100.0,99.76274920836926,98.49698028917561,96.07438930139804,92.3595133664625,87.20956840671572,80.47428688391369,71.99575553770471,61.60825312412628,49.13808815407178,34.403436631787365,-41.73599240290278,0.11055699022267301,-0.09652435395164898,model C,beta,v2.0,1.0402707178168897,-1.0242137247065348,7.0,10.0,7.325933578655025
42,Firevator Botsky,32.0,39.04413209921403,31.830022898470528,25.835620113885565,20.974236360760763,17.160685380054925,14.311436408881315,12.344761144406863,11.18087330115336,10.742060761700625,10.952810320791613,11.739925022839522,13.032634092836851,14.762695460666448,16.864490878814443,19.275113633485287,21.93444884911869,24.785246386308454,27.773186333123363,30.846937089830117,33.95820604701795,37.06178285712559,40.115575299369944,43.08063773807673,45.921192174413214,48.60464189152287,51.10157769306208,53.38577673513846,55.43419395165166,57.2269460730357,58.74728823840372,59.98158320109403,60.919263127619004,61.552783990015094,61.877572551595286,61.89196594610361,61.59714385027111,60.99705324977428,60.09832579859575,58.91018777178534,57.44436261162543,55.71496606719645,53.73839392734503,51.5332023470542,49.119980767215516,46.52121742780276,43.76115747444816,40.86565365842033,37.86200963000388,34.77881582528247,31.64577794632019,28.493538034749687,25.353488138759992,22.257576573483647,19.238106774791735,16.32752874648611,13.558223100893196,10.962277692865797,8.571256847178441,6.415963179331696,4.526192009754954,2.9304783714109233,1.6558366108050362,0.7274925823931337,0.1686084363932536,0.0,0.23984675199895228,0.9033943907836893,2.002649995775524,3.5460697822462803,5.538239449537338,7.979547122689984,10.865848887468395,14.188126918791186,17.932140202561442,22.078067850899636,26.600145010779674,31.466291366064738,36.63773223294716,42.06861224878795,47.70560165436173,53.48749516950011,59.34480346213892,65.19933721076617,70.963783760276,76.54127637121502,81.82495606244595,86.69752604719514,91.03079876251606,94.68523549215287,97.50947858279565,99.33987625374789,100.0,99.30015458868286,97.03688064895344,92.99244985525729,86.9343527040077,78.61477888366232,67.7700902381981,54.120286323990186,37.368462560105115,-35.49095193146414,0.8058452131178739,0.5933924811906985,model B,gamma,v1.0,1.6044544556017466,-1.6032778911688037,47.0,39.0,-34.34624868947708
43,Pushminer Boterson Jr.,77.0,66.9004773069933,51.381087790265525,38.33642858200825,27.557887228780796,18.846636340788006,12.013429348295373,6.87839625804404,3.270839409665839,1.0290292320983747,0.0,0.03934559016493216,1.0110152379382464,2.787109293630923,5.247674978934938,8.280502143338241,11.780919020539816,15.651587984864834,19.802301307679446,24.149776913806082,28.617454137938463,33.135289481056375,37.639552366841095,42.07262089809016,46.38277761313249,50.524005242243575,54.45578246406012,58.142879661995714,61.55515468065528,64.66734858225041,67.45888140301408,69.91364790961677,72.01981335557954,73.76960923769134,75.15912905242239,76.18812405233967,76.85979900252218,77.18060793697646,77.16004991504992,76.8104647778483,76.14682890464847,75.1865509693143,73.94926769671335,72.45663961912827,70.73214683267572,68.8008847537191,66.68935987528354,64.42528552347223,62.037377613880686,59.55515040801186,57.00871226969119,54.42856142148217,51.84538170109994,49.28983831782755,46.79237360893163,44.3830027960764,42.09110974173695,39.9452427056185,37.972910101069075,36.20037625149231,34.6524571467674,33.35231619966018,32.321260002238475,31.57853408229263,31.141118659739252,31.023524403051088,31.237588185656374,31.79226884236651,32.69344292578511,33.94370046272485,35.54214071061727,37.48416791394027,39.76128706061688,42.36089963844521,45.266099391503836,48.45546807657252,51.90287121953826,55.57725387182416,59.442436366793125,63.45691007616941,67.57363316644627,71.7398263553087,75.89676866805098,79.9795931939771,83.91708284283015,87.63146610120288,91.03821278894799,94.04582981560253,96.55565693679348,98.46166251065748,99.65023925425747,100.0,99.38157345203166,97.65739994268449,94.68152718886522,90.29940604848169,84.34768627686154,76.6540122831587,67.03681888676569,55.30512707373732,41.258339753216966,32.78644107190834,0.1891891788264837,0.051459488426379485,model C,beta,v2.0,1.1865354840741518,-1.1946063019540638,6.0,29.0,-14.679687023578708
