id,name,expires,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16,t_17,t_18,t_19,t_20,t_21,t_22,t_23,t_24,t_25,t_26,t_27,t_28,t_29,t_30,t_31,t_32,t_33,t_34,t_35,t_36,t_37,t_38,t_39,t_40,t_41,t_42,t_43,t_44,t_45,t_46,t_47,t_48,t_49,t_50,t_51,t_52,t_53,t_54,t_55,t_56,t_57,t_58,t_59,t_60,t_61,t_62,t_63,t_64,t_65,t_66,t_67,t_68,t_69,t_70,t_71,t_72,t_73,t_74,t_75,t_76,t_77,t_78,t_79,t_80,t_81,t_82,t_83,t_84,t_85,t_86,t_87,t_88,t_89,t_90,t_91,t_92,t_93,t_94,t_95,t_96,t_97,t_98,t_99,t_100,Axial Piston Model,InfoCore Size,Arakyd Vocabulator Model,Nanochip Model,AutoTerrain Tread Count,Repulsorlift Motor HP,Astrogation Buffer Length,Polarity Sinks,Cranial Uplink Bandwidth,Sonoreceptors,Productivity
27,Waterwidget Botchik I,69.0,100.0,93.04352247843433,86.26468420534515,79.67958989485467,73.30294888797539,67.14811053011705,61.227099548593635,55.55065143013016,50.12824779836975,44.968151791380485,40.077443439162344,35.46205504115413,31.126806543740415,27.075440917758474,23.310659536005204,19.83415755074404,16.64665927121188,13.747953541126101,11.13692911619136,8.811610041606617,6.769191029571998,5.006072836795821,3.5178976420013814,2.299584423434039,1.3453643363680494,0.6488160906135095,0.20290132802330282,0.0,0.03194574500288016,0.29006126605470695,0.7651937082487851,1.4477500362558766,2.3277324118310116,3.394773571320634,4.638172203169322,6.046928325426813,7.609778663254883,9.315232026434437,11.15160468687222,13.107055756107847,15.16962256282078,17.32725603033719,19.567856054136858,21.879306879360154,24.24951247831513,26.666431927984046,29.118114787530736,31.592736475807158,34.07863364886057,36.56433957744057,39.038619524505584,41.49050612273027,43.90933475201205,46.28477891697851,48.606885624493636,50.86611076116567,53.05335447085305,55.15999653217207,57.177931736003664,59.0996052629998,60.918048061091476,62.626912222994314,64.22050636371677,65.69383099806612,67.04261391815596,68.26334557091282,69.35331443558319,70.31064240124074,71.1343201442923,71.82424250598639,72.3812438699183,72.80713353953844,73.10473111565919,73.27790187396032,73.33159214249775,73.27186467920987,73.10593404942395,72.84220200336318,72.49029285365486,72.06108885283558,71.56676557085906,71.02082727260316,70.43814229537628,69.83497842642478,69.22903828043947,68.63949467706361,68.08702601839786,67.5938516665094,67.18376732093671,66.882180396199,66.716145399301,66.71439930724061,66.90739694451621,67.32734636063233,68.00824420760893,68.98591111748644,70.2980270798324,71.9841668192496,74.08583517288312,76.64650246792527,model E,-0.4130867999869785,beta,v1.0,1.468260723154529,1.45449242138613,-0.46655394539230216,0.4587568517760442,72.0,46.0,42.05924727059421
28,Wallhauler Botberg I,26.0,48.020287326591685,41.991027464444876,36.46161364328771,31.411523407415228,26.820407142747882,22.668119854346273,18.93475160287087,15.60065659998684,12.646480962713941,10.053189126721456,7.802088918568232,5.874855286887746,4.2535526925182925,2.9206561575781533,1.8590709734859248,1.0521510679258494,0.48371603075823566,0.13806679887495785,0.0,0.05482095543505943,0.28835534175026706,0.6869595114198853,1.237529472403184,1.9275085266702927,2.7448935676732096,3.67824003676167,4.716665538544403,5.8498521151952625,7.06804717970421,8.362063108074034,9.7232754904613,11.14362004126292,12.615588168147681,14.13222120003274,15.687103274005295,17.274352881189206,18.888613071556666,20.52504031768536,22.17929203745992,23.84751277571907,25.5263190448478,27.21278282431404,28.90441371915135,30.59913977738573,32.295286966407986,33.991557308291036,35.68700567405265,37.38101523686257,39.07327158419514,40.763735488926976,42.452614339379835,44.14033222830783,45.82749870083089,47.514876161312216,49.20334593918134,50.893873013702326,52.58746939768639,54.28515618015061,55.987924227920786,57.6966935461798,59.41227129796105,61.1353084825866,62.866255273051266,64.60531501235029,66.35239686875384,68.10706715002495,69.86849927658388,71.63542241361634,73.40606876212797,75.17811950894287,76.94864943564784,78.71407018648117,80.47007219516733,82.21156527069567,83.93261784204466,85.62639486185189,87.28509436902768,88.89988271031496,90.4608284207945,91.9568347633325,93.37557092697762,94.70340188429982,95.92531690767404,97.0248567445119,97.98403945143635,98.7832848873995,99.4013378657509,99.81518996524564,100.0,99.9290131483922,99.57347874090694,98.90256670692588,97.88328268046527,96.48038176485241,94.65628095635536,92.37097022675059,89.58192226484101,86.24400087691497,82.30936804615332,77.7273896509798,model C,-0.6175500635820963,kappa,v1.0,1.9398553051543739,1.9179043069432933,-0.1404334695501428,0.15178061385594233,5.0,52.0,62.522195417873604
29,Excaminer Boterson Jr.,46.0,98.25890313600392,90.8242372044858,83.73244801507654,76.97755265906834,70.55356822775344,64.45451181242407,58.67440050437251,53.20725139489094,48.04708157527163,43.187908136806826,38.623748170788744,34.348618768509624,30.356537021261715,26.64152002033726,23.197584857028463,20.018748622627587,17.099028408426893,14.43244130571857,12.013004405794884,9.834734799948073,7.89164957947037,6.177765835653994,4.687100659791229,3.413671143174261,2.3514943770953414,1.4945874528467529,0.8369674617206675,0.3726514950093517,0.09565664400507166,0.0,0.07969865428645012,0.32876969815661006,0.7412302229026992,1.3110973198170313,2.0323880801917626,2.8991195953191595,3.9053089564914893,5.04497325500097,6.312129582139807,7.700795029200296,9.204986687474674,10.818721648255066,12.53601700283383,14.350889842503223,16.257357258555345,18.249436342282504,20.321144184977022,22.466497877931026,24.67951451243677,26.95421117978658,29.284604971272604,31.664712978187026,34.08855229182228,36.55014000347041,39.0434932044237,41.562628985974484,44.1015644394149,46.654316656037196,49.214902727133705,51.777339743996556,54.335644797917936,56.88383498019025,59.41592738210568,61.92593909495629,64.4078872100346,66.85578881863269,69.2636610120427,71.62552088155716,73.93538551846811,76.1872720140677,78.37519745964838,80.49317894650224,82.5352335659216,84.49537840919864,86.36763056762557,88.14600713249479,89.8245251950983,91.39720184672849,92.85805417867769,94.2010992822379,95.42035424870153,96.50983616936077,97.46356213550776,98.275549238435,98.93981456943436,99.45037521979832,99.80124828081918,99.98645084378903,100.0,99.83591284074471,99.48820645731502,98.95089794100326,98.21800438310194,97.28354287490285,96.14153050769848,94.78598437278117,93.21092156144292,91.4103591649761,89.37831427467306,87.10880398182574,model A,-0.4395119200992586,beta,v1.0,1.5430624771726706,1.5499152472620565,-0.3680008952336492,0.36611550135250137,22.0,3.0,81.56626089914346
30,Extrawidget Botson Jr.,39.0,0.8358286978338085,7.932270490326962,13.737846930037655,18.373852928940053,21.95566710199524,24.592876099217673,26.38939893774168,27.44361133388791,27.84847003522981,27.691637152660093,27.055604492457213,26.017817888351818,24.650801533593274,23.022282313016078,21.195314135106347,19.228402264068244,17.17562765189061,15.08677127041323,13.007438443393404,10.979183178572407,9.039632499742012,7.22261077881082,5.558264067870941,4.073184431264227,2.7905342776489523,1.7301706920661266,0.9087697680059594,0.33995093947464894,0.03440131306036977,0.0,0.24194244824582328,0.7628647745313123,1.5629680964384298,2.6401428644635137,3.9900931940840025,5.606461197824853,7.4809513173248385,9.603454655403524,11.962173308126927,14.54374469687486,17.33336590040686,20.314917986928663,23.471090346159126,26.783505021396014,30.232841041583146,33.798958753376155,37.46102415321009,41.19763321936396,44.98693624402997,48.80676216537666,52.634742899619205,56.448437673081784,60.225457354267235,63.94358878592201,67.58091911710315,71.11596013524519,74.52777259822439,77.79609056642857,80.90144573482131,83.82529176500917,86.55012861730704,89.0596268828065,91.33875211544162,93.37388916405448,95.1529665044617,96.66558057152395,97.90312009120673,98.85889041265273,99.52823784024463,99.90867396567165,100.0,99.80443110573233,99.32672072888289,98.57428493103453,97.55732672141178,96.28896038894727,94.78533583434474,93.0657629021492,91.1528357128058,89.0725569947389,86.85446241640813,84.53174491837731,82.14137904538362,79.72424527840289,77.32525436671666,74.9934716599684,72.78224144025558,70.74931125416197,68.95695624485383,67.47210348413009,66.36645630449381,65.71661863122009,65.60421931441037,66.11603646108489,67.3441217672221,69.385924849834,72.34441757904736,76.32821841014407,81.45171671565306,87.835197117389,model E,-0.4616441942257836,alpha,windows 2000,1.2683951782840133,1.2517689306763904,-0.3087656421018615,0.3102488346234551,97.0,96.0,-70.6726882446769
31,Pulldigger Botchik I,81.0,99.22872673755995,91.32196229398922,83.79987693328394,76.65537419157329,69.88135760498649,63.47073070965278,57.416397041701316,51.71126013726135,46.34822353246206,41.32019076343268,36.62006536630238,32.24075087720039,28.17515083225593,24.416168767598183,20.956708219356372,17.7896727236597,14.907965816637372,12.304491034418593,9.972151913132587,7.903851988908553,6.092494797875682,4.530983876163198,3.212222759900301,2.129114985216216,1.2745640882401326,0.6414736051012623,0.22274707192878315,0.011288024851989275,0.0,0.18178653350207444,0.5495511614873785,1.0961974200851248,1.8146288454245725,2.6977489736348756,3.7384613408452707,4.9296694831849575,6.264276936783114,7.735187237769001,9.335303922271828,11.057530526420694,12.89477058634495,14.839927638173666,16.885905218036225,19.025606862061682,21.251936106379304,23.557796487118257,25.936091540407837,28.379724802377133,30.881599809155457,33.434620096871996,36.031689201655865,38.66571065963637,41.32958800694268,44.01622477970411,46.718524514049626,49.42939074610876,52.141727012010385,54.84843684788396,57.54242378985845,60.21659137406338,62.86384313662771,65.47708261368076,68.0492133413516,70.57313885576964,73.04176269306394,75.44798838936374,77.78471948079829,80.04485950349678,82.22131199358842,84.30698048720232,86.294768520468,88.17757962951413,89.94831735047045,91.59988521946575,93.12518677262956,94.51712554609088,95.76860507597908,96.87252889842334,97.8218005495527,98.60932356549651,99.22800148238396,99.67073783634413,99.9304361635065,100.0,99.87233288195398,99.54033834549777,98.99691992676031,98.23498116187085,97.24742558695893,96.02715673815328,94.56707815158333,92.86009336337831,90.89910590966744,88.67701932657991,86.18673715024494,83.42116291679159,80.37320016234919,77.03575242304711,73.40172323501429,69.46401613438003,model C,-0.08836826044134394,alpha,windows 2000,1.1975880727890988,1.1863015138955537,-0.6326431323220549,0.6175085536966081,59.0,82.0,-24.788874666321618
32,Pushborer Boterson,43.0,76.9054041388603,67.86968475770986,59.53426583283411,51.87137638899835,44.85374389293961,38.45459425336669,32.64765182096009,27.407139388372048,22.70777819022656,18.524787903119332,14.833886645617818,11.611290978261204,8.83371590356042,6.478374865998123,4.522979752028703,2.9457408900782847,1.7253670505447307,0.8410654457976658,0.27254173017838945,0.0,0.004142793547286156,0.26617109107679426,0.7677843148168015,1.491180328967316,2.419055439700103,3.5346043951586323,4.821520385458119,6.263995042685519,7.846718440899508,9.55487909613051,11.37416396638072,13.290758451624015,15.291346393805991,17.36311007684407,19.493730226627328,21.67138601101655,23.884755039844332,26.12301336491512,28.375835480004735,30.633394320861022,32.88636126520367,35.12590613272372,37.343697185084274,39.53190112591985,41.68318310083713,43.79070669741434,45.848133945201134,47.849625315719415,49.78983972246245,51.66393452089548,53.46756550845516,55.19688692455035,56.84855145056126,58.419710209839984,59.90801276771025,61.31160713146776,62.629139750379615,63.859755515685045,65.00309776059446,66.05930826029076,67.0290272319278,67.91339333463175,68.71404366950036,69.43311377960288,70.07323764998048,70.63754770764614,71.12967482158446,71.55374830275191,71.91439590407627,72.21674382045784,72.4664166887678,72.6695375878497,72.8327280385182,72.9631080035609,73.06829588773569,73.15640853777232,73.23606124237394,73.31636773221368,73.40694017993707,73.51788920016091,73.65982384947472,73.84385162643895,74.08157847158547,74.38510876741941,74.76704533841604,75.24048945102311,75.81904081366004,76.51679757671718,77.34835633255857,78.32881211551795,79.47375840190146,80.79928710998749,82.32198860002613,84.058951674238,86.02776357681716,88.24650999392782,90.73377505370736,93.5086413262641,96.59068982367711,100.0,model C,-0.5528863982962933,zeta,windows 2000,0.9799494247932736,0.9815253287297335,-0.7740530300006858,0.7889533311606659,17.0,39.0,92.11084592539405
33,Waterlift Boterson,21.0,32.467309526945705,35.279751357010355,37.32274496284515,38.66232976895609,39.36322727052446,39.488718746323784,39.100529059577575,38.25871654675744,37.02156899432209,35.44550570339666,33.58498564239298,31.492421687570125,29.21810095153594,26.81011119968878,24.31427335460026,21.774080088338344,19.23064050273116,16.72263089757148,14.286251626761718,11.955190042399563,9.760589526804353,7.731024612483768,5.892482190041641,4.268348804025853,2.879404036717136,1.7438199798584382,0.8771667943250201,0.29242435773485637,0.0,0.0077523268184043915,0.3210211311062673,0.9426633923712572,1.8730953640260433,3.1103407486428165,4.650084961147932,6.485735479957717,8.608488286054557,11.007400390003404,13.669468446909649,16.579713459316654,19.721271568045022,23.07549093097085,26.622034689746798,30.33899002446135,34.202983296241044,38.189301277791344,42.27201847187943,46.42413051775699,50.617693685524,54.823970458432214,59.0135812031313,63.15666192785305,67.22302812853736,71.18234472289993,75.00430207243932,78.65879809238348,82.11612644958008,85.34717084832494,88.32360540413082,91.01810110543933,93.4045383632714,95.45822564881874,97.15612421897485,98.47707892981047,99.40205513798513,99.91438169010127,100.0,99.6477192139955,98.84947746405153,97.60060920889639,95.90011866308355,93.75095931398548,91.16031952673373,88.13991423709973,84.70628273231105,80.88109251981359,76.69144928397277,72.1702129307136,67.35631972010461,62.2951104868791,57.03866494889838,51.646142103555846,46.18412671212443,40.72698187203665,35.357207677114936,30.165805965734954,25.252651156934668,20.726867174461773,16.707210458759292,13.322459066898523,10.71180786044749,9.025269781275494,8.42408321531792,9.081125444248181,11.18133218512442,14.922123217959523,20.513834101228166,28.1801539753267,38.158569453966834,50.70081460350936,model A,-0.38618496760112186,alpha,windows 2000,1.335598321053278,1.3120303376027742,-0.47804826816612755,0.4533623630595387,97.0,80.0,-55.22420919043634
34,Thumplift Boterson Jr.,95.0,25.5400160384946,20.91986402774819,16.860786331704542,13.329012372888297,10.291289802239383,7.7149431107848665,5.567929521456937,3.8188921610569118,2.4372105123653074,1.3930481463980016,0.657397734808444,0.20212334243594407,0.0,0.024750556940744083,0.2510798144053851,0.6547059383808171,1.2123891529721522,1.9019577138274582,2.7023311617085275,3.5935408562075972,4.556747789610335,5.574257680904713,6.629533349936064,7.707204371708159,8.793074010830292,9.874123436110603,10.938513215295249,11.975582089953852,12.97584303051075,13.930976571422708,14.833821426502295,15.678362384387444,16.459715484157446,17.17411047109429,17.81887053259066,18.392389314203967,18.89410521585593,19.32447296817903,19.68493248900822,19.977875020019155,20.206606543512525,20.37530847934438,20.48899566200219,20.553471597827425,20.57528100238388,20.561659617973017,20.520481311293157,20.460202451247078,20.38980356689509,20.31872828555291,20.25681955103704,20.21425312205572,20.20146835074577,20.22909624135605,20.30788478907601,20.44862159901137,20.662053785305243,20.95880515040531,21.349290644477527,21.84362810496546,22.451547276295756,23.1822961097298,24.04454434336151,25.046284362260828,26.194729338764127,27.49620865290866,28.956060593016797,30.578522336421486,32.36661721034234,34.32203923290434,36.44503493430535,38.73428245812748,41.186767942795335,43.79765918318138,46.5601765723551,49.46546132348061,52.502440971859464,55.65769215711729,58.91530068554142,62.256718872559006,65.66062016536674,69.10275104570022,72.55578021275639,75.98914504625694,79.36889534965916,82.65753437351366,85.81385711896856,88.79278592141618,91.54520331429197,94.01778217301379,96.15281313906725,97.8880293242455,99.15642829502444,99.88609133708688,100.0,99.41584992202644,98.04586193509623,95.79659044990866,92.56872912119377,88.25691379311081,model E,-0.9181668010622821,zeta,windows 2000,1.0542280037707674,0.9866147367064424,-0.5138474438746181,0.5363258255196919,13.0,26.0,100.0
35,Excaminer Botsky II,81.0,62.77971072273401,56.3886784987405,50.35217732659668,44.67009556480878,39.34189442177076,34.366597004794066,29.742778572216604,25.46855798859061,21.541590382949675,17.959061010154805,14.717680315319532,11.81368020131403,9.2428114993484,7.000342642634903,5.081059543129279,3.4792666713511404,2.1887893392834235,1.2029771863508485,0.5147088684774763,0.11639795022331641,0.0,0.15702088836540018,0.5785262893975424,1.2551523851472706,2.177117773170248,3.3342365771377995,4.715932760526926,6.311255643389354,8.108896622199603,10.097207092782172,12.264217576317657,14.59765804842812,17.08497947134135,19.71337652913419,22.469811566054982,25.341039727925125,28.31363530661951,31.374019287626087,34.50848810068454,37.70324357350405,40.94442408855999,44.218136942969615,47.510491911447254,50.807636012337774,54.09578947672983,57.3612829206479,60.59059572032328,63.77039559054414,66.88757936608496,69.92931498621451,72.88308468228323,75.73672936838967,78.47849423512586,81.09707554640173,83.5816686393485,85.92201712730154,88.10846330586189,90.1319997620367,91.98432218645928,93.65788338868782,95.14594851558311,96.44265147276549,97.54305254915107,98.4431972445661,99.14017630044162,99.63218693358654,99.91859527303937,100.0,99.87829719083973,99.55674636319006,99.04003772511267,98.33436062734455,97.44747321862694,96.388773304109,95.16937040683324,93.80215903229922,92.3018931361062,90.68526179467457,88.97096607904741,87.17979713176913,85.33471544684616,83.46093135278353,81.58598669870204,79.73983774353528,77.95493924830407,76.26632977147034,74.7117181673718,73.3315712877323,72.16920288625468,71.27086372629145,70.68583289159214,70.46651030013436,70.66851042103023,71.35075719451295,72.57558015500248,74.40881175725053,76.91988590556508,80.1819376861112,84.27190430229588,89.27062721322619,model C,-0.1884084357415141,gamma,v1.0,1.710967787879027,1.777187862301672,-0.07047936901003216,0.058349955457189684,86.0,79.0,-66.65712383051631
36,Extravator Botsky,53.0,64.74945366712264,60.60363279056305,56.490198880195365,52.425490871333615,48.42530622710222,44.50486527914809,40.678777633984716,36.96101064496844,33.364859949906965,29.902922074300008,26.587069100212112,23.428425400777662,20.437346440338043,17.62339964021102,14.995347310092235,12.561131645088928,10.3278617883858,8.30180295954306,6.4883676484266575,4.892108874770688,3.516715513371945,2.3650096849166653,1.4389462124395025,0.7396141434145447,0.2672403374786389,0.02119511978684185,0.0,0.20133745690460522,0.6220627886646696,1.2582180287059364,2.105047927232232,3.1570179983738873,4.40783463296843,5.850467276973451,7.477172675511579,9.27952118254768,11.248425136198305,13.374169299673056,15.646443367848523,18.05437653947395,20.586574155009455,23.23115640009625,25.97579907465904,28.80777642764048,31.714006057368145,34.68109587755344,37.695393148922435,40.74303557647958,43.810004472402824,46.882179984571394,49.9453983907257,52.98551145825908,55.98844786964201,58.940276713478724,61.82727304119536,64.63598548936088,67.35330596763967,69.96654141237703,72.4634876058158,74.83250506094619,77.06259697198716,79.14348923050014,81.06571250713499,82.82068639900793,84.40080564271223,85.79952839295977,87.01146656685691,88.03247825381013,88.85976219106519,89.4919543048789,89.92922631732172,90.17338641871369,90.2279820056919,90.09840448491025,89.79199614237115,89.31815907839066,88.68846620819414,87.91677432814436,87.01933924760323,86.01493298642382,84.92496303807614,83.77359369840346,82.58786946001216,81.39784047229405,80.23669006707888,79.14086434992096,78.15020385701628,77.30807727775488,76.6615172429014,76.2613581784101,76.16237622487189,76.42343122259393,77.10761076230858,78.28237630151975,80.01971134647602,82.39627169977986,85.49353777362609,89.39796896867392,94.20116011855401,100.0,model A,-0.11337995113946919,kappa,v1.0,1.96,1.9762205484343522,-0.28642921622718565,0.31197780707579476,76.0,9.0,63.89831421719569
37,Thumpminer Botberg II,81.0,0.0,0.38741538760637556,0.7436671208858111,1.08180934834984,1.4143848173505407,1.753394089782581,2.110266802382797,2.4958349716274006,2.9203083432267496,3.3932517862177054,3.9235647316535935,4.519462655891726,5.188460608478556,5.937358784632343,6.772230142323497,7.6984100639524335,8.720488062625066,9.84230153302584,11.066931546888409,12.396700693063842,13.833172962186465,15.377155675937246,17.028703460904822,18.787124267044035,20.650987430732147,22.618133782422547,24.68568779889615,26.850071800110264,29.10702219064516,31.451607745748145,33.87824994197525,36.38074533243053,38.9522899666029,41.58550585480061,44.272469477183265,47.00474233739148,49.77340356077401,52.56908453721268,55.38200560854468,58.20201480058251,61.01862859973164,63.82107477420558,66.59833723983864,69.33920297049627,72.03231095308288,74.66620318714749,77.22937772908665,79.71034378094521,82.09767882381455,84.3800877958284,86.5464643147563,88.58595394519459,90.48801951035507,92.2425084484511,93.83972221368145,95.27048772181165,96.52623084035284,97.59905192333865,98.48180339069873,99.16816935223103,99.65274727617087,99.93113170235776,100.0,99.85720017003655,99.50184069209716,98.93438241605882,98.15673249820125,97.17234038195926,95.98629582327214,94.6054289605319,93.03841242912833,91.29586552059122,89.39046038633185,87.33703028597918,85.15267988031722,82.8568975688169,80.47166987176719,78.02159785700346,75.53401561123324,73.03911075595921,70.57004700800086,68.1630887846136,65.85772785320341,63.69681202564196,61.7266758971777,59.9972736299446,58.56231378106831,57.47939617537148,56.810150822674856,56.620378879695885,56.980195656547025,57.964175667829544,59.65149972832482,62.12610409328527,65.4768316433214,69.79758511388586,75.18748236935691,81.75101372171767,89.59820129383357,98.84476042732828,model A,-0.32833959817472635,beta,v1.0,1.499260836433424,1.5127816831384482,-0.28449310391307925,0.29459006339758703,25.0,59.0,59.00303667133096
38,Extrapulverizer Botchik,52.0,42.46852361063557,43.148184102757284,43.1985561131703,42.69748163776893,41.71849621197968,40.33092740504339,38.59999331429746,36.58690105945804,34.348945276902185,31.939606613950115,29.408650223147358,26.802224256546953,24.16295835999165,21.53006216739612,18.9394237950291,16.423708335795638,14.012456353519253,11.732182377224131,9.606473395417362,7.656087350371059,5.8990516324045945,4.350761574166804,3.0240789449181635,1.929430444812984,1.0749061991815987,0.46635825281254506,0.1074990642348376,0.0,0.1435898289643625,0.5361532165714626,1.1738292191336854,2.051109778115049,3.1609382144130205,4.494807722640958,6.042859865410009,7.793983067611615,9.735911110699396,11.855321626971884,14.137934593853869,16.568610828179374,19.131450480473404,21.809891529234235,24.58680827521596,27.444609835709983,30.365338638827886,33.33076891778315,36.32250520517349,39.32208082726337,42.311056398265784,45.271118314624296,48.18417724929596,51.03246664603295,53.7986412136645,56.46587542038019,59.01796198801108,61.4394103863117,63.71554532724348,65.83260525925634,67.77784086157035,69.53961353845817,71.10749391352827,72.47236032400592,73.62649731501553,74.56369413386275,75.27934322431803,75.77053872089698,76.0361749431434,76.07704488991189,75.89593873364937,75.4977423146775,74.88953563547392,74.08069135495683,73.08297328276497,71.91063487354036,70.5805177212122,69.11215005327517,67.5278452250757,65.85280021409288,64.11519411421772,62.34628663004119,60.58051657113129,58.85560034631661,57.21263045797018,55.69617399629049,54.35437113358148,53.239033618539956,52.40574327053206,51.91395047388038,51.82707267214354,52.21259286239729,53.142158089518624,54.691677940468445,56.94142303857242,59.97612353780192,63.88506761706109,68.76219997446255,74.70622032161563,81.82068187790475,90.21408986477259,100.0,model A,-0.48998996247807236,beta,v1.0,1.4846508165177081,1.466991511337477,-0.2929588186593537,0.2730910906915796,29.0,98.0,25.465582712900115
39,Pullhauler Botchik,39.0,29.389052462587195,26.19251023424899,23.201798255202398,20.412941579365857,17.82196526065782,15.424894352996729,13.217753910301031,11.196568986489169,9.357364635479586,7.696165911190728,6.208997867541043,4.891885558448974,3.7408540378329693,2.7519283596114654,1.9211335777029153,1.2444947460257607,0.7180369184984455,0.33778514903941637,0.09976449156712017,0.0,0.034516728256498874,0.19933973025506774,0.49049405991413764,0.9040047711521716,1.4358969178876004,2.0821955540388792,2.838925733524451,3.702112510262759,4.667780938172246,5.731956071171346,6.890662963178529,8.13992666811223,9.47577223989089,10.894224732432956,12.391309199656877,13.96305069548109,15.605474273824047,17.314604988604188,19.086467893739957,20.917088043149807,22.802490490752135,24.738700290465466,26.72174249620822,28.747642161898813,30.812424341455714,32.91211408879736,35.04273645784215,37.20031650250863,39.380879276715184,41.58044983438026,43.79505322942231,46.02071451575978,48.2534587473111,50.489310977994705,52.724296261729066,54.954439652432654,57.17576620402386,59.384300970421165,61.576069005542976,63.74709536330779,65.89340509763403,68.01102326244009,70.09597491164446,72.14428509916561,74.15197887892201,76.115081304832,78.02961743081411,79.89161231078668,81.6970909986683,83.44207854837732,85.12260001383225,86.73468044895144,88.2743449076534,89.7376184438566,91.12052611147944,92.41909296444034,93.62934405665777,94.74730444205025,95.76899917453613,96.69045330803384,97.50769189646192,98.21673999373878,98.81362265378286,99.29436493051259,99.65499187784633,99.89152854970268,100.0,99.9764312826568,99.81684745159144,99.51727356072239,99.07373466396817,98.48225581524716,97.7388620684777,96.83957847757846,95.78043009646775,94.55744197906402,93.16663917928577,91.60404675105129,89.86568974827924,87.94759322488797,model C,-0.027963382314606378,gamma,v1.0,1.6908078143977283,1.7196897636166173,-0.14651700836767634,0.09754032876813255,64.0,20.0,65.39863147095099
40,Pushwaller Botberg Jr.,90.0,57.62699382879328,59.85749432330096,61.146617967938724,61.59530760604432,61.29937823005234,60.34962685568247,58.831942396127836,56.82741553624332,54.41244860673387,51.658865458342795,48.63402133604013,45.40091275321091,42.01828736584351,38.540753846717934,35.018891759594176,31.49936143340049,28.025013836421746,24.63500045048769,21.36488314516134,18.24674405192722,15.309295438379761,12.577989582411547,10.075128646401627,7.819974551403902,5.828858851335364,4.1152926071644735,2.690076261099538,1.561409510776704,0.7350011834487671,0.21417911017306482,0.0,0.09135931416137634,0.48510114025854106,1.176128066450835,2.1575110556441874,3.4205993196785633,4.955130193517343,6.749339009434882,8.790068971205214,11.062881028290267,13.552163750027942,16.241243199820982,19.11249280932448,22.147443252635263,25.326892320479118,28.63101479439973,32.03947232094712,35.531523285865205,39.086132688281225,42.68208201489287,46.2980791141575,49.9128680704802,53.50533907840187,57.05463831678804,60.54027782301622,63.942245367165675,67.24111432620359,70.41815355817634,73.45543727639553,76.33595492362613,79.04372104627649,81.56388516858625,83.88284166681301,85.98833964342275,87.8695928012769,89.51738931782138,90.92420171927293,92.08429675481035,92.99384527076235,93.65103208479358,94.05616586009468,94.21178897957022,94.12278742002748,93.79650062636293,93.24283138575504,92.47435570184618,91.50643266893707,90.35731434617121,89.04825563172142,87.6036241369858,86.05101006076987,84.42133606347353,82.74896714128741,81.07182050036799,79.43147543104364,77.87328318198492,76.44647683440697,75.20428117624733,74.20402257635928,73.50723885870816,73.17978917653701,73.29196388658012,73.9185944232368,75.13916317276397,77.03791334746272,79.70395885986926,83.23139419694193,87.71940429424512,93.2723744101469,100.0,model A,0.06999999999999995,kappa,v1.0,1.9360562610401972,1.8931818633856923,-0.23439270613903496,0.2121993033665327,61.0,57.0,18.775452739301954
41,Pushhauler Botson Jr.,69.0,7.487211902498203,11.592222548140034,14.684858532031722,16.882085466748105,18.29431443574189,19.02555422931432,19.173563580585864,18.830003401466836,18.0805890186281,17.005242409471716,15.678244438101618,14.168387091294251,12.539125714469284,10.848731247660238,9.150442461485122,7.492618193117188,5.918889582255525,4.468312307095746,3.1755188203006353,2.0708705849708724,1.1806103106155807,0.5270141891231386,0.12854413073168813,0.0,0.15267185177792322,0.5944921671771509,1.3301880895419969,2.361433660419773,3.687002055531773,5.3029178207436525,7.202609108036493,9.377059911476882,11.81496230318812,14.502868669320618,17.425343946022455,20.565117855410584,23.903237141540746,27.419217806378747,31.09119734577061,34.896086985413845,38.80972391682745,42.80702353332322,46.862131665975966,50.948576819594194,55.03942240869088,59.10741899345453,63.125156515718885,67.06521653493492,70.90032446413952,74.6035018059289,78.14821838842644,81.50854460125575,84.65930363150895,87.57622369971982,90.2360902958329,92.61689841517399,94.69800479442227,96.46028014757975,97.88626140194154,98.9603039340674,99.66873380575318,100.0,99.94482665698469,99.49636531003155,98.65034712158355,97.40523511917165,95.76237643138549,93.7261545238435,91.3041414351675,88.50725001294842,85.349886149719,81.8501010189232,78.02974331089145,73.91461146880515,69.53460592467196,64.92388133529143,60.120998818233886,55.16907818780179,50.11595019100651,45.01430874353581,39.92186316572863,34.901490418540995,30.021387339518572,25.35522287876671,20.98229033492495,16.987659591132964,13.462329350999688,10.503379374581082,8.21412271434779,6.7042579511524245,6.090021430198159,6.4943394970244634,8.046980733459325,10.884708193602306,15.15143163978307,20.998359778547385,28.5841524966221,38.075073096873915,49.64514053429577,63.476281651972776,model A,-0.3643043987515653,gamma,v1.0,1.6160891019009032,1.6139939841839024,-0.3254232151363442,0.327075740467537,19.0,24.0,77.46542171402896
