id,name,expires,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16,t_17,t_18,t_19,t_20,t_21,t_22,t_23,t_24,t_25,t_26,t_27,t_28,t_29,t_30,t_31,t_32,t_33,t_34,t_35,t_36,t_37,t_38,t_39,t_40,t_41,t_42,t_43,t_44,t_45,t_46,t_47,t_48,t_49,t_50,t_51,t_52,t_53,t_54,t_55,t_56,t_57,t_58,t_59,t_60,t_61,t_62,t_63,t_64,t_65,t_66,t_67,t_68,t_69,t_70,t_71,t_72,t_73,t_74,t_75,t_76,t_77,t_78,t_79,t_80,t_81,t_82,t_83,t_84,t_85,t_86,t_87,t_88,t_89,t_90,t_91,t_92,t_93,t_94,t_95,t_96,t_97,t_98,t_99,t_100,Axial Piston Model,Astrogation Buffer Length,InfoCore Size,Polarity Sinks,Arakyd Vocabulator Model,Nanochip Model,Repulsorlift Motor HP,AutoTerrain Tread Count,Sonoreceptors,Cranial Uplink Bandwidth,Productivity
37,Extralift Botsky Jr.,93.0,42.99379769120108,49.968037251470776,56.41388306130065,62.34659512824682,67.78140265275186,72.73349892049337,77.21803619473265,81.25012060866322,84.84480705775957,88.01709409212566,90.78191880884363,93.15415174432233,95.14859176664604,96.77996096792299,98.06289955663402,99.01196074998123,99.64160566623652,99.96619821709028,100.0,99.75716519053883,99.25173543474428,98.49763474146673,97.50866437471814,96.29849774602071,94.88067530675536,93.26859944051043,91.47552935543023,89.51457597656383,87.39869683821341,85.14069097628322,82.75319382062784,80.24867208740102,77.63941867140426,74.93754753843537,72.15498861763722,69.30348269384608,66.3945762999406,63.439616609190296,60.449746327603826,57.435898586278235,54.40879183374703,51.378924728329146,48.35657103047734,45.351774495126875,42.37434376404429,39.433847258175824,36.53960806999601,33.7006988558565,30.925936728334435,28.223878148581406,25.60281381867165,23.070763573950938,20.635471275385207,18.30439970190903,16.08472544277431,13.983333789898802,12.006813630215065,10.161452338018607,8.45323066731672,6.887817644177445,5.47056545907761,4.206504359251354,3.100337541039762,2.1564360422383833,1.3788336344463534,0.7712217154149345,0.33694420139611647,0.07899241949135899,0.0,0.10223776876767118,0.3876086395358961,0.8576425062894589,1.5134911356059746,2.355923059003823,3.3853184652908674,4.60166409291419,6.00454812230666,7.593155068237521,9.366260672159525,11.32222679455885,13.458996307302748,15.774087985988011,18.2645914022911,20.9271618163149,23.75801506893852,26.752922474165192,29.907205711471473,33.21573171815614,36.67290758168682,40.272675432052324,44.008507334107044,47.873400179922044,51.859870581134096,55.95994976129277,60.165178448209,64.4666017663053,68.8547641289632,73.31970413087282,77.85094944037928,82.43751169183352,model C,1.726734575483789,0.24561644736900934,0.6319234887299794,kappa,windows 2000,-0.023850758951603268,0.044118235867269595,49.0,55.0,9.806143002445978
38,Waterwalker Botsky,93.0,35.24901777266115,26.679987032211,19.458175024732103,13.503412659147488,8.736436941090897,5.0790211782398025,2.4540999877789975,0.7858891059948343,0.0,0.02354928158891145,0.785262923223743,2.215575276150977,4.246722890648619,6.81283313840394,9.850007637021925,13.29640047666414,17.092291248818448,21.180152877198985,25.504714250777155,30.013017658942687,34.654471028795946,39.38089496457018,44.146564589184834,48.90824618792914,53.62522865427677,58.25934973783029,62.77501709439709,67.1392241381954,71.3215606961909,75.29421846456424,79.0319912673087,82.51227011695867,85.71503307744952,88.62282992910605,91.22076163576357,93.49645461401906,95.44002980461175,97.044066545936,98.30356124968354,99.21588087861709,99.78071122647373,100.0,99.87789470311638,99.42067532321349,98.63668181957775,97.5362364139488,96.13156068320664,94.43668745418954,92.46736750064323,90.24097104229928,87.77638404608611,85.09389932946803,82.21510246591718,79.16275249251541,75.9606574196858,72.63354454305517,69.20692555744856,65.7069564730126,62.16029233347014,58.59393673650527,55.03508615628022,51.51096906807964,48.048679875089505,44.67500763730444,41.41625960256433,38.298079539725386,35.345260873957265,32.581554624175205,30.029472142598635,27.71008265644334,25.642805611743857,23.845197819303888,22.33273540278142,21.11859054889994,20.21340305979583,19.625046707488377,19.35839039049088,19.415054092542757,19.79315964347328,20.487076282206555,21.487161021884713,22.779493817124003,24.34560753340872,26.162212718605776,28.200917176616898,30.427940343164124,32.80382246368953,35.28312857341005,37.814147279481794,40.33858434530255,42.791251076955625,45.09974751176001,47.184140408971906,48.95663604261508,50.32124779642657,51.173458560954124,51.39987793276698,50.87789421579969,49.475321224841586,47.05003989113971,model D,1.2540713591385348,-0.4342523740143933,0.13608894731761384,gamma,v1.0,-0.4470225451834673,0.5017173495296083,10.0,32.0,100.0
39,Excapulverizer Botchik,27.0,54.176879403428245,59.489620936894326,64.42308771023484,68.98766111999613,73.19363934347501,77.05123733871876,80.57058684452511,83.76173638044223,86.63465124676877,89.19921352455381,91.46522207559694,93.44239254244809,95.14035734840785,96.56866569752705,97.73678357460706,98.65409374519976,99.32989575560744,99.77340593288282,99.99375738482914,100.0,99.80110044769961,99.40594217798244,98.8233254216536,98.06196719026856,97.13050127613323,96.03747825230404,94.79136547258784,93.40054707154192,91.8733239644741,90.21791384744255,88.44245119725599,86.5549872714735,84.56349010840476,82.47584452710979,80.29985212739903,78.04323128983356,75.71361717572472,73.31856172713441,70.86553366687495,68.36191849850914,65.81501850635024,63.23205275546193,60.62015709165838,57.986384141504196,55.337703312314524,52.68100079215478,50.02307954984096,47.37065933493961,44.73037667776747,42.10878488939204,39.51235406163107,36.94747106705284,34.420439558976064,31.937479971469912,29.504729519354022,27.128242198198542,24.813988784323865,22.56785683480135,20.39565068745195,18.303091460848005,16.295817054311737,14.379382147915887,12.559258202483885,10.84083345958939,9.229412941556674,7.730218451460299,6.348388573125538,5.088978671127863,3.956960890793203,2.957224158198208,2.0945741801695354,1.3737334442851117,0.7993412188723235,0.3759535530096428,0.10804327652573374,0.0,0.05613011476201719,0.2806567928917964,0.6777199872203014,1.251376431328201,2.005599639547158,2.9442799069590264,4.071224309396421,5.390156703442098,6.904717726429369,8.618464796442,10.534872112314227,12.657330653631066,14.989148180726989,17.53354923468826,20.293675137350714,23.27258399130086,26.4732506798759,29.898566867162664,33.55134099799961,37.43429829797504,41.55008077342743,45.9012472114467,50.49027317987176,55.31955102729338,model D,1.4844758105290543,0.07094532784840923,0.5448067978838056,kappa,windows 2000,-0.003987621253389917,-0.042763367027867843,96.0,81.0,-76.29962082347575
40,Pushdigger Botchik,83.0,45.042537439962366,45.42700932877909,45.93549169425631,46.56411592143273,47.30876775030093,48.165086279524274,49.12846386581606,50.1940469189808,51.356737592617804,52.611196370486844,53.95184554853607,55.37287361259218,56.868240511712685,58.43168382720042,60.056725837280325,61.73668147743822,63.464667196422056,65.23361070790514,67.03626163781163,68.86520306730431,70.7128639714344,72.57153255345372,74.43337047478896,76.29042798067817,78.13465992146946,79.95794266958194,81.7520919321287,83.50888145920224,85.2200626478218,86.87738504154316,88.4726177257305,89.9975716184905,91.4441226572685,92.80423588110713,94.06999040856692,95.23360531130922,96.28746638334114,97.22415380592298,98.03647070813761,98.71747262312219,99.260497839962,99.65919865124647,99.90757349628751,100.0,99.93126890744429,99.69661891403129,99.29177239138926,98.71297200889337,97.95701825085686,97.02130782938478,95.90387299289006,94.60342173027121,93.1193788707528,91.45192807938777,89.60205474822226,87.57158978312222,85.36325428626256,82.98070513427848,80.42858145207867,77.71255198232122,74.83936335055114,71.81688922600088,68.65418037805178,65.36151562835944,61.95045369863947,58.43388595411696,54.826090042637254,51.142784429439004,47.4011838275898,43.62005552408387,39.819776601601625,36.02239205593182,32.25167380905584,28.533180617894,24.894318878714085,21.364404327202386,17.974724634196466,14.758602897080655,11.751462026842924,8.990890030795144,6.516706190954209,4.371028138087062,2.598339821415398,1.245560373985363,0.36211387369760584,0.0,0.21386558624276347,1.061077067695714,2.6017938252275368,4.899042424647402,8.018791751708715,12.030029042775107,17.00483681114851,23.01847066906017,30.149438045322086,38.47957779864258,48.09414072660351,59.0818709702983,71.53508831463441,85.54977138429693,model D,1.2887625077652545,-0.63,0.2901626501079671,gamma,v1.0,-0.19575723256343275,0.1655459021785446,43.0,89.0,28.462686239022446
41,Thumpminer Botski,27.0,95.09677172730193,96.5909307021303,97.7686330711822,98.66303555776834,99.30523974778569,99.72434678799422,99.94751208429363,100.0,99.90523855412242,99.68487411963982,99.35882612177748,98.94534173628386,98.46105058770722,97.92101944767232,97.33880693315704,96.72651820476923,96.09485966502325,95.45319365661662,94.80959316070692,94.17089649518823,93.54276201296801,92.92972280024364,92.33524137477919,91.76176438418211,91.21077730417983,90.6828591368966,90.17773710912999,89.69434137062767,89.23085969236422,88.7847921648175,88.35300589624565,87.93178971096364,87.51690884761997,87.1036596574733,86.68692430266921,86.2612254545169,85.82078099176583,85.35955869888238,84.87133096432662,84.34972947882893,83.78829993366665,83.18055671894096,82.52003762185326,81.80035852498212,81.01526810455991,80.15870252874925,79.22484015592013,78.20815623292626,77.10347759338168,75.90603735593795,74.61152962256034,73.21616417680458,71.71672118209364,70.11060587999474,68.39590328849535,66.5714329002804,64.6368033810087,62.592467267590045,60.4397756664612,58.18103295186323,55.81955146411799,53.35970620790415,50.80698955053558,48.168065920235684,45.45082650441647,42.66444394795301,39.81942705146273,36.927675469578695,34.002534409230066,31.05884932791519,28.113020631981506,25.183058374899414,22.288636955541683,19.451149816456887,16.69376414215057,14.04147555735615,11.521162825317223,9.161642546060614,6.993723854674962,5.0502631195853755,3.366218640832894,1.9787053483488546,0.9270495002325801,0.2528433810282361,0.0,0.21480778941187487,0.9459853028009155,2.244735913255502,4.164802511693238,6.762522205134836,10.096881014982884,14.229568575297789,19.225032831075197,25.150534736521955,32.07620295333255,40.075088548966384,49.22321969492407,59.59965636502551,71.28654503368378,84.36917337418403,model B,1.2826135567714423,-0.35919832937276647,0.39740463189114605,gamma,v1.0,-0.47155857993847367,0.43168816801850607,32.0,49.0,100.0
42,Pushwaller Botsky Jr.,53.0,1.1164073038763402,12.839999822638706,23.656982280534418,33.60176374152632,42.708191678315075,51.009551972339196,58.53856891377504,65.32740520153675,71.40766194327634,76.81037865538367,81.56603326298642,85.7045420999501,89.25525990887803,92.24697984111145,94.70793345672934,96.66579072454857,98.1476600221238,99.18008813574757,99.78906026045024,100.0,99.8377693669029,99.32666878240275,98.49043707648126,97.352251487858,95.93472766399032,94.25991966107333,92.34931994404015,90.22385938656167,87.9039072710466,85.40927128864138,82.75919753923047,79.97237053143604,77.06691318261812,74.06038681887465,70.9697911750413,67.81156439469156,64.60158303013695,61.35516204242653,58.08705480134741,54.81145308542459,51.54198708192058,48.29172538683606,45.0731750049094,41.89828134961691,38.77842824317243,35.724437916528125,32.7465710093735,29.854526570136198,27.057442055981596,24.36389333281301,21.781894675271502,19.318898766735686,16.98179669932264,14.776917973886919,12.710030500020647,10.78634059605443,9.010492989056038,7.386570814831495,5.91809561792451,4.608027351616919,3.458764377927676,2.4721434676144334,1.6494398001719555,0.9913669638335598,0.49807695556953235,0.16916018108856787,0.0036454548373663306,0.0,0.15612944849851773,0.4693778409931464,0.9365276268811207,1.5537996642986491,2.316853220118306,3.22078596995233,4.260133998148912,5.428871797795659,6.720412270717301,8.127606727476227,9.642744887372851,11.257554878445374,12.963203237470076,14.750294909960646,16.608873250169417,18.528420021085573,20.497855394436503,22.505537950687856,24.539264679042095,26.58627097744074,28.63323065256252,30.66625591982403,32.67089740337947,34.632144136121504,36.534423559679766,38.36160152442217,40.096982289455575,41.723308522622,43.22276130050489,44.5769601084219,45.76696284043035,46.77326579932606,model D,1.269377402948992,-0.3346764483926505,-0.012666149754078412,gamma,v1.0,-0.55,0.5807431468515867,75.0,92.0,-20.352396361458098
43,Pullhauler Botson,27.0,48.732637539777144,58.21465377901167,66.49672841300999,73.66234044363951,79.79145005002584,84.96056898044853,89.2428309442365,92.70806200366395,95.42285096584578,97.45061977463341,98.85169390251028,99.6833727424876,100.0,99.85303408480111,99.29111850285922,98.36015224825302,97.10336019506705,95.56136348928763,93.77224994069823,91.7716444147753,89.5927792245838,87.26656452267297,84.82165869297184,82.28453874268499,79.67957069418819,77.02907997692382,74.35342181929705,71.6710516405709,68.99859544276195,66.35092020253668,63.741204263106255,61.18100772612253,58.68034284357374,56.24774440968022,53.89034015278974,51.61392112727346,49.42301210542148,47.320941969338314,45.30991410283865,43.39107678334352,41.56459357377514,39.82971371445246,38.184842514988034,36.62761174618225,35.154950031919945,33.76315324106548,32.44795487935883,31.204596481310748,30.027898002099036,28.91232820946322,27.85207507560161,26.841116169065504,25.873289046655806,24.942361645318083,24.042102674038915,23.166352005740304,22.309091069177338,21.464513240831238,20.62709423680754,19.79166250472972,18.95346961563656,18.108260655875828,17.252344619002482,16.382664797671396,15.496869175535599,14.593380819140005,13.671468269818662,12.731315935589283,11.774094483048476,10.80203122926894,9.818480533694656,8.827994190034849,7.836391818163109,6.850831256007717,5.879878951453479,4.933580354233446,4.023530307824666,3.1629434413455697,2.366724561450142,1.651539044223589,1.0358832270805376,0.5401548006565854,0.18672320070587642,0.0,0.006509300216931552,0.23495812384209577,0.7163068060607578,1.4838393866585686,2.573234001909754,4.022633276477306,5.872714715312158,8.166761095538188,10.950730858361386,14.27332850095238,18.186074968353736,22.7433780453627,28.002602748444282,34.02414171760921,40.87148560832051,48.61129348338502,model C,1.4729764132650551,0.15401325045013758,0.7460484892335133,kappa,windows 2000,-0.2100852600770876,0.17766070882962573,10.0,60.0,48.822747632482105
44,Pushwaller Boterson II,92.0,38.746781830860584,48.803192516632905,57.670656741810724,65.43861122120622,72.19230038069114,78.01286800068968,82.97744885967131,87.15926037764376,90.62769425964588,93.44840813924043,95.68341722200722,97.39118592903566,98.62671954041792,99.44165583874172,99.88435675258324,100.0,99.83067073202365,99.41545317615315,98.79052227984727,97.98923535401781,97.04222371652232,95.97748433565708,94.82047147364985,93.59418833015285,92.31927868573577,91.01411854537848,89.69490778196389,88.37576177977104,87.06880307796784,85.78425301410418,84.53052336760419,83.3143080032602,82.1406745147244,81.01315586800276,79.93384204494744,78.90347168674955,77.92152373743258,76.98630908734437,76.09506221665137,75.24403283882984,74.4285775441606,73.6432514432201,72.88189981037456,72.13774972727248,71.40350172633745,70.67142143426123,69.93343121549633,69.18120181574918,68.40624400547271,67.60000022336006,66.75393621983628,65.85963270055186,64.9088769698759,63.89375457438822,62.80674094637355,61.64079304731239,60.38944101137581,59.04687978891741,57.608060789967055,56.06878352772166,54.425787262040856,52.676842642938304,50.82084335407444,48.85789775625014,46.78942053089892,44.61822432358017,42.3486113874728,39.98646522686649,37.53934224065502,35.016563365831324,32.42930572097681,29.790694249757337,27.11589336441437,24.422198589257963,21.729128204159945,19.058514888048812,16.434597362398634,13.884112034723586,11.43638464207365,9.123421894523224,6.980003118666091,5.0437719011101185,3.3553277319650925,1.9583176483406513,0.8995278778362027,0.22897548203646995,0.0,0.2693550917574237,1.0973001818012953,2.547692102575672,4.68807673798019,7.58978066684868,11.328002806449874,15.981906055983425,21.634708940063845,28.373777252220968,36.29071569839081,45.4814595404036,56.046366239484826,68.09030709974509,model C,1.3685730692739115,-0.34626026915982405,0.4525759385801844,kappa,windows 2000,-0.3204959427376626,0.171290604436919,29.0,81.0,37.58118728322333
45,Firelift Boterson Jr.,28.0,63.40470267455757,67.64535046765879,71.59196651682983,75.25098525083405,78.6288410984349,81.73196848839575,84.56680184948006,87.1397756104512,89.45732420007259,91.52588204710763,93.35188358031972,94.94176322847233,96.3019554203288,97.43889458465254,98.359015150207,99.06875154575556,99.57453820006165,99.88280954188866,100.0,99.93254400315908,99.68687598012932,99.2694303596741,98.68664157055687,97.94494404154099,97.05077220138995,96.01056047886706,94.83074330273578,93.51775510175952,92.07803030470167,90.51800334032566,88.84410863739488,87.06278062467274,85.18045373092265,83.20356238490801,81.13854101539229,78.99182405113883,76.76984592091102,74.47904105347236,72.12584387758618,69.71668882201591,67.25801031552498,64.75624278687675,62.21782066483472,59.64917837816218,57.05675035562263,54.44697102597943,51.82627481799601,49.20109616043574,46.57786948206212,43.963029211638464,41.3630097779282,38.78424560969475,36.23317113570159,33.71622078471203,31.23982898548949,28.810430166797442,26.434458757399238,24.118349186058268,21.86853588153803,19.691453272601848,17.59353578801317,15.581217856535364,13.66093390693193,11.839118367966138,10.122205668401532,8.516630237001479,7.028826502529288,5.665228893748512,4.432271839422468,3.336389768314666,2.3840171091883433,1.5815882908070968,0.9355377419341901,0.452299891333117,0.13830916776726906,0.0,0.043806816794841795,0.2761640469150204,0.7035061191241315,1.3322674621853885,2.168882504862464,3.21978567591857,4.491411404117036,5.990194118221546,7.72256824699525,9.694968219201742,11.91382846360424,14.385583408966424,17.11666748405149,20.113515117622775,23.38256073844398,26.93023877527822,30.762983656889126,34.88722981203989,39.309411669494196,44.035963658015106,49.073320206366375,54.427915743311296,60.10618469761301,66.11456149803536,model C,1.3233451438696644,-0.42265824704304444,0.3364374054985984,kappa,windows 2000,-0.13793706007729856,0.15252665233400198,90.0,92.0,-58.85975525585309
46,Waterwalker Botson Jr.,28.0,82.63556617080367,86.42366238125797,89.65443924914575,92.36930862728934,94.60769016967981,96.40705808368345,97.80298788224823,98.82920313611032,99.5176222260005,99.8984050948506,100.0,99.84919026540214,99.47114103383088,98.88944601908702,98.12617425820477,97.20191686365818,96.13583377556766,94.94570051390636,93.64795493070675,92.2577439622669,90.78897038135715,89.25433954942643,87.66540616880881,86.0326210349299,84.36537778851331,82.67205966778718,80.96008626069059,79.23596025707998,77.50531420093583,75.77295724256875,74.04292189082629,72.31851076529924,70.6023433485281,68.8964027382096,67.20208239940307,65.520232916737,63.85120874661545,62.19491496942451,60.550854041738866,58.918172548528034,57.29570795536297,55.68203536062273,54.0755142477005,52.47433523721048,50.876566839193885,49.280202205325914,47.683205881121964,46.08356055814397,44.47931382620712,42.8686249255862,41.24981149922195,39.62139634492783,37.98215416759587,36.33115833140441,34.6678276120226,32.99197294881865,31.303844197065594,29.60417688014767,27.894238941766808,26.175877498149035,24.451565590251505,22.724448935968308,20.99839268233687,19.278028157745,17.568799624137256,15.877011029220759,14.209872758672546,12.575548388344625,10.983201436472836,9.44304211588102,7.966374086188345,6.56564120601569,5.254474285192626,4.047737836963349,2.9615768301926217,2.0134634415736046,1.222243807833065,0.6081847779388706,0.19302066530536394,0.0,0.0539322809514761,0.3812347281543807,1.0099790348753757,1.969938119860688,3.29263287954331,5.011378940248391,7.161333410398937,9.779541632723063,12.904983936461022,16.578622389572324,20.843447550939107,25.744525222574648,31.329043201831503,37.64635803360529,44.748041762541355,52.68792868524189,61.52216210247473,71.30924107137423,82.1100671576534,93.98799118780623,model D,1.4751842331447875,0.03427129746560298,0.7852266575148915,kappa,windows 2000,-0.2536686748678653,0.2565190063993766,21.0,54.0,54.57359924500753
47,Pulldigger Botchik I,67.0,76.83338399235438,79.94299389660277,82.80695547016053,85.4302739649246,87.8179825833804,89.97514247860191,91.9068427542516,93.6182004645805,95.11436061442815,96.40049615922263,97.48180800498054,98.36352500830704,99.05090397639576,99.54922966702894,99.86381478857726,100.0,99.96315391084492,99.75867308124835,99.39198202193509,98.86853319421856,98.1938070100006,97.37331183177169,96.41258397261075,95.31718769618529,94.09271521675126,92.74478669915328,91.27905025882437,89.70118196178616,88.01688582464875,86.23189381461081,84.35196584945955,82.38288979757064,80.33048147790835,78.20058466002543,75.99907106406324,73.73184036075152,71.4048201714087,69.02396606794167,66.59526157284581,64.12471815920512,61.61837525069199,59.08230022156749,56.52258839668113,53.945363051471,51.35677541196363,48.76300465477422,46.1702579071064,43.58477024675228,41.01280470209266,38.4606522520967,35.934631826322196,33.4410903049155,30.986402518611335,28.57697124873311,26.219227227192683,23.919629136490446,21.68466360971546,19.52084523054501,17.434716533245282,15.432848002670617,13.521838074264156,11.708313134057548,9.998927518670794,8.400363515312636,6.919331361780088,5.5625692464590175,4.3368433083236555,3.248947636936634,2.3057042724493115,1.5139632056014423,0.8806023777214292,0.4125276807262038,0.11667295712109495,0.0,0.06949855304542417,0.3321863105283622,0.7951089173083379,1.4653399688333906,2.3499810111401547,3.456161540853491,4.791039005187355,6.361798801943835,8.175654279513369,10.239846736875455,12.561645423597811,15.148347539836617,18.00727823633666,21.145790614431352,24.57126572604262,28.291112573680877,32.31276811044467,36.643697240022014,41.291392816688514,46.26337564530872,51.56719448133582,57.21042603081138,63.200674950365155,69.54557384721637,76.25278327917152,83.32999175462683,model D,0.85,-0.4299953497589688,0.07813324001488484,gamma,v1.0,-0.42506497669031096,0.456400727141108,92.0,2.0,76.4711201964501
48,Waterdigger Botberg I,48.0,6.654661949379098,14.629034979356694,22.187417280580437,29.337966016941174,36.08883835232975,42.448191450637026,48.42418247575383,54.02496859157103,59.258706961979456,64.13355475086998,68.65766912213343,72.83920723966067,76.68632626734254,80.20718336906987,83.40993570873354,86.30274045022439,88.89375475743326,91.19113579425101,93.20304072456848,94.9376267122765,96.40305092126596,97.60747051542768,98.55904265865252,99.26592451483131,99.73627324785494,99.97824602161421,100.0,99.80969234690316,99.4154802262145,98.82552080182492,98.04797123762525,97.0909886975063,95.96273034535898,94.67135334507412,93.22501486054253,91.63187205565511,89.90008209430265,88.0378021403761,86.05318935776616,83.95440091036382,81.74959396205988,79.44692567674511,77.05455321831045,74.5806337506468,72.03332443764484,69.42078244319552,66.75116493118976,64.03262906551825,61.27333201007203,58.48143092874169,55.66508298541836,52.832445343992674,49.99167516835554,47.150929622397896,44.31836587001047,41.50214107508417,38.710412401509885,35.95133701317842,33.23307207398046,30.563774747807177,27.951602198549253,25.404711590097488,22.931260086342732,20.539404851176,18.237303048487963,16.033111842169532,13.934988396111562,11.951089874204825,10.089573440340374,8.35859625840886,6.766315492301191,5.320888305908157,4.030471863120667,2.9032233278296418,1.9472998639258579,1.1708586353001698,0.5820568058433498,0.18905153944639305,0.0,0.02305935139516919,0.26638675752252217,0.7381393822732121,1.446474389537932,2.399548943207458,3.6055202071727925,5.072545345324546,6.808781521553889,8.822385899751422,11.121515643808083,13.7143279176148,16.60897988506217,19.813628710041296,23.336431556442935,27.185545588157943,31.36912796907708,35.895335863091375,40.772326434091575,46.008256845968624,51.61128426261302,57.589565847916234,model B,1.2834911900437258,-0.2879998858740495,0.6837035322570171,kappa,windows 2000,0.005929021588083283,-0.022752882864584368,52.0,45.0,43.89636460637038
49,Thumphauler Botsky,83.0,20.47928705640691,28.904150707252995,36.81819945748174,44.22643852113218,51.13435296287287,57.54791371979046,63.47358243868217,68.91831512885219,73.88956463041157,78.39528189808252,82.44391610050593,86.04441353505321,89.20621535814163,91.93925413105373,94.25394918126042,96.16120077924799,97.67238313084891,98.79933618507646,99.55435625746333,99.95018546890381,100.0,99.7173971609119,99.11638127671108,98.21134838823842,97.01706976846573,95.54867425436086,93.82162939425709,91.85172141072599,89.65503397895428,87.24792582062466,84.64700711330018,81.86911471531259,78.93128620615465,75.85073274237592,72.64481072898285,69.33099230634254,65.92683465258986,62.44994810153918,58.917963076099475,55.34849583719348,51.75911304818004,48.16729515478175,44.59039858051446,41.04561673762237,37.549939853515994,34.120113612714285,30.772596614290276,27.52351664482113,24.388625766841606,21.383254222801217,18.522263154525753,15.81999613818211,13.290229534747446,10.94612165598163,8.800160745903945,6.864111777773502,5.1489620665736116,3.6648656969994087,2.4210867669501654,1.425941446525125,0.6867388525226,0.20972073844383268,0.0,0.06149799612336142,0.39688068548232436,1.0074935785000396,1.8932955048768678,3.0527911966170618,4.482962686559007,6.179199522409314,8.135227796280462,10.343037989732728,12.79281163431995,15.472846787639341,18.369482324883624,21.46702104589914,24.747651597746238,28.19136921276457,31.775895262141272,35.47659562498362,39.26639787289505,43.115707270056056,46.99232158880693,50.86134474073648,54.685099223273795,58.42303738178235,62.031651487161255,65.46438262894722,68.67152842392038,71.60014954021905,74.19397503694945,76.39330651930692,78.13492110919876,79.35197323136865,79.97389521502764,79.92629671098713,79.13086292429809,77.50525166239085,74.9629891987218,71.41336495192124,model B,1.3689597708067198,-0.2687264162770901,0.497797623615732,kappa,windows 2000,-0.21266691282527406,0.23306608830445302,93.0,17.0,31.922636473361933
50,Pullvator Botson I,28.0,71.03126933844834,75.98048036476061,80.18270441073858,83.68899926036228,86.54947656922543,88.81320979271476,90.52814684509426,91.74102748949448,92.49730545880678,92.84107530748228,92.81500399423615,92.46026719565643,91.81649035071815,90.92169443620219,89.81224647301914,88.52281476343806,87.08632885922029,85.53394426065813,83.89501184651841,82.1970520348912,80.46573367494322,78.7248576695763,76.99634532899096,75.30023145515457,73.6546621571748,72.07589739757783,70.57831826949148,69.17443900473339,67.87492371280418,66.68860785078543,65.6225244241426,64.681934918433,63.87036496191874,63.18964471908429,62.639954015059566,62.21987219094742,61.92643269005625,61.75518237503768,61.70024557592924,61.75439286910156,61.90911458711088,62.15469905945653,62.48031558424323,62.87410213074831,63.32325777289366,63.814139853623594,64.33236588018593,64.86292015031985,65.39026510934785,65.89845743817186,66.37126887217627,66.79231175103352,67.14516929941746,67.41353063861783,67.58133052906436,67.63289384375173,67.55308477257114,67.32746075754804,66.9424311589827,66.38542065249541,65.64503735698099,64.71124569346156,63.5755439748498,62.23114672661504,60.67317173835332,58.898831846264265,56.9076314465322,54.7015677396114,52.285336705416896,49.666543809421725,46.855919439656,43.86753907461378,40.719048182062885,37.431891848761474,34.03154914107665,30.547772196513247,27.014830046141743,23.471757167933006,19.962606771000782,16.536708810747214,13.248932734910854,10.15995496052078,7.3365310817641625,4.851772808739984,2.7854296371398584,1.2241752488147313,0.2618986432603569,0.0,0.5476912718710942,2.0223015092275816,4.549586915031456,8.26404563086354,13.309237253828787,19.83810708437361,28.013315105004338,38.00756968990726,50.00396604548991,64.1963293818031,80.78956281488192,100.0,model C,1.2813196519228838,-0.3822414256347747,0.18655173962275734,gamma,v1.0,-0.23877281427329838,0.22550060565700392,1.0,64.0,100.0
51,Waterlift Boterson,53.0,36.2700171543157,44.953823583084,52.86812312073466,60.04451771948197,66.51440226530109,72.30891757262849,77.45890525136294,81.99486444616738,85.9469104480708,89.34473517837147,92.21756954484005,94.59414767022363,96.50267299305057,97.97078624073524,99.02553527498425,99.69334680950244,100.0,99.97060190649992,99.6295648279462,99.00058550911238,98.1066262198111,96.96989770640356,95.61184401561049,94.05312919062281,92.31362583951345,90.41240557594948,88.367731332205,86.19705154447465,83.91699621048727,81.54337481942076,79.09117615411728,76.57456996559871,74.00691051988326,71.40074201710236,68.76780588291807,66.11904993224124,63.464639405250225,60.81396987571015,58.17568203159269,55.55767832799676,52.96714151236933,50.41055502202722,47.8937252539789,45.421805707048115,42.99932299629647,40.63020473974788,38.317809317412845,36.06495750261395,33.873965965611305,31.74668264952886,29.684524018581637,27.688514178603224,25.759325869873223,23.897323332246962,22.102607042583728,20.37506032447743,18.714397830286675,17.12021589546558,15.592044765196059,14.129402693319628,12.731851913569894,11.399056483106586,10.130841998348963,8.927257183111074,7.788637349035854,6.715669728331742,5.709460678808479,4.771604761215289,3.9042556888756748,3.1101991496286945,2.392927500065229,1.7567163320684875,1.2067029116535075,0.7489664901071762,0.39061048743035026,0.13984654807900226,0.00608046900434021,0.0,0.1336645163414743,0.4205965637311137,0.8758752755447463,1.5162316623730838,2.360145773870825,3.4279457329012475,4.741908641983993,6.326363362041051,8.207795163446477,10.414952249375341,12.978954151449413,15.933401997692965,19.314490652777145,23.161122730576373,27.51502447901429,32.42086353722122,37.92636856498443,44.08245074450125,50.94332715443364,58.56664601626251,67.01361381294366,76.3491242798621,model D,1.4679435644736716,0.03718158571576924,0.5029275193776443,kappa,windows 2000,-0.18717215252496505,0.16139667384162626,44.0,32.0,57.71915937195939
